IPA_Activity,IPA_BP_annotation,wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Pituitary_GTExTPM,Testis_GTExTPM,Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,pLI_ExAC,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC,Gene,BPlabel
0,0,12,13.11329,-0.2142,,,,,,,,,,0.0,0.0,0.0,0.146139458,0.0262294918736351,0.0,,6.024744999999999,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,HEPN1,least likely
0,0,49,796.87118,0.2219,0.614463,5.4701900000000006,3.24452,1.3168,1.55111,8.81602,0.7686029999999999,15.6539,2.41589,0.0,0.0,0.0,0.146511853,8.496970031078101e-07,12.72102078,0.413555,6.3529,0.218075,-0.250609,0.08,-0.240891,0.282667,-0.41211899999999996,0.261193,-0.221546,0.1969,-0.15958599999999998,-0.26927,0.567539,0.9067,-0.21850999999999998,0.44986400000000004,-0.200707,-0.160329,0.41234499999999996,0.328409,0.25746399999999997,-0.244719,-0.198697,-0.259403,-0.168704,-0.347885,0.23637199999999997,HFE,most likely
0,0,10,16291.104180000002,0.2636,225.68599999999998,995.413,467.87199999999996,721.047,392.79400000000004,1025.54,191.08599999999998,415.769,5071.19,0.0,0.0,0.869202136,0.328141659,0.00266463463685607,10.54543118,-0.725268,4.41408,0.471974,0.658414,8.95,0.387473,0.61595,0.375052,0.474656,0.44787899999999997,0.30036399999999996,0.381351,0.36896100000000004,0.662651,0.334003,0.35576199999999997,0.5345340000000001,0.27423000000000003,0.274064,0.7955300000000001,0.5529890000000001,0.5481600000000001,0.357799,-0.581987,0.298041,0.273802,0.35184,0.484354,HLA-B,probable
2,1,75,16622.23863,0.2096,1.7274,10.221,1.90703,9.84807,2.00496,5.77745,1.3094700000000001,0.0512965,456.036,0.0,0.0,0.0,0.186891869,0.166625329932453,12.35448238,-0.9691629999999999,,-0.9367709999999999,-0.783656,5.11,-1.0668030000000002,-1.040168,-0.957208,-0.9347129999999999,1.384499,-1.018157,-1.33228,-1.209156,-1.119414,-1.1065399999999999,-1.2122870000000001,-1.0067030000000001,-0.9478790000000001,-1.000724,-1.1187209999999999,-1.547927,0.8103229999999999,-1.1527319999999999,-0.937683,-1.241584,-1.422531,-1.0514270000000001,-0.9321139999999999,HLA-DQA1,probable
0,0,194,116.32725,0.4063,49.4791,208.273,44.6309,159.89700000000002,43.6598,257.911,49.9007,1.15047,4319.57,0.0,0.0,0.0,0.356269389,0.700164889675938,14.48467393,0.255432,,-0.311421,-1.25647,0.3,-0.347873,1.102911,0.95757,0.79404,0.70805,0.183751,-0.163716,0.672387,0.316288,0.987979,0.23637199999999997,0.782821,-0.27839400000000003,0.5257569999999999,0.575699,-1.169032,-0.9156709999999999,0.308103,0.9468290000000001,-1.340778,0.20325,-0.636525,0.5210229999999999,HLA-DRA,probable
1,1,50,1446.4747300000001,0.2923,7.825830000000001,0.11969500000000001,0.571905,0.0556198,2.30838,7.79462,0.0,4.65426,0.07732080000000001,0.0,0.0,0.0,0.353563726,0.009426670036828429,1.65679411,0.326604,11.069,-1.323396,-0.248941,,0.647698,,,,,0.461081,0.154873,,-6.6438559999999995,,0.273231,,0.315909,0.140845,,,-6.6438559999999995,0.505927,-6.6438559999999995,0.754406,-0.280057,-6.6438559999999995,,HOXA4,possible
1,1,286,91.19341999999999,0.5011,0.44814,1.9650599999999998,0.06285489999999999,0.5753159999999999,0.9539549999999999,0.612625,2.35501,12.5494,0.0173163,0.0,0.0,0.0,0.19659511699999999,0.00156116787120129,3.93670914,-0.9171889999999999,8.60215,0.711654,-1.0449110000000001,0.37,-0.893123,0.25824600000000003,0.275836,-2.397918,-0.44095500000000004,0.304214,-0.257949,0.5082770000000001,-2.4678310000000003,-0.235051,-0.45470600000000005,-2.585636,0.185371,-0.258227,1.924335,-0.832838,0.533576,1.11693,-3.503285,-0.282463,-0.63955,0.253644,-0.374138,HRH1,probable
0,0,311,1907.06868,-0.3337,32.0422,37.8057,119.11399999999999,108.38799999999999,42.5554,43.4277,44.8875,17.7654,10.9321,0.0,0.0,0.0,,,21.50009141,-0.496501,11.167,0.836191,-0.601296,,-6.6438559999999995,-6.6438559999999995,0.445263,-0.7112310000000001,-2.194954,-0.9705229999999999,0.440561,0.290153,-6.6438559999999995,0.74937,0.805154,2.945462,0.711886,-0.893812,-6.6438559999999995,-5.107036,0.964952,-1.771737,-1.60267,-1.265626,0.287471,-0.707572,0.9558530000000001,HSPA1A,probable
0,0,2063,2435.22546,0.3317,2.62406,1.6218,0.71549,3.45595,164.327,2.1787900000000002,2.48279,1.7866,2.32603,0.0,0.0,0.0,0.39679274,2.19040919542089e-06,6.86005273,-0.045299,11.1979,0.345368,-0.374311,-0.11,-0.265532,-0.528045,-0.624339,-0.17973699999999998,-0.343413,0.264681,-0.9315629999999999,0.201488,-6.6438559999999995,-0.418023,0.213063,-0.277483,-0.08845599999999999,-0.20361400000000002,0.663497,-0.41913199999999995,-1.9772599999999998,-0.943586,1.128892,-0.255175,-0.34159,-0.221554,-0.21882,HSPA1L,probable
0,0,43,307.12317,0.4035,43.8031,33.0087,17.3389,50.8541,92.3215,49.9197,23.0904,105.368,106.24,0.0,0.0,0.0,0.852899194,0.9999582257138481,2.97639148,0.160549,8.49145,0.134077,0.35964,-0.15,0.149149,0.16708599999999998,0.26475,0.104744,0.20709299999999997,0.134051,-0.23918499999999998,0.15848800000000002,-0.651384,0.250138,-0.315605,0.195008,0.192742,-0.171494,0.11183199999999999,0.26176,-0.15925999999999998,0.204043,0.12968,0.095485,-0.261782,-0.454079,0.131237,HSPA4,most likely
0,0,227,120.59948999999999,0.5009,0.015019399999999999,0.0293841,0.0,0.283548,0.648295,0.017507599999999998,0.567062,0.0197303,0.0314624,0.0,0.0,0.0,0.49458882200000004,0.8130064245675609,2.91372116,0.330262,7.28895,-0.672095,-0.32312399999999997,-0.54,-1.739775,0.967899,-0.842168,-1.896496,-0.44888,-0.841615,,-0.321287,-3.418621,1.008509,,-0.8799170000000001,1.055191,-1.1780760000000001,-1.329015,2.705952,-1.015519,0.7070270000000001,-1.3692280000000001,,-1.145852,,-0.43399799999999994,HTR1D,probable
0,0,109,168.09506000000002,0.4371,0.014431799999999998,0.0253718,0.0171578,0.8584370000000001,0.071949,0.202978,0.06627310000000002,0.0,0.00949186,0.0,0.0,0.0,0.72905165,0.6487875127590239,5.91668299,0.585867,7.26075,0.430522,-2.21097,-0.05,,0.470894,0.661552,0.9052629999999999,-0.9913360000000001,-0.23244499999999998,0.6427689999999999,0.6905939999999999,,1.834239,-1.581861,,-1.000921,,-6.6438559999999995,,2.901421,0.979773,,,,0.933732,-6.6438559999999995,HTR4,probable
0,0,178,40.46933,0.5471,442.793,100.713,184.72299999999998,26.7542,8.38843,10.718,59.8587,62.44,186.00599999999997,0.0,0.0,0.0,0.6853213909999999,0.376558105362484,4.60912048,0.200106,7.620369999999999,0.166174,0.20444600000000002,-0.38,-0.188528,1.223436,0.171999,0.5939770000000001,0.236578,-0.111478,-0.468179,-0.6778310000000001,-0.19648,-0.213734,-0.41135600000000005,0.348846,-0.28696,-0.21884099999999998,-0.291953,-0.128411,0.511131,0.16434,-0.363097,0.33781100000000003,-0.22714299999999998,-0.574926,0.34283600000000003,IDH2,probable
0,1,30,98.37812,0.4175,2.48539,5.3381300000000005,13.8385,0.591827,4.86163,3.3679699999999997,0.23938099999999998,0.0447994,14.241,0.8308635740000001,0.0,0.0,0.804062724,0.469523496452965,6.8125021,-0.387881,7.0744,0.652402,-1.53829,0.24,-6.6438559999999995,1.625361,1.538978,-6.6438559999999995,1.3085129999999998,0.923585,0.390467,-1.189042,2.3696599999999997,0.626117,-1.5665790000000002,0.8988959999999999,-1.225278,-1.191289,0.7489239999999999,1.586351,2.628663,-0.41753,1.694498,0.553401,-1.6060290000000002,-6.6438559999999995,0.5561619999999999,IGF1,probable
0,0,26,2102.84042,0.2496,19.3901,37.6823,143.431,103.351,10.23,5.46672,4.47816,247.90200000000002,0.353955,0.0,0.0,0.0,0.79961127,0.36225190243329497,5.7405052,-0.25123,10.52235,-2.0243729999999998,0.5400510000000001,,-6.6438559999999995,-0.45861199999999996,-0.42082700000000006,0.5643,-0.770753,0.322363,0.9381940000000001,-0.732474,3.6781900000000003,1.390349,0.423029,-0.593875,0.170129,-0.33121999999999996,0.749401,-0.752212,-2.115093,-0.342358,-6.6438559999999995,0.393753,-0.445744,-1.360206,-0.59537,IGFBP3,probable
2,1,1210,133.86335,0.4516,0.977916,4.39776,0.22321999999999997,5.7234,0.625845,1.13151,0.614841,8.79539,0.24794699999999997,0.549225289,0.0,0.0,0.401833534,0.289669116993916,3.9639913,-1.7479900000000002,12.4831,-1.541372,-6.6438559999999995,0.73,-6.6438559999999995,-6.6438559999999995,1.226947,1.020765,4.342302,-6.6438559999999995,-1.010631,1.101165,-6.6438559999999995,-1.045324,-0.6019359999999999,-6.6438559999999995,0.403343,-2.701647,-6.6438559999999995,-6.6438559999999995,-3.857332,1.003247,-1.261831,2.235981,-3.3799349999999997,-0.8405950000000001,0.9414799999999999,IL6,probable
0,1,36,141.47735,0.4094,17.5548,29.4394,22.9703,29.4736,12.5475,28.0393,5.95337,7.83435,16.1545,0.0,0.0,0.0,0.743839204,0.18654784410219602,15.82476944,-0.314869,9.596630000000001,1.117944,-0.173335,-2.14,-0.24085399999999998,-0.101884,-0.128113,-0.503009,-0.122022,0.291576,-0.10442,0.281317,0.343491,-0.303546,-0.233198,-0.291029,0.252121,0.174826,-0.582073,-0.31794,-0.48106499999999996,-0.45850799999999997,-1.457374,-0.655837,0.35385300000000003,-1.0345389999999999,-0.560024,INSR,possible
1,1,39,971.5298,-0.3997,16.635,17.9749,14.8659,40.47,8.06532,24.9679,11.2399,54.9307,0.46357600000000004,0.742183659,0.0,0.0,,,2.98297969,0.16660999999999998,5.38042,0.602952,0.693366,,-0.295914,-0.185676,-0.372802,-0.533098,-0.806334,-0.913784,0.39199,-0.5576409999999999,-1.079009,-0.22373800000000002,0.10446199999999999,0.083708,-0.411444,-0.174478,0.44005,-0.093811,0.30856500000000003,0.138195,0.26251599999999997,0.256604,-0.36299000000000003,0.8859360000000001,0.16278099999999998,IRS2,probable
0,0,181,3832.6979100000003,-0.389,0.17131300000000002,0.357435,0.365726,5.29016,10.4741,0.387294,0.9888100000000001,0.138022,0.196568,0.472965166,0.0,0.0,0.7233242990000001,4.0738520992614205e-05,7.94127642,-0.656242,6.612139999999999,0.25861100000000004,-2.318734,-0.33,-2.1272990000000003,-0.45745399999999997,-0.19588699999999998,0.36570199999999997,0.412459,1.1141299999999998,-1.669139,-0.252682,-0.899394,0.731563,-0.197902,-0.190899,0.227758,0.22123299999999999,-1.074217,0.40318899999999996,-1.7238580000000001,-2.735188,1.156568,1.1604299999999999,1.428557,4.038591,-0.393681,ITGA2B,probable
0,0,17,1818.8962800000002,0.3241,15.6952,58.5598,28.863000000000003,31.1453,19.041,32.6503,11.5828,157.887,1.02111,0.0,0.0,0.0,0.705665529,0.000480018789158923,7.90802953,0.21851900000000002,9.21996,0.34494600000000003,0.168987,-0.28,0.442043,-0.151341,-0.376017,0.21024299999999999,0.17511400000000002,0.174294,0.07027,0.317319,0.291487,0.163109,0.161548,0.221671,0.172058,-0.181779,0.145335,0.14671900000000002,0.5102979999999999,0.24966300000000002,-0.194142,-0.400941,0.143991,0.34071999999999997,0.170073,ITGB5,most likely
0,0,167,537.31129,-0.4961,7.0267800000000005,18.8611,3.15198,12.3037,7.95499,6.714589999999999,6.16671,10.8577,5.94623,0.494209116,0.0,0.0,0.824708164,0.999999615868819,5.85644216,0.265748,9.83952,-0.689441,0.34942399999999996,-2.14,-0.917076,0.218183,0.553345,0.22693400000000002,0.248714,-0.183205,-0.092761,0.287286,0.7195010000000001,-0.25456599999999996,-0.335829,-0.27982399999999996,0.408339,-0.589565,0.27765700000000004,-1.011499,0.8832459999999999,0.20411500000000002,0.437529,0.175124,0.42131,0.19809100000000002,0.811377,JAG1,probable
2,1,17,392.42528,0.1943,19.4472,31.3449,18.4976,21.5931,26.4551,43.4872,8.88211,113.053,9.867289999999999,0.0,0.0,0.0,0.484736234,0.981511998562845,2.7428922000000004,0.10928399999999999,7.65948,-0.645945,0.354189,0.59,0.434608,-0.592911,0.245579,0.28397,0.411024,0.124589,0.385641,0.289928,0.737563,0.684668,0.380306,0.29433200000000004,0.11306500000000001,0.19717200000000001,-0.301678,0.339896,2.338748,0.152506,0.254444,0.20834,0.098998,-0.164631,-0.485558,KANK2,possible
0,0,24,123.58507,0.1733,2.83048,1.68295,0.805148,3.86749,0.7903680000000001,0.12065799999999999,4.01577,0.0534366,0.0342439,0.0,0.0,0.0,0.7285507920000001,0.9825878697800309,11.69182943,-0.2362,6.20863,0.945318,-1.584365,-0.05,1.223868,0.32003200000000004,0.528866,-0.150612,0.055536,0.310808,1.049169,-0.35329299999999997,0.36643600000000004,0.20945300000000003,0.298502,0.178047,-0.198442,1.2236879999999999,0.7991229999999999,-0.305215,-0.44703100000000007,-0.9009969999999999,-2.241603,-0.746271,0.537666,2.311426,-1.677877,KCNB1,probable
0,0,521,913.1814400000001,-0.4321,0.13758,0.593576,0.24486799999999997,53.5812,8.005560000000001,3.39632,60.7794,0.107993,0.871866,0.44203407100000003,0.0,0.0,0.714798927,0.9998899952348159,3.81588039,0.29217,5.34301,0.8302360000000001,0.521072,-0.88,-3.031987,0.180777,0.097852,0.917889,0.202542,-0.35938000000000003,0.394617,-0.11447,2.89082,0.096344,0.59588,-0.4621,-1.267536,-0.8812629999999999,-0.049301,-0.29736799999999997,1.468013,-0.970009,-6.6438559999999995,0.457929,0.931099,-1.632976,0.239175,KCNH3,probable
0,0,32,71.76069,0.2634,0.050587099999999996,0.116347,0.0322178,0.543503,0.8568969999999999,0.262734,0.44271099999999997,0.0445805,0.585553,0.0,0.0,0.0,0.7743014690000001,0.999978751386027,3.75626441,-0.9432219999999999,7.30439,-0.78462,-0.453521,-1.68,-6.6438559999999995,-6.6438559999999995,-5.051266,-1.047334,0.337483,0.514466,0.535529,-0.107856,-1.105127,3.290522,0.46701000000000004,1.539361,0.47407200000000005,0.564996,-1.0264659999999999,0.97755,-0.695682,0.480312,1.529932,0.385914,0.515466,1.056948,-0.071811,KCNH4,probable
0,1,61,173.55232,0.4484,87.0756,1.2856100000000001,0.604791,10.7255,1.1366399999999999,0.593442,3.50589,0.0179232,0.300937,0.8553976209999999,0.0,0.0,0.714407027,0.31472413041630604,14.76606971,-0.342273,8.470089999999999,0.252337,1.3282399999999999,0.24,-0.610345,0.260211,0.35824,-0.22394899999999998,0.889074,0.42359300000000005,0.744287,0.632021,-0.98261,0.419071,0.828907,0.126363,0.212885,0.623563,0.575236,0.09762799999999999,0.562481,-0.539674,-6.6438559999999995,-2.19703,-1.066315,-0.8327479999999999,0.583759,KCNJ11,most likely
0,0,39,532.76648,-0.2262,0.202646,2.57764,0.133124,4.0018400000000005,4.1352199999999995,2.30117,0.165712,1.45485,0.0113507,0.0,0.0,0.0,0.36942371700000004,0.10684794161279303,1.74820254,0.45974799999999993,9.64792,0.722264,0.547905,0.64,0.748784,-1.419491,-1.057826,0.9645610000000001,0.54262,0.46551099999999995,0.7253569999999999,-6.6438559999999995,1.304127,0.8525659999999999,0.526199,1.638641,-1.159445,1.25633,1.125308,-1.083291,-6.6438559999999995,2.7949599999999997,0.351031,0.408937,0.8635459999999999,-6.6438559999999995,0.814507,KCNK15,least likely
0,1,1000,11.36951,-0.2937,0.368533,0.500973,0.279457,12.9208,0.812116,248.278,1.8862700000000001,0.0649233,0.0314508,0.0,0.0,0.615881762,,,2.92856602,0.646117,6.90384,-0.72197,0.8423290000000001,,-6.6438559999999995,0.22939099999999998,-0.17756,-1.047493,-0.545664,-0.940018,1.423125,0.26718200000000003,-6.6438559999999995,-0.5403720000000001,0.298591,0.117526,-2.637709,-0.502602,0.428202,-0.14340799999999998,0.5912729999999999,-0.836749,-4.202464,-0.310814,0.288914,1.239344,-0.415314,KCNK3,probable
1,1,247,357.00957,-0.335,0.12257699999999999,39.4184,11.7436,1.7463099999999998,1.7852299999999999,1.3584,0.061093600000000005,0.0728893,2.49835,0.0,0.0,0.0,0.72829324,0.8842976752528431,0.0,-0.104032,3.14625,0.727118,-6.6438559999999995,7.609999999999999e-05,-0.6272300000000001,-0.846046,-0.534871,2.855685,,0.239065,-0.418872,-1.074157,-6.6438559999999995,-6.6438559999999995,-0.169801,1.4372129999999999,-0.39053699999999997,2.296986,-0.878762,,-1.43317,-2.057953,0.848354,0.366682,0.528594,1.587908,0.812404,KCNK5,possible
1,1,113,5.61975,0.5171,0.06845789999999999,0.033333800000000004,0.0,1.21034,0.177921,0.217494,0.782834,0.0,0.05908340000000001,0.0,0.0,0.0,0.565498233,0.126993745644894,2.92012308,1.6406610000000001,13.2918,0.42267899999999997,-6.6438559999999995,-0.38,,0.765205,-0.223592,-0.488558,-1.896223,1.8164049999999998,,-0.750155,-6.6438559999999995,-0.641932,,0.145128,,,-6.6438559999999995,0.105938,1.9582700000000002,-6.6438559999999995,,0.575334,,,-0.19939500000000002,KCNK9,probable
0,0,53,200.0252,-0.2653,10.7628,0.667768,0.0303408,0.203706,0.48100699999999996,0.053123800000000006,2.79068,0.41973699999999997,12.3533,0.0,0.0,0.0,0.7169443959999999,0.99953508656607,4.77313532,-0.313648,5.61218,-0.864359,0.47749899999999995,-0.73,-0.482073,0.23311700000000002,0.153651,0.6723020000000001,-0.164555,-0.36707399999999996,-0.360693,-0.2307,1.2472969999999999,-6.6438559999999995,0.811937,0.29935,-0.397877,1.894309,0.969932,0.9607100000000001,-6.6438559999999995,0.233357,-4.574793,-2.473328,1.123184,0.7307899999999999,0.21496500000000002,KCNQ5,probable
0,0,61,22.584220000000002,0.3521,36.5218,54.4873,15.4088,78.1255,194.016,44.8151,17.8441,77.5607,96.3996,0.0,0.0,0.0,0.745582581,0.991027964686515,6.70370701,-0.053857,7.66067,-0.203003,0.18623599999999998,-0.43,0.161413,0.356534,0.03563,0.061600999999999996,-0.07828,-0.250264,-0.189271,-0.192386,0.101855,-0.084531,0.064172,-0.057130999999999994,-0.211127,-0.280951,-0.136939,-0.20662199999999997,-0.409041,-0.256538,-0.153318,-0.244456,-0.229834,-0.09729700000000001,-0.106378,KDM1A,probable
0,0,958,5734.22375,-0.4264,8.90317,18.8204,9.31893,40.1291,39.3658,14.7666,4.37036,7.61608,25.2173,0.0,0.0,0.0,0.571837127,0.9999944249211049,3.35283215,-0.25922,6.144419999999999,-6.6438559999999995,1.3339219999999998,-1.32,-0.15978299999999998,0.9231799999999999,-0.30941399999999997,0.913024,0.43666099999999997,0.359096,-0.246248,0.115847,1.375472,0.42655,-0.21957,-0.319592,-0.197821,-0.332839,0.49131099999999994,-0.107394,0.422886,-0.309551,0.879808,-0.563076,-0.062778,-0.12548900000000002,-0.42114700000000005,KDM6B,probable
1,1,30,16.897560000000002,-0.2679,30.0638,41.5911,6.6673,35.293,32.6249,25.8718,9.28551,6.0963199999999995,14.7665,0.494209116,0.0,0.0,0.750652254,0.741705189487728,1.82330724,0.5146390000000001,9.12921,-1.0077559999999999,-0.583274,,0.794535,0.568973,0.809333,-1.921189,-0.8885930000000001,-0.364962,-0.27837,-0.99841,-6.6438559999999995,-1.9163459999999999,-0.574263,-3.870279,-0.322759,-0.686288,-0.563231,-6.6438559999999995,-6.6438559999999995,0.78972,-6.6438559999999995,-0.333063,-2.174816,-0.525437,0.757949,KLF2,possible
0,0,32,2694.09373,-0.19399999999999998,0.0,0.0,0.0,0.0,0.177636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11190837599999999,0.0170721058222492,1.98841355,2.18162,,,,0.97,,,,,,,1.359492,,,,2.4836080000000003,,,,,,,,,,,,,KRTAP10-2,least likely
0,0,88,50.28346,0.3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123297259,0.0232742114105319,1.98717466,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,KRTAP20-1,least likely
0,0,101,160.69859,-0.2458,0.0,0.0,0.0,0.0,0.10370599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123297259,0.5328569119916671,1.98717466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRTAP6-3,least likely
0,0,170,370.17865,0.3065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11190837599999999,0.005470829861656271,1.98841355,,,,,,,,,,,,-1.5571409999999999,,,,,,,,,,,,,,,,,KRTAP9-7,least likely
0,1,28,654.0999400000001,-0.4081,1.71902,22.6126,22.6645,9.28987,7.04122,91.7779,3.56167,59.4171,31.6294,0.0,0.0,0.957427108,0.485596061,2.5926607371831204e-16,20.630263,0.288358,9.70862,-0.950694,0.8245030000000001,-1.85,-0.8481780000000001,-1.698627,0.308082,-1.3538709999999998,-1.137975,1.078351,0.97482,-0.390994,-0.503562,-0.317056,0.152302,-0.751096,0.206261,0.9869889999999999,1.164512,0.8275450000000001,-6.6438559999999995,0.957615,-1.290993,-0.325345,-0.304438,-1.270956,-3.638718,LDLR,most likely
0,0,27,1102.81114,-0.2385,,,,,,,,,,0.0,0.0,0.0,0.132359073,0.00292535056682856,4.52859362,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,LILRA3,least likely
0,0,46,175.30019,-0.272,12.0341,21.7038,2.36997,21.9637,31.1575,12.2942,42.8476,44.1305,57.5145,0.0,0.0,0.76088591,0.824708164,0.990896287164463,6.91609969,0.307696,8.84859,-0.41146000000000005,-0.39510300000000004,-0.82,-0.42663599999999996,0.153224,0.145536,0.253162,-0.677936,0.352137,0.146297,0.223568,-1.876212,-1.351423,0.187091,-0.155567,-0.130212,0.298609,0.307725,-0.111425,-0.44636000000000003,0.131393,0.643876,-0.193909,-0.217379,-0.546389,-0.24149299999999999,LIMK1,probable
0,1,111,4235.50177,0.62,22.7778,33.9098,13.1822,34.7005,20.9682,2.44912,33.8738,4.41973,5.156969999999999,0.0,0.0,0.0,0.75617367,0.835793558274592,1.98266541,0.090526,5.348380000000001,-0.172037,-1.766303,0.33,-0.594413,0.201699,-0.182782,-1.00064,-0.581665,-0.6897340000000001,0.164858,-0.367601,-0.270984,-0.621979,0.103672,0.142784,-0.11961400000000001,0.325094,0.32206799999999997,0.199679,0.884712,0.185231,0.248858,-0.208089,0.309687,0.640084,0.372829,LRIG1,possible
1,1,27,526.27186,0.4889,12.1341,57.091,56.7679,44.0574,22.1512,30.3155,31.0244,358.249,0.820807,0.479453267,0.0,0.0,0.824708164,1.0,14.83915576,0.173612,5.01037,-0.297001,1.148515,-7.28,0.40445,0.10491500000000001,0.14933,0.23958200000000002,0.313315,-0.22788899999999998,0.228106,-0.127074,0.582238,0.721464,-0.125147,0.11031400000000001,-0.087085,-0.789566,0.222521,0.097706,0.823708,-0.12028699999999999,-0.567891,-0.273434,-0.078513,-0.18929300000000002,0.534554,LRP1,possible
0,0,6437,7952.876940000001,0.6727,200.52599999999998,36.3082,14.8307,33.3311,68.1228,27.3248,88.4649,120.405,52.8438,0.0,0.0,0.0,0.273053437,0.99884872439436,9.68123578,0.087237,8.1777,-0.148924,-0.121075,0.41,0.134197,-0.077601,-0.251947,-0.382101,0.529249,-0.19306199999999998,0.026057999999999998,0.110142,-0.829124,0.169926,0.036544,-0.43896,0.040021,0.062113999999999996,0.263306,0.047149,-0.46172799999999997,-0.1916,-0.150727,-0.061515,0.197664,-0.14974300000000001,-0.647781,MAP4,probable
0,0,51,121.12066999999999,0.5027,4.9673,16.7776,3.9526800000000004,19.0578,37.4156,25.8656,4.60796,25.6354,10.6448,0.477882401,0.0,0.0,0.654942453,0.23291356502718102,4.52819492,-0.075774,7.00851,-3.1709009999999997,0.650287,-1.31,0.30830599999999997,-0.9354020000000001,-0.31100900000000004,-0.10699000000000002,-0.37767,-0.301772,-0.08437,-0.278208,-0.594468,-0.263008,0.068588,0.230875,-0.069488,-0.354522,-0.403882,0.536133,0.944049,-0.16907,0.173184,0.056326999999999995,-0.37405700000000003,0.5252720000000001,-0.403505,MAPK7,probable
0,0,862,48.85088,-0.5253,26.965999999999998,20.8527,10.9226,17.0492,36.5321,36.3519,22.017,49.6855,64.1688,0.46594482299999995,0.0,0.0,0.824708164,0.999736598475665,6.61160851,0.047851,9.08457,0.050338,0.245075,-0.71,0.22493000000000002,0.119648,0.08609800000000001,-0.10591600000000001,-0.058878,0.297687,-0.064087,0.080072,-0.27350399999999997,0.66597,-0.046027,0.066749,0.036844,-0.060947,0.300661,-0.054194000000000006,0.351831,0.359928,-0.17514200000000002,0.254823,0.056576,0.24535900000000002,0.296171,MAPKAP1,probable
0,0,325,4302.22642,0.4471,52.2916,4.777080000000001,0.261872,51.9157,7.675089999999999,0.874616,74.5906,0.443583,0.104208,0.0,0.0,0.0,0.565020561,4.68264962282433e-05,27.47563542,2.629564,5.9453,-0.239556,0.281428,2.18,0.613078,0.011969,0.027703,0.293086,0.141992,0.631828,0.253197,-0.092828,0.156923,-0.084733,0.502764,-0.093072,-0.309037,0.381216,-0.263454,-0.091802,0.245581,1.127313,-0.95183,0.444221,1.056674,0.42901300000000003,0.113376,MAPT,probable
1,1,566,165.21581,-0.3328,0.943105,1.30854,0.374254,3.0725,2.59449,1.7259,0.9187799999999999,2.62358,3.12284,0.38768952700000003,0.0,0.0,0.519672751,0.999852333253027,4.90212349,-0.161641,8.19541,0.046666,-0.09401699999999999,-2.12,-0.44528100000000004,-0.23312399999999997,-0.16397899999999999,-0.097346,-0.270586,-0.470867,0.195872,-0.387525,-0.228937,-0.493917,-0.125313,-0.113123,0.044902,0.191435,-0.224144,0.60519,-0.098048,0.21369699999999997,0.37485999999999997,-0.28135,-0.07839,-0.353569,-0.192634,MBD5,possible
0,1,34,40.92143,-0.3182,110.208,197.91099999999997,108.978,143.494,89.6183,153.66,43.0531,313.954,246.511,0.0,0.0,0.0,0.700975537,0.950092967336216,9.69401325,0.124529,10.8637,0.459815,0.18179800000000002,-0.18,0.126681,0.996064,-0.234463,-1.147132,1.0346600000000001,-0.10957,-0.322887,0.856677,0.679871,0.8590639999999999,-0.251454,0.126064,0.21355100000000002,-0.285694,0.7410869999999999,-0.558258,0.33567600000000003,-0.528659,1.2390649999999999,0.41196800000000006,0.45851899999999995,-0.570941,-1.243154,MCL1,probable
