IPA_Activity,IPA_BP_annotation,wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Pituitary_GTExTPM,Testis_GTExTPM,Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,pLI_ExAC,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC
0.0,0.0,115.0,7.54913,-0.4311,26.6756894,30.073197999999998,17.306659770000007,31.033355000000018,44.29006989999999,32.444077100000015,16.3198342,46.36334860000001,45.74165395,0.018672380150000004,0.0,0.0,0.6414889115099999,0.5143500166908332,4.093427095100003,-0.0009230399999999989,8.475129599999995,0.0012038400000000033,-0.0010152599999999944,-0.2970999999999997,0.029981269999999997,0.02044649000000001,0.004924100000000004,0.03621990000000001,0.0191381,-0.03572115000000001,-0.07650367000000004,-0.025087550000000017,-0.030704049999999993,-0.10780183000000002,-0.053888869999999985,0.03886667000000001,0.02311060000000001,0.007624900000000003,0.12169372000000007,-0.0028461900000000006,-0.011103279999999998,-0.06309660999999998,-0.02773749999999999,0.0013247899999999982,-0.021610349999999987,0.03144505000000002,-0.0772854
0.0,0.0,80.0,139.59497,0.5089,3.35894,16.0221,41.5886,23.8061,7.19681,17.6493,9.65303,7.39814,12.062,0.0,0.0,0.0,0.123297259,1.82643064951694e-05,4.106283171300001,0.195067,7.52807,0.155903,0.13759100000000002,0.46,-0.187296,-0.343331,0.169534,0.215964,0.13534200000000002,0.16434200000000002,0.153864,0.111951,0.29971,0.142542,0.140473,0.264815,0.164554,0.189852,0.196448,0.254966,-0.35559,0.08809199999999999,-0.245238,-0.199881,0.158275,0.329856,0.143683
0.0,1.0,17.0,1006.9095,-0.433,1.42466,8.69263,0.520167,12.4842,112.341,3.1546,1.00705,6.40418,0.157691,0.930627006,0.0,0.8162841409999999,0.158249199,4.6328287445364795e-18,7.94256213,0.354105,6.08771,0.926743,-0.38331,-0.57,-2.775792,-0.346445,-0.202015,1.0388540000000002,0.050503,0.8744870000000001,-0.327757,-0.5975659999999999,0.926871,2.700781,-0.385567,-0.5097520000000001,-0.316966,0.944708,1.161607,-0.532507,1.568196,-0.515339,0.285139,0.385561,0.722897,-2.652866,-0.879318
2.0,1.0,39.0,73.5044,-0.3064,0.021302,0.0733223,68.4379,0.169416,0.312212,0.288429,0.0,0.0265708,0.0672155,0.0,0.0,0.0,0.435617685,1.98871537094846e-07,0.0,-0.358025,7.871296,0.671513,-6.643856,-0.4,-1.6915125199999996,-0.5184039200000001,-0.03522186000000004,-1.3293804800000006,-0.51444816,-1.16689882,-0.057314559999999994,-1.9776877600000007,-0.875467,-0.62805847,-0.8750405200000003,0.574404,-0.29761302,0.942147,-0.91203505,-0.657327,-2.317929690000001,-1.8439223500000006,-6.643856,-0.32418664999999997,-6.643856,-0.7299202200000002,-0.3257051000000001
2.0,1.0,112.0,194.54546,0.4655,16.9018,16.8404,37.2952,20.1664,15.4911,20.612,9.58868,15.024,10.7652,0.0,0.0,0.0,0.75617367,0.0944353057008641,9.41746522,-0.192889,7.010089999999999,0.13111099999999998,0.700151,0.13,0.366615,0.249961,-0.302262,0.571401,0.056083,-0.077848,-0.331836,0.263502,-0.48562,-0.219034,0.08164,0.097961,0.160341,0.453982,-0.191597,-0.36657,0.473762,0.06669800000000001,0.8457020000000001,0.09636,0.067978,0.194477,0.302392
0.0,1.0,251.0,3.60496,-0.2944,42.2185,207.196,27.3746,19.7748,236.486,96.412,9.97282,51.8673,16.6229,0.8266041,0.0,0.957427108,0.6980452540000001,0.734223241103143,9.88631356,-0.125782,5.00635,0.492867,-0.662572,-0.27,0.260422,1.469023,-0.609726,0.790604,-0.530516,0.500749,-0.8075,1.132045,-6.643856,-6.643856,0.223313,-1.677822,-0.420131,-1.030139,-4.6665790000000005,-3.573813,1.41396,0.77782,-0.256048,-0.201286,0.749061,0.740259,-6.643856
0.0,1.0,33.0,30.51321,0.3791,0.708883,3.56339,0.158664,1.59342,35.5194,0.21497,27.5602,0.302798,0.045492000000000005,0.0,0.0,0.0,0.572527647,0.0212580375414267,11.75996628,-0.217793,7.63748,-6.643856,1.3098610000000002,-0.2,0.953011,0.251886,1.436575,0.746436,-0.379024,0.289183,-0.7928890000000001,-0.239279,0.418033,-0.198661,0.383115,-0.232386,0.5440520000000001,-0.518201,0.25161300000000003,-0.218052,0.189573,2.1368,-0.388974,-6.643856,-0.542471,0.656434,0.105921
0.0,1.0,269.0,62.69651999999999,-0.5859,5.03811,2.67546,4.6432,0.807384,3.12083,2.6396,0.778696,0.0129655,0.209253,0.514240382,0.0,0.0,0.238498077,0.000244368543397983,2.80622297,2.6821740000000003,3.2277,1.684791,0.403192,-0.25,-6.643856,-6.643856,-0.937578,0.768296,1.762535,0.5601619999999999,1.404356,-0.6337229999999999,0.626748,0.8697090000000001,0.375199,-1.804823,0.680528,0.621135,-4.162617,-2.080092,-3.132977,0.432906,0.471321,0.642837,-0.583585,-5.868582,-0.392839
0.0,1.0,266.0,95.03749,0.2683,0.121381,0.358247,0.182195,0.313522,1.23019,0.13308699999999998,3.85523,0.014750799999999996,0.6053,0.5706635320000001,0.0,0.0,0.5761799348400001,0.2461443411187178,2.91936788,0.693304,4.69039,-3.161312,0.778546,-0.6173000000000003,-5.16079,0.235568,-0.20941,-0.344381,-0.647004,-0.437346,1.5065879999999998,1.260947,-6.643856,-0.783462,-1.816217,-1.184796,-2.701629,-1.201365,2.422936,0.359533,-0.366002,-0.647977,-6.643856,1.107148,0.892756,-0.605254,1.908354
0.0,1.0,52.0,2513.68991,-0.3705,3.72013,4.83225,3.4057800000000005,0.461902,0.649181,0.550471,1.16925,0.918796,0.6728350000000001,0.8387322209999999,0.0,0.0,0.668925405,0.476493104047244,10.75900262,-0.326643,9.69708,1.313345,0.321598,0.42,1.034605,-6.643856,-1.460321,-1.383824,0.690348,0.254384,0.272742,-0.281683,1.372258,0.906778,0.208875,0.7483770000000001,0.28018200000000004,0.956111,-0.362008,0.380619,-3.5856230000000004,0.25507,-0.665428,-0.597503,-0.236499,-2.177262,-0.458609
0.0,1.0,198.0,587.2068,-0.284,28.3251,5.54074,1007.43,27.321,10.2313,19.1442,207.478,0.869152,0.15193800000000002,0.905486233,0.0,0.957427108,0.172807097,1.5742948793642095e-09,4.7137448,0.657833,7.6829109,0.56415,0.99596,0.49,-1.328187,-0.635085,-0.712651,-0.689856,-0.670928,1.241344,2.6855740000000003,-0.759732,-2.811439,-0.907425,2.823387,-0.5147229999999999,-0.474817,1.667331,-0.183218,-0.634989,1.64349,1.579983,1.260023,1.07159,1.30247,-1.932665,-0.555809
0.0,0.0,38.0,17.52078,-0.4952,38.335,27.0545,28.1895,53.6259,43.5993,32.7289,12.5824,40.4128,46.2769,0.0,0.0,0.0,0.831385493,0.997816206855922,8.7600131,0.018661,9.28198,-0.217787,-0.154329,-0.65,0.181773,-0.229374,0.098281,0.15598399999999998,0.006734,-0.055102,-0.120169,-0.030258,-0.083449,-0.254352,-0.109813,0.045959,0.043924,0.125809,0.233733,0.049249,-0.21414,-0.155432,0.081136,-0.017514,0.034569,0.111806,-0.492429
0.0,0.0,104.0,264.70005,0.3519,65.03399500000002,65.85721200000002,62.242510399999986,75.85167199999997,64.27458420000004,91.76844349100003,35.44228990000001,74.88594382999997,66.54416760000002,0.01686952568,0.0,0.031466177399999996,0.146139458,0.159467559569008,3.4943100298000007,-0.12663451999999997,13.87176,-0.06706324999999999,-0.86348149,0.6366000000000003,-0.15490742999999987,-0.34172247999999994,-0.20663704999999993,-1.7100461899999988,-0.19946467999999995,-0.010990909999999994,-0.10479151000000005,0.03646259999999999,-0.6975974500000003,-0.6885454899999999,-0.05219240999999999,-0.04665623000000001,-0.014852110000000003,-0.06765406000000002,-0.41369506,-0.029218039999999997,0.07146025000000004,-0.16853877,-0.05768639000000002,-0.12629524999999997,-0.03223907000000001,-0.062241780000000066,-0.5023005200000003
