,wgEncodeBroadHmmHuvecHMM.count,IPA_BP_annotation,IPA_Activity,GDI_Score,betamax,Fallopian Tube_GTExTPM,Testis_GTExTPM,humanscore_Exomiser,mousescore_Exomiser,fishscore_Exomiser,HIPred,pLI_ExAC,SDI,BPlabel_encoded
31,159.0,0.0,0.0,1286.8759699999998,-0.4258,24.39475710000001,24.223084000000004,0.028722813239999995,0.20633760602,0.0,0.70201980553,0.5166462507344497,5.522335001599998,3
32,56.0,0.0,0.0,169.84402,0.6414,101.603433866,53.45831110000001,0.0,0.03181909657,0.0,0.237914741,0.17274564399999998,5.762042060899997,3
33,27.0,0.0,0.0,11.5284,0.2613,28.651283699999997,30.75621820000001,0.032400848380000014,0.01862991535,0.0,0.7329414389799996,0.66090878125355,6.525664040600001,3
34,122.0,0.0,0.0,94.57913,-0.3108,1.9837799999999999,30.3377,0.0,0.0,0.0,0.21963588899999997,4.89547e-05,1.70705006,2
35,105.0,1.0,2.0,100.43916999999999,0.4266,5.04825,0.8377829999999999,0.0,0.363622861,0.0,0.824394882,0.45489101600000004,4.92982383,2
36,14.0,0.0,0.0,13.905829999999998,-0.2705,62.46239027999997,77.67103680000002,0.00957427108,0.00994663896,0.0,0.179693475,0.028983163,3.0766907282,3
37,147.0,0.0,0.0,187.01280420000003,0.4225,28.47620175999999,21.70821694,0.0,0.11715070497000005,0.0,0.6143346419699995,0.42860491454898497,4.3877627947,3
38,26.0,1.0,1.0,1533.8745199999998,0.3577,111.936,191.285,0.0,0.578384088,0.0,0.460647643,0.034533583,25.5898132,1
39,49.0,1.0,0.0,3332.8913,0.5474,436.279,17.3382,0.0,0.557884944,0.0,0.13934290400000002,0.049925638,14.629165200000001,2
40,17.0,0.0,0.0,2588.6288,0.3004,0.38702800000000004,7.10049,0.0,0.0,0.0,0.146139458,0.039182646,1.99024055,2
41,516.0,0.0,0.0,2305.0631,-0.5586,13.7899,19.8891,0.919866211,0.0,0.0,0.713784814,8.218389999999999e-07,5.85157295,2
42,229.0,0.0,0.0,162.29015,0.327,13.8663,15.6409,0.0,0.0,0.0,0.30087763100000003,5.09138e-07,0.0,2
43,53.0,1.0,0.0,35.43011,-0.4331,13.6358,17.3962,0.0,0.0,0.0,0.767620981,0.999997542,11.67800063,2
44,256.0,0.0,0.0,7.942539999999999,-0.3397,0.0,0.10465799999999999,0.02189190632,0.0,0.0,0.11190837599999999,0.166948561,2.668197057700001,3
45,34.0,0.0,0.0,463.55580999999995,0.3715,12.8761,2.21285,0.0,0.35893075700000004,0.0,0.79961127,0.337855764,12.578549699999998,2
46,14.0,1.0,0.0,2261.17843,0.2663,0.23561700000000002,0.793846,0.0,0.0,0.0,0.7969835999999999,0.9467193079999999,9.78859286,2
50,528.0,1.0,1.0,5.07717,0.3445,0.059361800000000006,1.35608,0.0,0.0,0.0,0.8366215229999999,0.775375974,0.0,2
51,22.0,1.0,0.0,257.23512,1.2559,6.48269,4.61596,0.0,0.49943406700000004,0.0,0.693781972,0.999998433,6.87689431,1
52,662.0,1.0,1.0,728.73949,0.5555,4.7984599999999995,3.00258,0.9005028829999999,0.49080455,0.0,0.6933863159999999,1.0,3.74177141,1
53,64.0,1.0,1.0,590.52071,-0.4331,3.49425,14.7574,0.0,0.512173321,0.0,0.622939706,0.999693297,1.90066426,1
54,1.0,1.0,1.0,766.55161,0.07054799999999999,13.9779,1.93115,0.0,0.5706635320000001,0.0,0.602114379,0.001820338,3.49140794,1
55,65.0,1.0,1.0,22.57919,0.2241,0.5717439999999999,3.7413300000000005,0.0,0.0,0.0,0.638582647,0.011363581999999999,3.8518008999999997,1
56,21.0,0.0,0.0,1301.92267,0.3745,0.275553,2.557,0.0,0.431381082,0.0,0.736296356,0.468620194,9.88779187,1
57,149.0,0.0,0.0,1917.4811399999999,-0.3541,24.9937,27.4466,0.0,0.396248826,0.0,0.669261694,0.003193956,5.52376604,2
58,109.0,0.0,0.0,804.1747799999999,0.4873,63.4628,59.966,0.0,0.0,0.0,0.429466158,1.55576e-06,2.93496915,1
59,155.0,1.0,0.0,11.5877,0.1871,264.664,21.4049,0.869202136,0.788155246,0.0,0.7691657540000001,0.018707972,23.41984427,2
61,211.0,0.0,0.0,435.38052000000005,-0.4933,0.143568,1.01452,0.0,0.5283317679999999,0.0,0.42101231200000006,9.67009e-05,1.98266541,2
62,1166.0,0.0,0.0,11.550999999999998,0.467,19.865,5.175590000000001,0.957427108,0.0,0.0,0.830946863,0.23818636199999998,8.79295894,1
64,81.0,0.0,0.0,656.55651,0.373,9.05461,7.48491,0.0,0.0,0.0,0.48830753600000004,0.577650481,4.70997211,2
65,30.0,0.0,0.0,899.40808,0.3491,250.708,73.9433,0.0,0.0,0.0,0.581228554,0.027202551000000002,8.44786072,2
66,280.0,0.0,0.0,36.30666,0.5709,20.2885,119.375,0.0,0.0,0.0,0.72829324,0.7870881470000001,0.0,2
68,1.0,1.0,1.0,1257.0747199999998,-0.14002300000000004,1.28977,10.7573,0.0,0.853179975,0.0,0.13934290400000002,2.74928e-14,2.89489364,2
69,61.0,0.0,0.0,702.63417,-0.5387,11.4287,14.5914,0.0,0.5040940970000001,0.0,0.757599056,0.9984796509999999,6.46145605,2
71,66.0,0.0,0.0,215.89597999999998,-0.2298,1.94545,4.20784,0.0,0.0,0.0,0.26269474600000003,0.000349252,3.94830677,2
75,1.0,0.0,0.0,5.42256,-0.010831000000000012,25.38,7.89733,0.0,0.0,0.0,0.39625853299999997,0.138254694,1.70705006,2
76,65.0,0.0,0.0,10.253639999999999,-0.5576,161.934,62.6791,0.0,0.38962596200000005,0.0,0.7829608920000001,0.99981275,37.57141285,2
77,55.0,1.0,0.0,350.77826,-0.5502,0.536007,6.4103,0.957427108,0.9306270059999999,0.0,0.132359073,0.0014339320000000002,1.6697435,2
79,606.0,0.0,0.0,8.73654,0.4083,2.2445,14.5682,0.957427108,0.0,0.0,0.30910086600000003,0.035030608,3.92083295,2
81,224.0,0.0,0.0,2760.21963,-0.324,3.22191,0.9871030000000001,0.957427108,0.0,0.0,0.506795704,0.6723067309999999,1.96359409,2
83,282.0,0.0,0.0,21.66294,-0.28300000000000003,32.1368,125.666,0.0,0.0,0.0,0.17792584,1.8481400000000002e-05,4.073159967399999,2
84,109.0,1.0,0.0,637.88987,0.3188,1.0097399999999999,0.659191,0.651169479,0.0,0.0,0.390099078,2.54161e-06,12.63081829,2
85,1.0,1.0,1.0,77.4528,0.17526,19.2484,28.5401,0.0,0.8876880629999999,0.0,0.591572225,0.16827687300000002,1.99992492,2
87,74.0,0.0,0.0,139.19509,-0.45899999999999996,24.407068600000002,21.54407119,0.007608859100000001,0.16302534765,0.0,0.7215677525600005,0.6195207590813778,5.4465254754,3
88,1396.0,0.0,0.0,796.35554,-0.5314,42.89211680000003,27.6549001,0.06192328443,0.04657785682,0.0,0.5257465119800003,0.4160845600998753,4.635322464799997,3
89,30.0,0.0,0.0,0.63842,0.3811,1.08495,0.7944760000000001,0.0,0.0,0.0,0.7043802119600001,0.6269762420431365,6.421351886399998,3
90,672.0,0.0,0.0,499.50349000000006,-0.7297,1.42652,110.288,0.0,0.0,0.0,0.146139458,0.00013649299999999998,8.91291128,2
92,192.0,1.0,1.0,218.27707,-0.3435,922.405,135.061,0.0,0.913254607,0.0,0.8485682609999999,0.020500202,1.86907763,1
93,765.0,1.0,0.0,747.20557,0.638,17.5142,7.74557,0.0,0.8876880629999999,0.0,0.44980269700000003,0.081020067,6.87802251,1
94,94.0,1.0,1.0,6.5613600000000005,0.2822,43.6706,6.46399,0.0,0.0,0.0,0.8000363109999999,0.986016088,1.74820254,1
95,14.0,0.0,0.0,250.99535,-0.7151,7.240639999999999,10.3093,0.0,0.0,0.0,0.743839204,0.062109871,10.79296239,2
96,234.0,0.0,0.0,741.13732,0.5378,0.0,0.10066699999999999,0.0,0.0,0.0,0.12664030180000005,0.07239901141955496,0.0,3
97,257.0,1.0,0.0,148.46268999999998,-0.4592,43.2436,2.73794,0.0,0.514240382,0.0,0.762403488,0.987167021,11.79347495,2
98,108.0,0.0,0.0,15.970479999999998,0.1941,0.15137,0.45351899999999995,0.0,0.513919247,0.0,0.824708164,0.93661121,0.0,2
99,108.0,1.0,0.0,1350.01732,0.4863,0.11964000000000001,1.3894799999999998,0.0,0.494209116,0.0,0.6347865460000001,0.959943188,7.86340488,2
100,71.0,0.0,0.0,107.00426999999999,-0.5613,32.0732,8.67099,0.0,0.46519266200000003,0.0,0.705665529,2.7739e-05,6.70564693,2
101,20.0,0.0,0.0,265.4958,0.2923,0.0365695,0.0450065,0.0,0.0,0.0,0.69255507,4.31893e-05,2.89203741,2
102,10.0,0.0,0.0,70.2485,0.3287,38.967,78.0878,0.0,0.0,0.0,0.715512335,0.600789667,1.12427871,2
103,358.0,0.0,0.0,1.92553,0.4922,139.58104419999998,100.66152439999996,0.047391448889999986,0.09601429835,0.0,0.6645802342000002,0.5989601554076005,12.089332586300008,3
104,81.0,0.0,0.0,98.07425,0.2472,8.019260000000001,2.5213900000000002,0.0,0.0,0.0,0.38356629,0.011344576,2.19615612,2
105,61.0,0.0,0.0,1567.59549,-0.8276,132.658,23.8362,0.0,0.0,0.0,0.630912066,0.9999699009999999,8.84810219,2
106,184.0,0.0,0.0,2249.29606,-0.235,57.4669,6.18994,0.0,0.5646668979999999,0.0,0.836875796,0.97976209,2.75424746,2
107,147.0,0.0,0.0,9.29304,0.2265,1.1012899999999999,0.9028579999999999,0.0,0.0,0.0,0.7484053970000001,0.204306173,2.80882657,2
108,26.0,1.0,2.0,58.06389,0.5164,0.0,0.129494,0.609459847,0.0,0.0,0.295108467,0.086007141,3.85244898,2
109,247.0,0.0,0.0,415.38531,-0.4044,0.0,0.84196,0.0,0.0,0.0,0.123297259,0.162839345,4.95013216,2
110,17.0,0.0,0.0,1766.0938600000002,-0.1996,5.26264,0.5040479999999999,0.0,0.0,0.0,0.238498077,2.54083e-22,1.98266541,2
111,187.0,0.0,0.0,29.873240000000003,-0.8326,53.373000000000005,35.6586,0.9005028829999999,0.5706635320000001,0.0,0.833060265,0.21554685,24.59899632,1
112,29.0,1.0,2.0,290.01884,0.2409,210.185,118.22200000000001,0.957427108,0.0,0.0,0.7039938570000001,0.999540082,5.98324176,2
113,1.0,0.0,0.0,114.40031,-0.016298999999999998,1.9219700000000002,0.5954510000000001,0.0,0.0,0.0,0.458951801,0.020935797,1.97547522,2
115,467.0,0.0,0.0,199.89032,0.3888,8.405339999999999,0.803821,0.14093288574,0.0658578963,0.0,0.593201816,1.41369e-06,4.781804298600001,1
116,155.0,0.0,0.0,41.67691,0.4123,16.8543,2.7873200000000002,0.028722813239999995,0.04257325595000002,0.0,0.636561334,0.0009166339999999999,4.3970805994000015,1
117,12.0,0.0,0.0,13.11329,-0.2142,65.2810032,80.5346664,0.0,0.0,0.0,0.146139458,0.026229492000000004,0.0,3
118,49.0,0.0,0.0,796.87118,0.2219,5.67733,1.55111,0.0,0.0,0.0,0.146511853,8.49697e-07,12.72102078,1
125,43.0,0.0,0.0,307.12317,0.4035,46.2009,92.3215,0.0,0.0,0.0,0.852899194,0.999958226,2.97639148,1
133,181.0,0.0,0.0,3832.6979100000003,-0.389,4.7763,10.4741,0.0,0.472965166,0.0,0.7233242990000001,4.0738499999999996e-05,7.94127642,2
134,17.0,0.0,0.0,1818.8962800000002,0.3241,50.9151,19.041,0.0,0.0,0.0,0.705665529,0.00048001900000000004,7.90802953,1
135,167.0,0.0,0.0,537.31129,-0.4961,57.4689,7.95499,0.0,0.494209116,0.0,0.824708164,0.999999616,5.85644216,2
136,24.0,0.0,0.0,123.58507,0.1733,7.486910000000001,0.7903680000000001,0.0,0.0,0.0,0.7285507920000001,0.98258787,11.69182943,2
137,521.0,0.0,0.0,913.1814400000001,-0.4321,3.74621,8.005560000000001,0.0,0.44203407100000003,0.0,0.714798927,0.999889995,3.81588039,2
138,32.0,0.0,0.0,71.76069,0.2634,0.48408100000000004,0.8568969999999999,0.0,0.0,0.0,0.7743014690000001,0.9999787509999999,3.75626441,2
139,61.0,1.0,0.0,173.55232,0.4484,0.790484,1.1366399999999999,0.0,0.8553976209999999,0.0,0.714407027,0.31472413,14.76606971,1
140,39.0,0.0,0.0,532.76648,-0.2262,6.15963,4.1352199999999995,0.0,0.0,0.0,0.36942371700000004,0.10684794199999999,1.74820254,3
141,1000.0,1.0,0.0,11.36951,-0.2937,7.77762,0.812116,0.615881762,0.0,0.0,0.4857282255000001,0.24876763877653485,2.92856602,2
142,113.0,1.0,1.0,5.61975,0.5171,0.0808569,0.177921,0.0,0.0,0.0,0.565498233,0.126993746,2.92012308,2
143,53.0,0.0,0.0,200.0252,-0.2653,0.19302,0.48100699999999996,0.0,0.0,0.0,0.7169443959999999,0.999535087,4.77313532,2
144,61.0,0.0,0.0,22.584220000000002,0.3521,76.3724,194.016,0.0,0.0,0.0,0.745582581,0.991027965,6.70370701,2
145,958.0,0.0,0.0,5734.22375,-0.4264,32.6971,39.3658,0.0,0.0,0.0,0.571837127,0.999994425,3.35283215,2
146,32.0,0.0,0.0,2694.09373,-0.19399999999999998,0.0,0.177636,0.0,0.0,0.0,0.11190837599999999,0.017072106,1.98841355,3
147,88.0,0.0,0.0,50.28346,0.3964,0.0,0.0,0.0,0.0,0.0,0.123297259,0.023274211,1.98717466,3
148,101.0,0.0,0.0,160.69859,-0.2458,0.0,0.10370599999999999,0.0,0.0,0.0,0.123297259,0.5328569120000001,1.98717466,3
149,170.0,0.0,0.0,370.17865,0.3065,0.0,0.0,0.0,0.0,0.0,0.11190837599999999,0.00547083,1.98841355,3
150,28.0,1.0,0.0,654.0999400000001,-0.4081,49.6503,7.04122,0.957427108,0.0,0.0,0.485596061,2.59266e-16,20.630263,1
151,27.0,0.0,0.0,1102.81114,-0.2385,63.36335324000001,49.61357570000002,0.0,0.0,0.0,0.132359073,0.0029253509999999996,4.52859362,3
152,46.0,0.0,0.0,175.30019,-0.272,13.2231,31.1575,0.76088591,0.0,0.0,0.824708164,0.990896287,6.91609969,2
153,6437.0,0.0,0.0,7952.876940000001,0.6727,80.3908,68.1228,0.0,0.0,0.0,0.273053437,0.998848724,9.68123578,2
154,51.0,0.0,0.0,121.12066999999999,0.5027,36.7942,37.4156,0.0,0.477882401,0.0,0.654942453,0.232913565,4.52819492,2
155,862.0,0.0,0.0,48.85088,-0.5253,27.1536,36.5321,0.0,0.46594482299999995,0.0,0.824708164,0.9997365979999999,6.61160851,2
156,325.0,0.0,0.0,4302.22642,0.4471,1.79092,7.675089999999999,0.0,0.0,0.0,0.565020561,4.6826499999999996e-05,27.47563542,2
157,34.0,1.0,0.0,40.92143,-0.3182,237.898,89.6183,0.0,0.0,0.0,0.700975537,0.950092967,9.69401325,2
158,1167.0,0.0,0.0,4.23961,0.6824,147.746,16.9054,0.0,0.0,0.0,0.7671471240000001,0.022432784,2.93755893,2
159,50.0,0.0,0.0,3.5306800000000003,-0.6337,163.6925540999999,76.32762260000001,0.06519279662000001,0.10528090458999996,0.0,0.66846288397,0.6020537288365205,20.132283976499995,3
160,45.0,0.0,0.0,1715.16552,-0.3807,27.3257,44.4973,0.0,0.0,0.0,0.6505452389999999,0.7395783109999999,8.26567547,2
161,1040.0,1.0,0.0,140.44703,-0.3382,1.57504,0.9214129999999999,0.0,0.0,0.0,0.743839204,2.19309e-08,12.90950108,1
162,712.0,0.0,0.0,264.93653,-0.2642,0.34928200000000004,1.47414,0.8940809679999999,0.39536729299999995,0.0,0.597733259,1.43928e-06,5.8717989,2
163,1.0,1.0,0.0,4524.99996,0.019368999999999973,14.8533,15.5602,0.0,0.0,0.0,0.37917918,2.45516e-07,1.99733796,2
164,21.0,1.0,2.0,324.5184,-0.1934,0.0,0.658488,0.0,0.0,0.0,0.5017508860000001,0.00870273,1.74820254,2
165,58.0,0.0,0.0,1618.50988,0.505,0.0,0.0,0.0,0.0,0.0,0.13264360526000002,0.04493389457851662,1.99932516,3
166,57.0,0.0,0.0,4.81382,-0.4319,0.0888322,0.131827,0.0,0.0,0.0,0.4187291530299999,0.22120949395001493,1.9940426,3
167,1.0,1.0,0.0,5098.77916,-0.06741400000000003,0.0888147,0.42880799999999997,0.0,0.5585722710000001,0.0,0.495365709,1.27599e-17,7.02337534,2
168,1.0,0.0,0.0,108.56923,0.039625000000000035,0.18153,2.69373,0.957427108,0.0,0.0,0.631864309,0.000145766,5.87436508,2
169,31.0,0.0,0.0,2287.01575,-0.17800000000000002,2.9403200000000003,32.7457,0.0,0.0,0.0,0.7815916540000001,1.33081e-23,2.98610432,2
170,40.0,0.0,0.0,547.26349,-0.3687,39.4992,81.3088,0.0,0.0,0.0,0.7920728920000001,0.999998877,7.54165982,1
171,784.0,0.0,0.0,3780.70014,0.5874,0.0,1.5169700000000002,0.0,0.0,0.0,0.11190837599999999,0.087453851,0.0,3
172,37.0,0.0,0.0,11.36697,-0.4375,50.4535,79.8628,0.0,0.0,0.0,0.432313383,0.339536516,2.00140612,2
173,256.0,0.0,0.0,27.098679999999998,-0.4045,37.3734,48.6447,0.0,0.0,0.0,0.32070040699999997,0.047137034,5.62602042,2
174,102.0,1.0,1.0,42.022220000000004,0.3845,2.24275,4.1627,0.0,0.899703515,0.0,0.824708164,0.999966646,7.68047773,1
175,656.0,0.0,0.0,133.06333,-0.5093,0.0,1.11565,0.0,0.0,0.0,0.444330692,0.14055261900000002,0.0,3
176,32.0,1.0,0.0,363.12652,0.2836,13.4901,13.1943,0.957427108,0.882196062,0.0,0.636561334,2.21161e-05,9.79939448,2
177,52.0,0.0,0.0,203.86765,0.3503,3.40164,4.39466,0.0,0.0,0.0,0.2935554768200001,0.05839925969167725,1.99992573,3
178,1.0,1.0,0.0,1308.42229,0.07042699999999999,2.0292,13.3073,0.0,0.89609491,0.0,0.244530007,0.016931635,6.90823393,1
179,1.0,1.0,2.0,41.12591,0.005317000000000003,0.14807,0.583287,0.0,0.0,0.0,0.181705475,0.00038006,2.83811816,1
180,45.0,1.0,0.0,1510.90255,0.2257,90.994,3.86741,0.0,0.9328006059999999,0.0,0.711480618,0.00017250900000000002,3.98295932,1
181,39.0,1.0,0.0,1772.5294399999998,0.5137,2.5228099999999998,0.9981399999999999,0.0,0.853179975,0.0,0.622939706,0.0030992629999999997,3.99033126,1
182,305.0,0.0,0.0,3330.1141399999997,-0.3613,13.5656,4.84516,0.0,0.0,0.0,0.575230479,4.52405e-11,3.8377306000000004,2
183,257.0,0.0,0.0,7029.68062,-0.4635,0.30180999999999997,2.34743,0.0,0.5457224070000001,0.0,0.653915465,0.947798762,10.93726445,2
184,74.0,0.0,0.0,1330.90849,-0.1726,13.6071,7.69615,0.0,0.0,0.0,0.762403488,0.991172158,4.62651381,2
185,80.0,0.0,0.0,602.6159299999999,-0.3719,39.2225,44.0492,0.0,0.0,0.0,0.638582647,0.052197863,0.0,2
186,650.0,1.0,0.0,4347.97507,-0.2948,19.77,29.5574,0.0,0.431381082,0.0,0.22998991600000002,8.589880000000001e-08,7.6323214,2
187,71.0,0.0,0.0,8.43166,-0.3434,1.97616,1.47809,0.0,0.0,0.0,0.146139458,0.017329038999999997,2.0930940973000003,3
188,19.0,1.0,0.0,2304.1461,0.2505,0.00719869,2.53345,0.0,0.0,0.0,0.45271197,4.20778e-05,14.75014718,2
189,998.0,0.0,0.0,1919.7932600000001,-0.5045,0.0,0.028390600000000002,0.0,0.0,0.0,0.11190837599999999,0.007138451999999999,0.0,3
190,19.0,0.0,0.0,1835.21965,-0.2854,0.0,16.648,0.0,0.0,0.0,0.17012570800000001,1.5923e-08,1.74820254,3
191,110.0,0.0,0.0,10099.652409999999,-0.4135,0.0,0.0,0.0,0.0,0.0,0.146139458,0.044375650999999995,0.0,3
192,1.0,0.0,0.0,2713.21922,-0.030557000000000008,0.0,0.0654694,0.0,0.0,0.0,0.25535503,0.712159403,0.0,3
193,95.0,0.0,0.0,118.03568,0.3936,0.0,0.0,0.0,0.0,0.0,0.123297259,0.015283314,0.0,3
194,19.0,0.0,0.0,650.65007,-0.1345,0.0720918,2.02284,0.0,0.0,0.0,0.11190837599999999,0.0018677479999999998,0.0,3
195,178.0,0.0,0.0,2290.4589899999996,0.5922,0.056192599999999995,0.11006400000000001,0.0,0.0,0.0,0.11190837599999999,6.39177e-05,0.0,3
196,46.0,0.0,0.0,239.02977,0.3589,0.0,0.0,0.0,0.0,0.0,0.146139458,6.75518e-05,0.0,3
197,53.0,0.0,0.0,2179.0808899999997,0.3499,2.05628,0.9581430000000001,0.0,0.0,0.0,0.146139458,3.29465e-05,1.98266541,3
198,272.0,0.0,0.0,4882.5213,-0.3774,0.0,0.0,0.0,0.0,0.0,0.11190837599999999,0.001920531,1.98266541,3
199,187.0,0.0,0.0,4489.110229999999,-0.3416,0.0,0.0910709,0.0,0.0,0.0,0.11190837599999999,9.27165e-07,1.98266541,3
200,92.0,0.0,0.0,2006.35393,-0.4847,0.0,0.0,0.0,0.0,0.0,0.144167379,0.017981897,0.0,3
201,149.0,0.0,0.0,235.93422999999999,0.4266,10.1449,24.6983,0.0,0.0,0.0,0.579714477,0.9886424840000001,4.356235048000001,2
202,68.0,0.0,0.0,41.402190000000004,0.359,0.885336,0.496205,0.0,0.49733194799999997,0.0,0.455463469,4.6383499999999997e-07,3.27505451,2
203,82.0,0.0,0.0,216.58312999999998,-0.3275,0.0,0.907013,0.0,0.0,0.0,0.22862041,0.0018812420000000002,2.99226437,3
204,1529.0,0.0,0.0,1247.40878,0.5461,0.0,0.0,0.0,0.0,0.0,0.146139458,0.007572397,1.86907763,3
205,96.0,1.0,1.0,48.90667,-0.5545,4.644909999999999,4.75542,0.0,0.0,0.0,0.80871886,0.9984853509999999,2.99056035,2
206,166.0,1.0,1.0,1086.9460800000002,-0.2903,0.16086,1.75341,0.957427108,0.0,0.0,0.527515531,4.16725e-31,0.0,2
207,745.0,0.0,0.0,40.97898,-0.5346,11.0839,18.0719,0.0,0.0,0.0,0.54646343,0.730656355,2.96331746,1
208,597.0,1.0,0.0,1899.16799,-0.4488,9.08769,0.91261,0.957427108,0.0,0.0,0.7462295290000001,0.10661209599999999,1.99962367,2
