wgEncodeBroadHmmHuvecHMM.count,IPA_BP_annotation,IPA_Activity,GDI_Score,betamax,Fallopian Tube_GTExTPM,Testis_GTExTPM,humanscore_Exomiser,mousescore_Exomiser,fishscore_Exomiser,HIPred,pLI_ExAC,SDI
202.0,0.0,0.0,488.2948091999998,0.5132,24.33549413,21.332413229999997,0.00609459847,0.02748342762,0.0,0.60743720828,0.45912060886532025,3.9073640421000007
241.0,0.0,0.0,901.2437045999999,-0.3624,28.789331100000023,25.099474440000026,0.0,0.10811846547000002,0.0,0.6614997575000001,0.30957619561161004,5.235584223300001
528.0,1.0,1.0,5.07717,0.3445,0.0593618,1.35608,0.0,0.0,0.0,0.836621523,0.775375974,0.0
22.0,1.0,0.0,257.23512,1.2559,6.48269,4.61596,0.0,0.499434067,0.0,0.693781972,0.999998433,6.87689431
662.0,1.0,1.0,728.73949,0.5555,4.79846,3.00258,0.900502883,0.49080455,0.0,0.693386316,1.0,3.74177141
64.0,1.0,1.0,590.52071,-0.4331,3.49425,14.7574,0.0,0.512173321,0.0,0.622939706,0.999693297,1.90066426
1.0,1.0,1.0,766.55161,0.07054799999999999,13.9779,1.93115,0.0,0.570663532,0.0,0.602114379,0.001820338,3.49140794
65.0,1.0,1.0,22.57919,0.2241,0.571744,3.74133,0.0,0.0,0.0,0.638582647,0.011363582,3.8518009
21.0,0.0,0.0,1301.92267,0.3745,0.275553,2.557,0.0,0.431381082,0.0,0.736296356,0.468620194,9.88779187
149.0,0.0,0.0,1917.48114,-0.3541,24.9937,27.4466,0.0,0.396248826,0.0,0.669261694,0.003193956,5.52376604
109.0,0.0,0.0,804.17478,0.4873,63.4628,59.966,0.0,0.0,0.0,0.429466158,1.55576e-06,2.93496915
155.0,1.0,0.0,11.5877,0.1871,264.664,21.4049,0.869202136,0.788155246,0.0,0.769165754,0.018707972,23.41984427
41.0,1.0,1.0,1294.94009,-0.4295,13.4,96.3852,0.0,0.0,0.0,0.186891869,1.16806e-05,4.8027499129
211.0,0.0,0.0,435.38052,-0.4933,0.143568,1.01452,0.0,0.528331768,0.0,0.421012312,9.67009e-05,1.98266541
1166.0,0.0,0.0,11.551,0.467,19.865,5.17559,0.957427108,0.0,0.0,0.830946863,0.238186362,8.79295894
15.0,0.0,0.0,19.37612,-0.2075,0.453172,0.454875,0.0,0.0,0.0,0.111908376,0.000639118,1.98266541
81.0,0.0,0.0,656.55651,0.373,9.05461,7.48491,0.0,0.0,0.0,0.488307536,0.577650481,4.70997211
30.0,0.0,0.0,899.40808,0.3491,250.708,73.9433,0.0,0.0,0.0,0.581228554,0.027202551,8.44786072
280.0,0.0,0.0,36.30666,0.5709,20.2885,119.375,0.0,0.0,0.0,0.72829324,0.787088147,0.0
18.0,1.0,1.0,371.5394,0.3012,27.3258,38.8683,0.0,0.0,0.0,0.575333595,0.163974191,2.93429059
1.0,1.0,1.0,1257.07472,-0.14002300000000006,1.28977,10.7573,0.0,0.853179975,0.0,0.139342904,2.74928e-14,2.89489364
61.0,0.0,0.0,702.63417,-0.5387,11.4287,14.5914,0.0,0.504094097,0.0,0.757599056,0.998479651,6.46145605
8.0,0.0,0.0,13.65731,0.1981,2.02509,3.61168,0.0,0.0,0.0,0.28995356,0.347229317,1.96195718
66.0,0.0,0.0,215.89598,-0.2298,1.94545,4.20784,0.0,0.0,0.0,0.262694746,0.000349252,3.94830677
84.0,0.0,0.0,1311.19681,-0.175,0.07495,7.00215,0.00957427108,0.004313810820000001,0.0,0.21013939557000005,0.021118429043934177,2.808809043899997
1.0,0.0,0.0,840.47456,0.03930799999999999,26.720499120000003,21.673214700000006,0.01914854216,0.00477882401,0.0,0.5250164957300002,0.15002020777471567,2.7261314135999997
62.0,0.0,0.0,179.81605,-0.1597,13.149109939999994,12.445082359999997,0.05960940099,0.007542980500000001,0.0,0.39352213941999975,0.11485418780937806,2.3891933083999994
1.0,0.0,0.0,5.42256,-0.010831000000000012,25.38,7.89733,0.0,0.0,0.0,0.396258533,0.138254694,1.70705006
65.0,0.0,0.0,10.25364,-0.5576,161.934,62.6791,0.0,0.389625962,0.0,0.782960892,0.99981275,37.57141285
55.0,1.0,0.0,350.77826,-0.5502,0.536007,6.4103,0.957427108,0.930627006,0.0,0.132359073,0.001433932,1.6697435
17.0,0.0,0.0,295.69785,-0.3979,0.0,0.191225,0.957427108,0.826392613,0.0,0.111908376,3.92718e-13,1.6697435
606.0,0.0,0.0,8.73654,0.4083,2.2445,14.5682,0.957427108,0.0,0.0,0.309100866,0.035030608,3.92083295
2317.0,0.0,0.0,141.56503,-0.7345,0.03956,0.105563,0.0,0.0,0.0,0.111908376,3.28541e-10,2.89366853
224.0,0.0,0.0,2760.21963,-0.324,3.22191,0.987103,0.957427108,0.0,0.0,0.506795704,0.672306731,1.96359409
212.0,0.0,0.0,378.83872,0.3776,0.0,0.0750059,0.0,0.0,0.0,0.111908376,2.53769e-10,3.866916
282.0,0.0,0.0,21.66294,-0.283,32.1368,125.666,0.0,0.0,0.0,0.17792584,1.84814e-05,4.073159967399998
109.0,1.0,0.0,637.88987,0.3188,1.00974,0.659191,0.651169479,0.0,0.0,0.390099078,2.54161e-06,12.63081829
1.0,1.0,1.0,77.4528,0.17526,19.2484,28.5401,0.0,0.887688063,0.0,0.591572225,0.168276873,1.99992492
48.0,0.0,0.0,8.97171,0.7071,0.0,0.0,0.0313377391,0.01967015997,0.0,0.123297259,0.157398012,1.9491261547999994
74.0,0.0,0.0,139.19509,-0.459,24.4070686,21.54407119,0.007608859100000001,0.16302534765,0.0,0.7215677525600005,0.6195207590813778,5.4465254754
1396.0,0.0,0.0,796.35554,-0.5314,42.89211680000003,27.6549001,0.06192328443,0.04657785682,0.0,0.5257465119800003,0.41608456009987543,4.635322464799997
30.0,0.0,0.0,0.63842,0.3811,1.08495,0.794476,0.0,0.0,0.0,0.7043802119600001,0.6269762420431365,6.421351886399999
672.0,0.0,0.0,499.50349,-0.7297,1.42652,110.288,0.0,0.0,0.0,0.146139458,0.000136493,8.91291128
2.0,0.0,0.0,4755.60752,-0.1857,9.40431,3.21316,0.0,0.528793336,0.0,0.747131348,0.999901543,12.88289324
192.0,1.0,1.0,218.27707,-0.3435,922.405,135.061,0.0,0.913254607,0.0,0.848568261,0.020500202,1.86907763
765.0,1.0,0.0,747.20557,0.638,17.5142,7.74557,0.0,0.887688063,0.0,0.449802697,0.081020067,6.87802251
94.0,1.0,1.0,6.56136,0.2822,43.6706,6.46399,0.0,0.0,0.0,0.800036311,0.986016088,1.74820254
14.0,0.0,0.0,250.99535,-0.7151,7.24064,10.3093,0.0,0.0,0.0,0.743839204,0.062109871,10.79296239
234.0,0.0,0.0,741.13732,0.5378,0.0,0.100667,0.0,0.0,0.0,0.12664030180000005,0.07239901141955496,0.0
257.0,1.0,0.0,148.46269,-0.4592,43.2436,2.73794,0.0,0.514240382,0.0,0.762403488,0.987167021,11.79347495
108.0,0.0,0.0,15.97048,0.1941,0.15137,0.453519,0.0,0.513919247,0.0,0.824708164,0.93661121,0.0
108.0,1.0,0.0,1350.01732,0.4863,0.11964,1.38948,0.0,0.494209116,0.0,0.634786546,0.959943188,7.86340488
71.0,0.0,0.0,107.00427,-0.5613,32.0732,8.67099,0.0,0.465192662,0.0,0.705665529,2.7739e-05,6.70564693
20.0,0.0,0.0,265.4958,0.2923,0.0365695,0.0450065,0.0,0.0,0.0,0.69255507,4.31893e-05,2.89203741
10.0,0.0,0.0,70.2485,0.3287,38.967,78.0878,0.0,0.0,0.0,0.715512335,0.600789667,1.12427871
358.0,0.0,0.0,1.92553,0.4922,139.58104419999998,100.66152439999995,0.04739144888999999,0.09601429835000001,0.0,0.6645802342000002,0.5989601554076005,12.089332586300007
81.0,0.0,0.0,98.07425,0.2472,8.01926,2.52139,0.0,0.0,0.0,0.38356629,0.011344576,2.19615612
61.0,0.0,0.0,1567.59549,-0.8276,132.658,23.8362,0.0,0.0,0.0,0.630912066,0.999969901,8.84810219
184.0,0.0,0.0,2249.29606,-0.235,57.4669,6.18994,0.0,0.564666898,0.0,0.836875796,0.97976209,2.75424746
147.0,0.0,0.0,9.29304,0.2265,1.10129,0.902858,0.0,0.0,0.0,0.748405397,0.204306173,2.80882657
26.0,1.0,2.0,58.06389,0.5164,0.0,0.129494,0.609459847,0.0,0.0,0.295108467,0.086007141,3.85244898
247.0,0.0,0.0,415.38531,-0.4044,0.0,0.84196,0.0,0.0,0.0,0.123297259,0.162839345,4.95013216
17.0,0.0,0.0,1766.09386,-0.1996,5.26264,0.504048,0.0,0.0,0.0,0.238498077,2.54083e-22,1.98266541
187.0,0.0,0.0,29.87324,-0.8326,53.373,35.6586,0.900502883,0.570663532,0.0,0.833060265,0.21554685,24.59899632
29.0,1.0,2.0,290.01884,0.2409,210.185,118.222,0.957427108,0.0,0.0,0.703993857,0.999540082,5.98324176
1.0,0.0,0.0,114.40031,-0.016298999999999998,1.92197,0.595451,0.0,0.0,0.0,0.458951801,0.020935797,1.97547522
297.0,1.0,1.0,41.83799,-0.8064,0.0213295,0.631728,0.0,0.0,0.0,0.778094649,0.999994896,10.67917885
467.0,0.0,0.0,199.89032,0.3888,8.40534,0.803821,0.14093288574,0.0658578963,0.0,0.593201816,1.41369e-06,4.781804298600001
155.0,0.0,0.0,41.67691,0.4123,16.8543,2.78732,0.02872281324,0.042573255950000014,0.0,0.636561334,0.000916634,4.397080599400002
12.0,0.0,0.0,13.11329,-0.2142,65.2810032,80.5346664,0.0,0.0,0.0,0.146139458,0.026229492,0.0
49.0,0.0,0.0,796.87118,0.2219,5.67733,1.55111,0.0,0.0,0.0,0.146511853,8.49697e-07,12.72102078
10.0,0.0,0.0,16291.10418,0.2636,1503.69,392.794,0.869202136,0.0,0.0,0.328141659,0.002664635,10.54543118
75.0,1.0,2.0,16622.23863,0.2096,13.2878,2.00496,0.0,0.0,0.0,0.186891869,0.16662533,12.35448238
194.0,0.0,0.0,116.32725,0.4063,337.884,43.6598,0.0,0.0,0.0,0.356269389,0.70016489,14.48467393
286.0,1.0,1.0,91.19342,0.5011,7.32477,0.953955,0.0,0.0,0.0,0.196595117,0.001561168,3.93670914
311.0,0.0,0.0,1907.06868,-0.3337,78.6648,42.5554,0.0,0.0,0.0,0.65875871196,0.45839396278574995,21.50009141
2063.0,0.0,0.0,2435.22546,0.3317,4.93633,164.327,0.0,0.0,0.0,0.39679274,2.19041e-06,6.86005273
43.0,0.0,0.0,307.12317,0.4035,46.2009,92.3215,0.0,0.0,0.0,0.852899194,0.999958226,2.97639148
227.0,0.0,0.0,120.59949,0.5009,0.126865,0.648295,0.0,0.0,0.0,0.494588822,0.813006425,2.91372116
109.0,0.0,0.0,168.09506,0.4371,0.0818392,0.071949,0.0,0.0,0.0,0.72905165,0.648787513,5.91668299
178.0,0.0,0.0,40.46933,0.5471,45.8872,8.38843,0.0,0.0,0.0,0.685321391,0.376558105,4.60912048
30.0,1.0,0.0,98.37812,0.4175,13.6169,4.86163,0.0,0.830863574,0.0,0.804062724,0.469523496,6.8125021
26.0,0.0,0.0,2102.84042,0.2496,198.138,10.23,0.0,0.0,0.0,0.79961127,0.362251902,5.7405052
1210.0,1.0,2.0,133.86335,0.4516,13.581,0.625845,0.0,0.549225289,0.0,0.401833534,0.289669117,3.9639913
39.0,1.0,1.0,971.5298,-0.3997,20.7015,8.06532,0.0,0.742183659,0.0,0.5821092665100003,0.22013310659483906,2.98297969
181.0,0.0,0.0,3832.69791,-0.389,4.7763,10.4741,0.0,0.472965166,0.0,0.723324299,4.07385e-05,7.94127642
17.0,0.0,0.0,1818.89628,0.3241,50.9151,19.041,0.0,0.0,0.0,0.705665529,0.000480019,7.90802953
167.0,0.0,0.0,537.31129,-0.4961,57.4689,7.95499,0.0,0.494209116,0.0,0.824708164,0.999999616,5.85644216
24.0,0.0,0.0,123.58507,0.1733,7.48691,0.790368,0.0,0.0,0.0,0.728550792,0.98258787,11.69182943
521.0,0.0,0.0,913.18144,-0.4321,3.74621,8.00556,0.0,0.442034071,0.0,0.714798927,0.999889995,3.81588039
32.0,0.0,0.0,71.76069,0.2634,0.484081,0.856897,0.0,0.0,0.0,0.774301469,0.999978751,3.75626441
61.0,1.0,0.0,173.55232,0.4484,0.790484,1.13664,0.0,0.855397621,0.0,0.714407027,0.31472413,14.76606971
39.0,0.0,0.0,532.76648,-0.2262,6.15963,4.13522,0.0,0.0,0.0,0.369423717,0.106847942,1.74820254
1000.0,1.0,0.0,11.36951,-0.2937,7.77762,0.812116,0.615881762,0.0,0.0,0.48572822550000005,0.24876763877653485,2.92856602
113.0,1.0,1.0,5.61975,0.5171,0.0808569,0.177921,0.0,0.0,0.0,0.565498233,0.126993746,2.92012308
53.0,0.0,0.0,200.0252,-0.2653,0.19302,0.481007,0.0,0.0,0.0,0.716944396,0.999535087,4.77313532
61.0,0.0,0.0,22.58422,0.3521,76.3724,194.016,0.0,0.0,0.0,0.745582581,0.991027965,6.70370701
958.0,0.0,0.0,5734.22375,-0.4264,32.6971,39.3658,0.0,0.0,0.0,0.571837127,0.999994425,3.35283215
32.0,0.0,0.0,2694.09373,-0.194,0.0,0.177636,0.0,0.0,0.0,0.111908376,0.017072106,1.98841355
88.0,0.0,0.0,50.28346,0.3964,0.0,0.0,0.0,0.0,0.0,0.123297259,0.023274211,1.98717466
101.0,0.0,0.0,160.69859,-0.2458,0.0,0.103706,0.0,0.0,0.0,0.123297259,0.532856912,1.98717466
170.0,0.0,0.0,370.17865,0.3065,0.0,0.0,0.0,0.0,0.0,0.111908376,0.00547083,1.98841355
28.0,1.0,0.0,654.09994,-0.4081,49.6503,7.04122,0.957427108,0.0,0.0,0.485596061,2.59266e-16,20.630263
27.0,0.0,0.0,1102.81114,-0.2385,63.36335324000001,49.61357570000002,0.0,0.0,0.0,0.132359073,0.002925351,4.52859362
46.0,0.0,0.0,175.30019,-0.272,13.2231,31.1575,0.76088591,0.0,0.0,0.824708164,0.990896287,6.91609969
6437.0,0.0,0.0,7952.87694,0.6727,80.3908,68.1228,0.0,0.0,0.0,0.273053437,0.998848724,9.68123578
51.0,0.0,0.0,121.12067,0.5027,36.7942,37.4156,0.0,0.477882401,0.0,0.654942453,0.232913565,4.52819492
862.0,0.0,0.0,48.85088,-0.5253,27.1536,36.5321,0.0,0.465944823,0.0,0.824708164,0.999736598,6.61160851
325.0,0.0,0.0,4302.22642,0.4471,1.79092,7.67509,0.0,0.0,0.0,0.565020561,4.68265e-05,27.47563542
34.0,1.0,0.0,40.92143,-0.3182,237.898,89.6183,0.0,0.0,0.0,0.700975537,0.950092967,9.69401325
1167.0,0.0,0.0,4.23961,0.6824,147.746,16.9054,0.0,0.0,0.0,0.767147124,0.022432784,2.93755893
50.0,0.0,0.0,3.53068,-0.6337,163.6925540999999,76.32762260000001,0.06519279662,0.10528090458999997,0.0,0.66846288397,0.6020537288365205,20.132283976499995
45.0,0.0,0.0,1715.16552,-0.3807,27.3257,44.4973,0.0,0.0,0.0,0.650545239,0.739578311,8.26567547
1040.0,1.0,0.0,140.44703,-0.3382,1.57504,0.921413,0.0,0.0,0.0,0.743839204,2.19309e-08,12.90950108
712.0,0.0,0.0,264.93653,-0.2642,0.349282,1.47414,0.894080968,0.395367293,0.0,0.597733259,1.43928e-06,5.8717989
1.0,1.0,0.0,4524.99996,0.019368999999999973,14.8533,15.5602,0.0,0.0,0.0,0.37917918,2.45516e-07,1.99733796
21.0,1.0,2.0,324.5184,-0.1934,0.0,0.658488,0.0,0.0,0.0,0.501750886,0.00870273,1.74820254
58.0,0.0,0.0,1618.50988,0.505,0.0,0.0,0.0,0.0,0.0,0.13264360526000002,0.04493389457851662,1.99932516
57.0,0.0,0.0,4.81382,-0.4319,0.0888322,0.131827,0.0,0.0,0.0,0.4187291530299999,0.22120949395001493,1.9940426
1.0,1.0,0.0,5098.77916,-0.06741400000000002,0.0888147,0.428808,0.0,0.558572271,0.0,0.495365709,1.27599e-17,7.02337534
1.0,0.0,0.0,108.56923,0.03962500000000004,0.18153,2.69373,0.957427108,0.0,0.0,0.631864309,0.000145766,5.87436508
31.0,0.0,0.0,2287.01575,-0.178,2.94032,32.7457,0.0,0.0,0.0,0.781591654,1.33081e-23,2.98610432
40.0,0.0,0.0,547.26349,-0.3687,39.4992,81.3088,0.0,0.0,0.0,0.792072892,0.999998877,7.54165982
784.0,0.0,0.0,3780.70014,0.5874,0.0,1.51697,0.0,0.0,0.0,0.111908376,0.087453851,0.0
37.0,0.0,0.0,11.36697,-0.4375,50.4535,79.8628,0.0,0.0,0.0,0.432313383,0.339536516,2.00140612
256.0,0.0,0.0,27.09868,-0.4045,37.3734,48.6447,0.0,0.0,0.0,0.320700407,0.047137034,5.62602042
102.0,1.0,1.0,42.02222,0.3845,2.24275,4.1627,0.0,0.899703515,0.0,0.824708164,0.999966646,7.68047773
656.0,0.0,0.0,133.06333,-0.5093,0.0,1.11565,0.0,0.0,0.0,0.444330692,0.140552619,0.0
32.0,1.0,0.0,363.12652,0.2836,13.4901,13.1943,0.957427108,0.882196062,0.0,0.636561334,2.21161e-05,9.79939448
52.0,0.0,0.0,203.86765,0.3503,3.40164,4.39466,0.0,0.0,0.0,0.2935554768200001,0.058399259691677245,1.99992573
1.0,1.0,0.0,1308.42229,0.07042699999999999,2.0292,13.3073,0.0,0.89609491,0.0,0.244530007,0.016931635,6.90823393
1.0,1.0,2.0,41.12591,0.005317000000000003,0.14807,0.583287,0.0,0.0,0.0,0.181705475,0.00038006,2.83811816
45.0,1.0,0.0,1510.90255,0.2257,90.994,3.86741,0.0,0.932800606,0.0,0.711480618,0.000172509,3.98295932
39.0,1.0,0.0,1772.52944,0.5137,2.52281,0.99814,0.0,0.853179975,0.0,0.622939706,0.003099263,3.99033126
305.0,0.0,0.0,3330.11414,-0.3613,13.5656,4.84516,0.0,0.0,0.0,0.575230479,4.52405e-11,3.8377306
257.0,0.0,0.0,7029.68062,-0.4635,0.30181,2.34743,0.0,0.545722407,0.0,0.653915465,0.947798762,10.93726445
74.0,0.0,0.0,1330.90849,-0.1726,13.6071,7.69615,0.0,0.0,0.0,0.762403488,0.991172158,4.62651381
80.0,0.0,0.0,602.61593,-0.3719,39.2225,44.0492,0.0,0.0,0.0,0.638582647,0.052197863,0.0
650.0,1.0,0.0,4347.97507,-0.2948,19.77,29.5574,0.0,0.431381082,0.0,0.229989916,8.58988e-08,7.6323214
71.0,0.0,0.0,8.43166,-0.3434,1.97616,1.47809,0.0,0.0,0.0,0.146139458,0.017329039,2.0930940973000003
19.0,1.0,0.0,2304.1461,0.2505,0.00719869,2.53345,0.0,0.0,0.0,0.45271197,4.20778e-05,14.75014718
998.0,0.0,0.0,1919.79326,-0.5045,0.0,0.0283906,0.0,0.0,0.0,0.111908376,0.007138452,0.0
19.0,0.0,0.0,1835.21965,-0.2854,0.0,16.648,0.0,0.0,0.0,0.170125708,1.5923e-08,1.74820254
110.0,0.0,0.0,10099.65241,-0.4135,0.0,0.0,0.0,0.0,0.0,0.146139458,0.044375651,0.0
1.0,0.0,0.0,2713.21922,-0.030557000000000004,0.0,0.0654694,0.0,0.0,0.0,0.25535503,0.712159403,0.0
95.0,0.0,0.0,118.03568,0.3936,0.0,0.0,0.0,0.0,0.0,0.123297259,0.015283314,0.0
19.0,0.0,0.0,650.65007,-0.1345,0.0720918,2.02284,0.0,0.0,0.0,0.111908376,0.001867748,0.0
178.0,0.0,0.0,2290.45899,0.5922,0.0561926,0.110064,0.0,0.0,0.0,0.111908376,6.39177e-05,0.0
46.0,0.0,0.0,239.02977,0.3589,0.0,0.0,0.0,0.0,0.0,0.146139458,6.75518e-05,0.0
53.0,0.0,0.0,2179.08089,0.3499,2.05628,0.958143,0.0,0.0,0.0,0.146139458,3.29465e-05,1.98266541
272.0,0.0,0.0,4882.5213,-0.3774,0.0,0.0,0.0,0.0,0.0,0.111908376,0.001920531,1.98266541
187.0,0.0,0.0,4489.11023,-0.3416,0.0,0.0910709,0.0,0.0,0.0,0.111908376,9.27165e-07,1.98266541
