Gene,XGB_Score
FBXO33,0.7536041140556335
TMEM87B,0.7535573840141296
WAC,0.7530471086502075
RAI1,0.7530347108840942
KANK3,0.7529621720314026
PDLIM4,0.7528761029243469
DAZAP1,0.7527933716773987
TFG,0.7527933716773987
TRMT61A,0.7524316906929016
LRCH1,0.7523573040962219
MRC2,0.752247154712677
PRICKLE1,0.752154529094696
NAV1,0.752154529094696
FAM193A,0.7518791556358337
PRPF40A,0.7518492341041565
EPB41L2,0.7518492341041565
BNIP1,0.7517967224121094
ALMS1,0.7515546679496765
BLOC1S5,0.7504100203514099
MECR,0.7504003047943115
AGBL2,0.750333845615387
FAM13A,0.750034749507904
USP35,0.7499260902404785
TMEM60,0.7497790455818176
TMEM108,0.749703586101532
FOSL2,0.7495430111885071
HSPA12A,0.7492478489875793
CHTF8,0.7491973042488098
TNXB,0.7491154670715332
CADM2,0.749043345451355
ZBTB46,0.748502254486084
WDR90,0.748213529586792
ARID5A,0.7481168508529663
ZFP91,0.7481168508529663
CLEC16A,0.7480490803718567
AGPAT1,0.7478045225143433
TRAF3IP3,0.7466554641723633
CCDC17,0.7462268471717834
TGFB2,0.7461122870445251
IER5L,0.7460538744926453
CDC42BPA,0.7455152869224548
WASF2,0.7451708316802979
CNNM2,0.7451390624046326
ABHD16A,0.7451383471488953
MAEA,0.7450843453407288
TRPC4AP,0.7450511455535889
EEPD1,0.7449119091033936
SREBF1,0.7448127269744873
FBXO38,0.7444567084312439
SRSF4,0.744116485118866
UBE2D3,0.7439055442810059
RAB11FIP5,0.7438104748725891
CENPE,0.7433305382728577
HAUS8,0.7428337931632996
CSNK1G3,0.7427302598953247
RALGAPA1,0.7426928281784058
HERC4,0.7426928281784058
HYI,0.7421659231185913
NFE2L1,0.7415215969085693
FHOD3,0.7414865493774414
PHLPP2,0.7412868738174438
HSPB7,0.7407657504081726
HAX1,0.7406691312789917
TNS3,0.7399359941482544
TXNDC5,0.7392407655715942
LEF1,0.7390042543411255
BCAR3,0.738964855670929
CREB5,0.7388449311256409
CLDN7,0.7383459806442261
LRBA,0.73826664686203
HIST1H2BC,0.7382258176803589
UBAP1,0.7379316687583923
ATP13A1,0.7377135753631592
ZBTB10,0.7376989722251892
FGD6,0.7376320362091064
EPS8L2,0.7375297546386719
NUP160,0.7371110916137695
SBNO1,0.7370423078536987
UVSSA,0.7369105815887451
QRICH1,0.7368117570877075
AZIN1,0.7365580201148987
MXD4,0.7364682555198669
USP34,0.7363163828849792
PHIP,0.7363163828849792
RGS19,0.7359276413917542
ZNF827,0.7357664704322815
NRXN1,0.7353188991546631
PHLDB2,0.7348228693008423
POLG2,0.7346271276473999
RBM47,0.7346165776252747
DYNLRB1,0.7341840267181396
PHF13,0.7339634895324707
WNT2B,0.733829140663147
REEP1,0.7334203720092773
MAPKBP1,0.733409583568573
SRRT,0.7333626747131348
HOXA4,0.7332596182823181
MGA,0.7331698536872864
KLF7,0.7331698536872864
CHD6,0.7330242395401001
SOX13,0.7316915392875671
RBMS1,0.7310565114021301
SPEG,0.7309570908546448
CEP76,0.7308768630027771
TFCP2L1,0.7294771075248718
PDLIM2,0.7283377647399902
PRELID1,0.7282075881958008
SLC24A3,0.7275822162628174
ZNF462,0.7275822162628174
KBTBD4,0.7268429398536682
HECTD4,0.7264622449874878
ZMAT2,0.726166844367981
ZC3H7B,0.7259131073951721
SCAF1,0.7259131073951721
SLC26A7,0.725736141204834
ARHGAP24,0.725684404373169
CYP27A1,0.7256397008895874
ARHGEF17,0.7252692580223083
ZNF652,0.7252692580223083
STEAP2,0.7249785661697388
GRM7,0.7249340415000916
ELAVL3,0.7249340415000916
MPPED2,0.7234348654747009
MMACHC,0.7232488393783569
CCDC77,0.7232475280761719
ARHGAP12,0.7229964137077332
RABEPK,0.7228921055793762
TMEM131,0.7225061058998108
ZNF423,0.7219539284706116
MORF4L1,0.7217492461204529
CSRP3,0.7215203046798706
BAG6,0.7206640243530273
CLIC4,0.7195601463317871
ODF2L,0.7193763256072998
TBC1D12,0.7193602323532104
ZNRF3,0.7192426919937134
RRP1B,0.7185017466545105
RGL3,0.7183277010917664
HELLS,0.7182427644729614
FKBP10,0.7181298732757568
SNRPD2,0.7180666923522949
DENND2A,0.7179677486419678
DACH1,0.7179577350616455
NEBL,0.7178543210029602
EXOC6B,0.717680811882019
NFKBIA,0.7175678610801697
REPIN1,0.7171273231506348
SRL,0.7168518900871277
NME7,0.7167425155639648
WDR1,0.7165811061859131
ITGA9,0.7164469957351685
GRM4,0.7162951231002808
ZNF101,0.715965986251831
RTN4,0.715863049030304
GPN1,0.7155240774154663
CHAC1,0.7149513363838196
COL6A1,0.714781641960144
GNB1,0.7147480845451355
ATAD5,0.7145766019821167
CDYL2,0.7142142057418823
SIDT2,0.7133610844612122
RAB1A,0.7124495506286621
RAB24,0.7124422192573547
PAX2,0.7116152048110962
EBF1,0.7112579941749573
TEX14,0.7111300230026245
MRPS27,0.7109864354133606
PHKG1,0.7100728154182434
BSN,0.7099317312240601
TMEM161B,0.7095516920089722
PLCXD2,0.7092839479446411
CHAF1B,0.7090482115745544
AHRR,0.7085514068603516
ARHGEF18,0.7085197567939758
MXD3,0.7080895304679871
BNC1,0.7079523205757141
MXRA8,0.7077058553695679
PLEC,0.7064723968505859
IPP,0.7056971788406372
CTD-2342J14.6,0.7053588032722473
SSBP4,0.7053268551826477
BCKDHB,0.7048528790473938
PLXNB2,0.704700767993927
LTBP2,0.7036716341972351
WARS2,0.7033928036689758
PLCB1,0.702865481376648
DGKH,0.7028424739837646
SNX11,0.702429473400116
PSMG2,0.7021774053573608
STK19,0.7021306157112122
CCT7,0.7019843459129333
RAPH1,0.701697051525116
CARS2,0.7013330459594727
SLC9B2,0.701121985912323
ABCB9,0.7003839015960693
EIF4A1,0.7002283334732056
KIF15,0.7000688314437866
SLC5A11,0.6991089582443237
FGD5,0.6985085010528564
NPNT,0.6976626515388489
NDUFAF6,0.6968717575073242
ZBTB26,0.6958910226821899
HOMER2,0.6943820118904114
UQCC1,0.6937937140464783
PHACTR4,0.6937301158905029
BAIAP3,0.6937288045883179
XRCC6,0.6932271718978882
RHOA,0.6932271718978882
POLN,0.6914839744567871
BEND7,0.6912940740585327
MPHOSPH9,0.6910760402679443
CRB1,0.689471960067749
PRSS42,0.6887632012367249
TMEM170A,0.6884019374847412
OLA1,0.6875613927841187
SIPA1,0.6875613927841187
TRIM29,0.687322735786438
PRDX1,0.6864848136901855
MAST4,0.6862673163414001
CLCA2,0.6856454014778137
LMAN1L,0.6856454014778137
ZFAT,0.6846481561660767
PLA2G4B,0.6845129132270813
BCL7A,0.6842342615127563
WDR73,0.683868944644928
ASXL3,0.6831725835800171
PHTF2,0.6831647157669067
SPC24,0.6827625036239624
RPL7,0.6819626092910767
LOH12CR1,0.680695652961731
SNRNP70,0.680463433265686
GDF5,0.6800766587257385
ASIC4,0.6798236966133118
CMSS1,0.6796907782554626
RPS7,0.6796848177909851
EBF2,0.6795071959495544
FBRSL1,0.678611159324646
AOC4P,0.6782547831535339
UBD,0.6782375574111938
DDX5,0.6781856417655945
PRDM11,0.6777865290641785
SLC22A17,0.6776054501533508
THSD7B,0.6774135231971741
ISYNA1,0.6773975491523743
SVEP1,0.677312433719635
ZFAND2A,0.6772006154060364
PPCS,0.6767823696136475
BLK,0.6764454245567322
ST7L,0.675146758556366
SLC17A2,0.6743833422660828
CPSF3L,0.6739026308059692
ZCRB1,0.673258364200592
HOXB7,0.6728651523590088
PEPD,0.6728640794754028
SLC9A3R2,0.6726660132408142
FGF8,0.6724141240119934
MFSD6,0.671938419342041
OR2I1P,0.671636164188385
TENC1,0.6710545420646667
ZMYND12,0.6710348129272461
PODXL,0.6708226203918457
CKB,0.670805811882019
FOLH1,0.6701487302780151
SLX4IP,0.6698135733604431
KLHL29,0.6697201728820801
FUT2,0.6693033576011658
SORCS3,0.6675604581832886
FBXO41,0.6675277948379517
ARL14EP,0.6672656536102295
SLC35F1,0.6672054529190063
MPI,0.6670516729354858
IRAK1BP1,0.6665454506874084
CENPP,0.6657935976982117
JPH2,0.665568470954895
HDLBP,0.66555255651474
L2HGDH,0.6650493741035461
CCDC43,0.6647443771362305
LHFPL2,0.6645097136497498
PIEZO2,0.6638336777687073
CCDC41,0.6627742648124695
SEC31A,0.6626558303833008
PRPF40B,0.6624071598052979
PPIEL,0.6621403694152832
SNTG1,0.661698579788208
SPRYD7,0.6615158319473267
WRB,0.6615158319473267
HPS6,0.6612110137939453
SMCR8,0.6612110137939453
CSNK2B,0.660485565662384
PXMP4,0.6601377725601196
EPN2,0.6595004796981812
SLC25A37,0.6591407060623169
AP006621.5,0.6591407060623169
