iter	Passed	Remaining
0	1	67
1	3	78
2	4	70
3	6	69
4	7	69
5	9	68
6	10	63
7	11	62
8	13	62
9	15	61
10	16	58
11	18	57
12	19	56
13	21	55
14	23	54
15	25	53
16	26	51
17	28	50
18	29	48
19	31	47
20	32	44
21	33	43
22	36	42
23	38	41
24	39	39
25	42	38
26	44	37
27	47	36
28	49	35
29	51	34
30	52	32
31	54	30
32	56	29
33	58	27
34	59	25
35	61	23
36	62	21
37	64	20
38	65	18
39	67	16
40	68	15
41	70	13
42	71	11
43	73	9
44	75	8
45	76	6
46	78	5
47	80	3
48	81	1
49	83	0
