Heart - Atrial Appendage_GTExTPM,Kidney - Cortex_GTExTPM,Liver_GTExTPM,Lung_GTExTPM,Nerve - Tibial_GTExTPM,Ovary_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,Spleen_GTExTPM,Testis_GTExTPM,Whole Blood_GTExTPM,humanScore_Exomiser,mouseScore_Exomiser,fishScore_Exomiser,ppiScore_Exomiser,Pituitary_GTExTPM,Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,pLI_ExAC,HIPred,GDI_Score,RVIS_Score,SignalValue_H3k4me1_median,CNVs_ExAC,SignalValue_H3k4me3_median
5.69623,0.574734,5952.22,1.96798,10.4423,17.1926,0.309264,39.3508,1.87384,453.446,0.462341,0.487950036,0.0,0.0,0.0,3.00863,0.629966,0.526429,0.249821,0.317504,0.048738376,0.460647643,41.96842,-0.47,8.66095,12.0,9.9447
0.21426,0.308011,5517.31,0.820986,0.183753,0.287641,0.0986377,0.184712,0.503322,1.01636,1.22058,0.476731295,0.0,0.0,0.0,0.549199,0.288341,0.12159,0.0737977,0.0566329,0.009437055,0.275872409,1.71247,-0.03,9.55638,2.0,17.2104
0.0317567,0.0,46.9917,0.0228416,0.0,0.0421253,0.0,187.429,0.0471997,0.277185,0.0,0.0,0.0,0.0,0.0,0.031401,0.0197778,0.0,0.0,0.0,3.58e-05,0.146139458,246.2813,0.36,7.551885999999999,21.0,19.38275909999999
0.0,0.0,309.171,0.0704903,0.0,0.0,0.0,0.118635,0.0151841,1.60535,0.0,0.58752432,0.0,0.0,0.0,0.0286301,0.0,0.0,0.0,0.0477418,1.38e-06,0.237914741,831.91915,0.42,3.02653,5.0,25.7966
4.39663,0.0828471,347.037,0.145327,0.458736,0.263867,0.225125,36.7127,0.272262,0.400648,0.0150351,0.686399174,0.0,0.0,0.0,0.137585,0.0376023,0.0245159,0.0110033,0.553657,5.49e-16,0.481238008,12742.91619,1.42,9.77595,23.0,18.400193399999992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1457,0.0,0.159836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000144862,0.212742656,82.9695,1.13,7.676336700000003,11.0,20.956397799999994
2.01891,3.3525,2897.34,123.645,8.95814,24.1898,14.6674,17.0763,116.033,9.3696,0.987835,0.0,0.0,0.0,0.0,8.88295,698.341,52.6764,1.66702,4.12713,0.050738273,0.146139458,30.95619,-0.05,9.72367,25.0,11.9811
0.226468,3.17344,1789.45,10.815,1.33975,0.525102,1.24158,4.56714,1.77721,0.486896,0.238465,0.581831887,0.0,0.0,0.0,1.2546,3.05288,13.6222,0.196795,0.0686239,0.022796132,0.146139458,1012.7557733999997,0.77,7.21193,2.0,29.9352
0.149471,1.40246,7599.74,0.40389,0.071623,0.350126,0.0921465,105.637,0.564886,1.02247,0.590123,0.685634875,0.0,0.0,0.0,0.372526,0.252079,0.0289459,0.0872591,0.370914,0.000678026,0.146139458,21.59679,0.37,8.66095,11.0,9.9447
0.0,0.0234821,313.545,0.390748,0.117987,0.328887,0.0391303,0.121465,0.399808,0.241751,0.0,0.0,0.0,0.0,0.0,0.102492,1.34174,0.193798,0.183829,0.0,0.000150692,0.146139458,1530.66665,0.82,7.21193,4.0,29.9352
81.6743,25.1434,2.07534,175.836,14033.0,147.597,743.285,71.1138,5.9286,105.183,1.97426,0.0,0.0,0.0,0.0,175.478,46.1306,325.777,2.26723,209.941,0.000853904,0.381317914,93.19434,0.77,8.817393150000008,17.98,17.636765250000007
91.3071,629.226,3181.76,271.189,77.5643,566.518,406.342,172.872,671.303,191.285,2.7653,0.576707181,0.0,0.0,0.0,103.448,3543.25,1154.31,2.69857,37.2269,0.034533583,0.460647643,1533.87452,-0.1867000000000001,8.56601,1.0,11.9811
0.0140911,0.0268968,164.744,0.0287332,0.0327842,0.0278873,0.0,0.0506246,0.0932424,1.02134,0.0297986,0.0,0.0,0.0,0.0,0.157544,0.0302152,0.0286965,0.174872,0.0,0.019338008,0.123297259,780.95405,0.73,8.858525,2.0,23.24
6.79134,74.8106,61.399,66.7037,16.6429,10.987,662.885,36.6617,85.3848,3.87501,5.89083,0.0,0.0,0.0,0.0,2.81689,1.51447,0.661934,1.91236,0.624033,0.504827505,0.608066559,10.88584,-0.3,10.5545,4.0,15.6316
26.4862,12.0017,10.0248,1.2839,7.32836,2.28427,5.21461,9.51983,1.27618,23.9283,0.0532751,0.0,0.0,0.0,0.0,0.203345,0.766263,0.164921,0.0396229,0.0711768,1.86e-09,0.146139458,500.92929,0.11,11.2509,15.0,14.5162
0.994375,0.743133,109.983,37.9685,0.481582,0.512185,36.1503,0.635562,71.7172,0.664264,596.297,0.0,0.0,0.0,0.0,0.369321,0.704661,0.298423,1.43468,0.827926,0.446614671,0.65179354,30.66006,-0.23,12.1389,11.0,10.6028
16.5748,7.60952,1.14439,32.5587,46.3744,23.9269,61.6581,8.57943,35.6954,28.0305,0.24561,0.0,0.0,0.0,0.0,5.68305,11.7362,28.4026,1.03221,37.0826,0.21779633035211518,0.5959948545699999,576.78624,-0.5718999999999997,9.53796,12.12,8.76754
89.1405,126.83,71.6915,315.011,302.262,225.466,185.414,221.78,234.584,124.014,202.406,0.415747574,0.0,0.0,0.0,190.494,151.9,86.5999,380.985,430.751,0.727995864,0.782960892,53.81777,-0.25,7.31672,1.0,15.3715
0.00856923,0.849935,0.0484449,1.55598,0.0238814,0.0284907,0.250944,1.19284,0.018429,0.168259,0.0,0.0,0.0,0.0,0.0,1.83536,0.0109455,0.00935462,0.0460384,0.0216129,0.005631717,0.170952082,2057.23092,1.0437999999999996,12.3815,11.91,62.6303
1.29438,3.29222,1.17101,8.98615,3.87557,2.35123,4.56702,5.01219,10.5698,17.9241,17.3293,0.0,0.0,0.0,0.0,6.20136,2.4473,1.07168,44.1583,13.0174,0.425084301,0.831385493,110.18988,-0.42,7.59359,7.0,3.73913
25.1754,14.6405,11.5051,33.5163,35.6133,34.3053,22.8653,29.0015,34.6798,44.3367,10.1368,0.0,0.0,0.0,0.0,41.3849,26.0117,10.8226,28.4361,33.4053,0.987412495,0.786468923,9.87647,-0.29,10.7611,1.0,11.3919
7.49827,6.60318,12.4646,26.985,24.2479,35.5137,26.2902,18.1798,20.1097,16.1853,14.8675,0.0,0.0,0.0,0.0,20.2189,15.0878,7.24931,11.7242,15.5881,0.987642967,0.718624055,28.86459,-0.34,5.87758,2.0,18.9193
12.7999,15.8572,15.999,139.255,51.9873,27.1196,16.3351,55.6569,206.603,11.5646,703.139,0.0,0.0,0.0,0.0,34.507,38.982,32.9602,38.0139,11.5035,0.769282968,0.831385493,141.04803,-0.67,7.64735,9.0,6.50566
17.9564,23.4943,25.9867,78.1957,83.7044,138.851,65.1134,24.0792,25.2661,22.5265,20.4894,0.0,0.0,0.0,0.0,37.1645,84.8915,7.82982,12.9306,25.0146,0.978746962,0.72829324,15.79241,-0.1,7.19828,0.0,86.222
25.0679,27.9239,24.4781,56.3441,47.2553,22.6507,28.0822,52.5566,73.4167,111.691,42.5474,0.0,0.0,0.0,0.0,64.5916,32.967,12.5979,24.2369,40.9826,8.51e-08,0.196595117,3502.02917,0.16,11.021,5.0,12.9285
13.0171,10.892,8.60874,15.4717,15.791,14.2838,16.7895,15.8982,15.0922,36.4385,2.20559,0.0,0.0,0.0,0.0,28.5562,18.6917,15.2022,20.1789,19.8356,1.55e-06,0.215832233,1121.4071967,0.33,9.20275,5.0,25.6623
10.2855,12.5871,10.3198,17.4372,59.1928,15.1787,12.3727,6.17977,40.067,19.8891,1.07352,0.427016488,0.0,0.0,0.0,36.2916,8.24624,12.3718,0.796268,1.42731,8.22e-07,0.713784814,2305.0631,-0.05,10.6463,46.0,12.5204
117.07,45.2199,12.831,109.366,60.4047,37.0377,52.11,40.6028,61.3095,14.7947,81.8357,0.0,0.0,0.0,0.0,64.6923,38.2317,25.2679,47.9005,36.8186,5.36e-11,0.170060128,457.27798,0.51,9.68131,9.4,30.2057
1.28029,1.58866,2.09074,1.60669,1.83309,3.1006,1.46516,1.8754,0.999285,3.09616,0.0787735,0.0,0.0,0.0,0.0,3.97469,2.89613,1.62181,3.08871,2.55844,0.15486755,0.148215801,381.94202,0.2909,10.5184,7.58,18.2183
1.56779,0.520333,0.530102,0.424511,6.19089,49.2827,4.66879,0.742591,0.315727,2.40769,0.0539871,0.0,0.0,0.0,0.0,0.604129,0.48733,0.101006,0.0433945,0.387289,0.069626696,0.19890669,24.15406,0.010399999999999996,9.06245,12.0,15.8139
2.00135,8.7783,2.82079,5.60055,43.4359,4.25494,3.6294,7.76636,5.157,6.30726,0.018082,0.411483384,0.0,0.0,0.0,0.772892,3.00027,14.5635,0.244406,1.4829,0.014880157,0.231108725,63.51257,-0.12,9.014919700000002,14.0,12.302512400000003
0.068079,0.0478972,0.126679,0.509464,0.154654,0.160625,1.48546,1.26585,1.35974,5.41024,0.121112,0.0,0.0,0.0,0.0,0.0502737,0.169792,0.0364941,25.0474,11.2835,6.16e-26,0.347488642,4776.21455,1.76,6.79263,8.0,46.241
14.6701,19.1849,15.6453,52.2052,62.7268,55.7455,30.3128,33.711,44.5312,61.1235,8.03245,0.0,0.0,0.0,0.0,28.4622,24.6807,7.4363,45.8032,39.9873,1.37e-18,0.214146644,833.4544,0.17,7.73433,5.0,11.9334
2.4196,2.03786,2.06188,7.48028,9.59535,8.86057,9.93762,6.04015,5.62366,7.86787,1.73702,0.0,0.0,0.0,0.0,5.71782,3.16922,1.27555,12.3991,4.01061,0.999998682,0.661956608,267.59066,0.25,7.04085,5.0,36.132
10.1588,10.4395,13.2302,18.3178,20.8474,17.0053,19.5921,15.5457,20.2293,25.9997,4.89505,0.542326145,0.0,0.0,0.0,28.4556,17.3326,7.49218,34.3654,32.1132,0.040130598,0.407012284,1511.84536,0.12,9.68963,7.02,15.7451
20.8478,38.6815,26.0751,54.0282,66.5111,63.7715,44.3073,53.3135,60.6155,85.8687,22.8855,0.0,0.0,0.0,0.0,73.7365,37.7206,21.8757,45.8835,35.5349,0.988495913,0.738502383,488.90283,0.28,7.3888,4.31,28.4802
87.9883,94.0539,29.8044,235.333,279.273,540.673,142.12,129.127,133.328,80.8822,9.02834,0.0,0.0,0.0,0.0,384.894,223.803,108.153,58.602,120.551,0.998533107,0.71101737,746.86669,-0.95,8.85177,2.0,8.85885
10.7767,6.80806,6.17979,45.8573,15.7805,11.8028,12.3393,10.7448,12.116,16.5384,9.62562,0.0,0.0,0.0,0.0,26.7845,13.9287,4.63452,15.4093,11.3276,0.967333743,0.605333805,269.18999,-1.61,9.3646,34.0,8.30596
39.7286,63.638,34.2265,112.383,65.4935,52.0211,90.1162,88.1481,117.714,117.847,203.854,0.0,0.0,0.0,0.0,148.595,112.31,45.5618,58.9521,74.5799,0.988131751,0.745261848,8.62148,-0.36,9.509765,5.0,27.3344
12.4638,4.41867,1.93429,33.9774,51.1618,61.0128,9.65801,27.7686,28.3431,29.8836,6.45186,0.0,0.0,0.0,0.0,35.2824,9.30781,5.56495,10.6695,53.2642,0.999564592,0.638582647,159.00297,-1.66,7.56223,13.0,9.74787
32.5851,20.9091,19.3972,45.6625,62.4857,70.932,32.5234,27.0318,33.7321,62.7848,8.52551,0.0,0.0,0.0,0.0,64.5298,55.2381,34.5714,73.9697,82.2048,0.745162923,0.474331677,41.65693,-1.02,8.56441,0.0,22.3226
11.0027,10.2799,8.94925,24.2633,33.7462,36.2383,12.4155,13.5499,14.5293,29.8345,4.04825,0.0,0.0,0.0,0.0,26.7272,19.2362,10.001,15.8544,22.602,0.999862272,0.824708164,5321.63293,-1.0,7.65264,0.0,10.7671
562.338,735.012,671.195,3282.17,1447.09,920.049,1270.35,2274.14,3470.39,155.662,3025.32,0.415747574,0.0,0.0,0.0,715.701,1163.97,239.341,4414.42,1145.58,0.856561948,0.503677845,821.1769567000001,0.1,8.36845,5.0,53.7323
100.415,36.4572,17.8519,89.7852,67.4857,41.5047,92.066,25.8889,21.314,53.5233,6.01272,0.371855935,0.0,0.0,0.0,49.004,36.2492,32.3798,1.6014,89.8826,0.53203443,0.73427856,2633.8734,0.11,7.34096,2.0,13.0384
9.82442,12.0582,7.69851,24.5986,20.4936,44.5677,17.4907,18.8724,20.9962,42.0278,3.1879,0.0,0.0,0.0,0.0,24.7585,28.9151,6.53141,20.4077,14.1807,0.991930032,0.571837127,580.11257,-0.93,6.29499,1.0,2.16184
0.949749,1.7252,0.452676,7.05924,3.74278,0.907274,1.02705,2.89062,10.5572,1.02986,0.621282,0.0,0.0,0.0,0.0,1.46237,1.32869,1.94825,14.0968,1.09405,0.030761382,0.5368343,1760.70624,0.08,7.56097,0.0,5.59658
15.7417,10.2439,10.5568,35.342,47.652,51.6486,22.6994,30.2246,33.3537,33.52,6.44233,0.849859053,0.0,0.0,0.0,38.4595,29.0996,15.7145,62.6963,68.0509,0.999999563,0.858686686,88.97635,-1.61,12.1873,7.0,27.3159
7.11963,10.5321,6.01897,15.9256,26.7891,26.6963,11.7918,12.0723,11.2573,36.162,2.1825,0.0,0.0,0.0,0.0,34.1357,17.3666,7.82829,11.1456,17.0321,0.000141017,0.415125638,2325.46088,0.11,11.7438,13.03,4.5742
16.1283,22.5992,10.4759,34.3245,52.9697,64.7854,21.2801,21.9723,19.4935,26.4894,4.14496,0.332045111,0.0,0.0,0.0,33.6006,67.0576,8.58617,45.5731,31.8739,1.71e-11,0.208481908,258.16382,0.17,7.02284,12.0,11.9811
17.7903,2.12193,19.8034,2.48241,5.4792,2.40993,1.74535,2.42006,1.60815,6.37533,0.288875,0.0,0.0,0.0,0.0,7.8164,21.2878,1.70514,0.395595,0.655736,1.83e-13,0.146139458,109.59768,1.69,6.75677,17.0,22.95665
1.54382,0.579489,0.273677,1.91148,9.24,7.16136,1.44969,2.54268,5.95698,4.4088,0.636974,0.0,0.0,0.0,0.0,26.1234,1.56868,19.8314,0.205567,0.431411,0.890710075,0.806020379,2832.62632,-0.6,8.40996,3.0,9.16846
6.79924,6.7395,5.27004,7.42008,8.45095,18.2134,6.29185,6.37972,11.1927,6.77337,3.3056,0.0,0.0,0.0,0.0,17.096,7.78421,9.58938,3.2864,6.06777,1.76e-05,0.212742656,103.96446,0.48,9.48612,2.0,8.86081
119.052,112.634,103.236,218.618,289.903,137.878,316.415,63.2685,40.7651,29.6134,41.455,0.0,0.0,0.0,0.0,172.67,122.072,35.7356,166.347,41.2675,0.941607018,0.824708164,37.76023,-0.31,13.66935,3.0,31.5154
0.149934,105.675,307.294,0.209872,2.197,0.305792,0.184845,0.170372,0.0569879,0.821909,0.0272307,0.0,0.0,0.0,0.0,0.986619,0.430192,0.229372,0.0192761,0.059522,0.000316952,0.226362213,1865.32323,-0.05,12.0364,35.0,10.1596
8.57147,13.9398,10.8474,26.9902,27.0096,16.7996,29.6539,15.5647,33.581,20.851,10.0765,0.0,0.0,0.0,0.0,30.6832,20.4803,26.1567,42.7995,32.0067,0.05602493,0.513523757,368.19948,0.15,8.70611,2.0,31.3899
14.4428,9.37498,11.8763,38.7032,35.8209,27.8021,23.5256,26.844,30.0354,17.0996,17.8694,0.0,0.0,0.0,0.0,15.2982,16.6526,6.28822,34.2839,34.3914,1.69e-05,0.474728644,3900.56272,-0.34,10.8285,5.0,4.305485
7.06676,11.0443,7.90774,14.2195,14.112,17.6431,12.7641,24.0828,14.2369,13.3131,3.56126,0.0,0.0,0.0,0.0,16.7673,22.5882,7.05728,40.6603,22.0476,0.000218975,0.289670914,64.03435,0.46,8.59301,14.0,54.8188
44.5167,66.0311,49.613,142.203,159.032,171.8,115.01,111.025,150.807,175.572,67.5286,0.0,0.0,0.0,0.0,152.142,92.3797,42.3878,148.857,100.876,0.99953088,0.422697425,1065.99604,-0.02,7.90259,4.0,60.2164
10.1912,13.2545,6.09906,26.0721,31.9259,27.453,28.6931,21.5058,23.4291,41.9301,8.94113,0.0,0.0,0.0,0.0,22.8454,18.3494,17.4917,33.5311,27.9603,0.944865043,0.674044609,274.30815,0.35,6.37873,50.0,35.1498
14.111,31.2085,17.8554,46.5147,50.2039,54.1467,35.8096,27.1706,27.2583,266.728,15.2859,0.608580619,0.0,0.0,0.0,297.664,48.6848,84.1332,20.8197,32.4608,0.008525411,0.327572614,114.98915,-0.18,7.11635,16.0,13.0755
3.9095,3.38147,2.59294,8.12693,11.2343,8.6146,6.00384,7.48296,10.5771,12.8819,1.45485,0.0,0.0,0.0,0.0,8.35664,5.68721,3.85821,15.9286,15.8194,9.83e-05,0.488307536,886.7358724,-0.6,3.96816,11.0,53.5593
0.476553,0.330109,0.0,1.28453,0.674366,0.397479,0.321778,0.756209,0.465186,0.0,0.0,0.0,0.0,0.0,0.0,0.521786,0.223525,0.27582,0.0,0.0,0.830646789,0.695549965,17.68431,-0.23729999999999987,9.10409,13.91,15.1049
93.0114,90.1565,76.3847,141.396,149.156,104.114,111.689,90.2658,90.4298,95.2739,54.4379,0.0,0.0,0.0,0.0,105.045,123.587,93.9911,169.485,168.117,0.173985957,0.554419458,360.1107509000001,0.06,7.33982,8.0,40.7784
8.58851,12.2736,6.00821,23.0893,34.2226,36.4675,16.3757,26.2026,27.1801,24.3825,4.43768,0.0,0.0,0.0,0.0,39.4156,15.4375,9.94803,29.8395,27.7288,8.69e-07,0.575333595,63.10137,-0.5973000000000003,3.984395,5.0,15.1247
173.92,30.7397,1605.02,310.894,197.521,223.171,64.0251,258.414,3.99648,20.2869,0.931508,0.404634202,0.0,0.0,0.0,26.6876,420.012,18.375,1.317,118.39,0.999590151,0.639925539,457.09361,-1.69,7.410665,21.0,4.61663
6.92813,7.12023,8.42083,73.4612,28.4316,7.8311,2.87781,7.06198,52.9275,5.11814,378.578,0.0,0.0,0.0,0.0,87.9572,11.2227,1.54828,1.20426,3.08411,0.000416366,0.212742656,26.00885,-0.6,6.22199,1.0,6.23979
0.0824882,0.373508,0.0442773,0.173039,2.87648,0.168671,0.158938,0.111932,0.239614,18.4449,0.0,0.0,0.0,0.0,0.0,0.503032,0.14274,0.99433,0.0,0.34263,7.28e-10,0.180262446,1131.5222052999995,0.2689999999999999,7.894915,4.0,13.57675
7.77941,21.4814,32.4636,21.3012,13.5283,18.4244,6.76597,18.5056,10.8357,46.7061,2.13735,0.0,0.0,0.0,0.0,30.9775,12.4189,8.4283,4.3919,3.85103,0.005746769,0.123297259,58.30376,-0.27,11.6469,0.0,12.4919
15.3659,2.04289,0.814595,4.51364,8.94479,9.92522,1.5982,2.38488,3.48551,29.98,0.130237,0.0,0.0,0.0,0.0,14.5427,4.40874,4.01059,0.211865,0.488915,4.53e-09,0.423039019,6172.51432,1.53,7.79697,14.0,15.1028
126.378,4.81265,4.90887,367.544,268.032,110.969,100.614,53.3129,101.387,21.4049,0.615947,0.597538207,0.0,0.0,0.0,6.35668,6.28175,4.26531,3.89939,889.862,0.018707972,0.769165754,11.5877,-0.32,7.96358,3.0,31.1749
3.74567,3.2225,1.56801,14.6766,13.8754,7.24171,6.93937,9.72718,14.722,28.8845,16.1771,0.0,0.0,0.0,0.0,4.73583,4.84354,4.81959,28.6181,13.4432,0.006787357,0.673698902,223.45333,-1.04,5.2824,3.0,24.2154
16.7248,17.7231,4.16775,39.0313,53.3814,56.5173,14.3674,29.6083,31.3827,10.3334,13.5888,0.0,0.0,0.0,0.0,58.776,35.5406,70.5759,56.0173,42.262,0.610925096,0.663794339,40.22071,-0.17230000000000004,6.54028,0.0,17.6277
1.03291,0.615956,1.31353,2.81171,2.56901,2.58184,1.44345,2.57785,4.34399,14.1688,0.493728,0.0,0.0,0.0,0.0,1.91791,1.44519,0.533422,17.9754,5.49225,0.28613179422410234,0.49796152030999996,641.4277498000001,-0.13660000000000003,3.20915,6.27,43.757
0.0175094,0.0537136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309527,0.0,0.0,0.0,0.0,0.0,0.0819348,0.0,0.0753597,0.0,0.0,0.017408483,0.505793989,175.0724,-0.13,7.856190250000009,2.0,16.32966495
0.0833098,2.69919,0.840157,7.79514,0.285199,0.134903,1.78198,7.38632,0.291335,3.11906,0.267219,0.0,0.0,0.0,0.0,0.0997921,0.156042,0.120032,1.13767,2.98772,0.087740002,0.412388772,6.54338,0.3,10.0033,4.0,21.7908
0.275748,3.60736,2.4226,21.4548,3.36058,1.50437,2.90804,7.38847,14.4132,1.59252,0.538253,0.0,0.0,0.0,0.0,0.205869,4.98549,0.0,0.0843648,0.0,0.042812014,0.111908376,5.68144,0.28,3.54398,5.0,15.147726199999997
0.138012,0.145314,0.439879,0.883298,0.477042,0.37481,0.275058,1.31538,4.47194,0.406262,1.14259,0.0,0.0,0.0,0.0,0.412781,0.190577,0.0800099,0.303597,0.798221,1.91e-05,0.123297259,20.99906,-0.07,6.42555,6.45,8.72307
6.13443,0.711282,0.0944556,7.76926,7.45714,1.09423,3.29828,0.934546,2.07432,23.0492,0.0345247,0.0,0.0,0.0,0.0,0.17626,1.33593,0.0777846,0.0268676,0.0239718,0.029935109,0.211700186,133.91687,-0.29,9.13923,2.0,11.667375399999992
80.182,0.81056,3.41992,43.404,27.0984,2.25926,10.8302,15.9939,106.582,2.5218,16.5683,0.0,0.0,0.0,0.0,1.19098,6.44462,0.50319,0.161068,0.584006,8.309999999999999e-46,0.436840415,678.68388,-1.7,5.09369,30.0,9.56953
5.27922,5.07164,5.54731,14.743,16.2438,17.6763,15.8839,11.875,12.8381,22.3649,6.78049,0.0,0.0,0.0,0.0,11.3804,9.39793,2.48871,30.2864,21.3004,0.999991813,0.79590714,241.23657,-1.17,7.74338,5.0,5.9798
2.63192,2.59026,1.9184,7.17326,8.90359,10.2875,7.5199,5.55955,6.40553,7.48491,1.53447,0.0,0.0,0.0,0.0,5.26939,3.68508,1.72363,12.3475,7.35348,0.577650481,0.488307536,656.55651,-0.58,8.29593,5.0,7.558
74.7343,59.5473,54.2047,201.494,179.453,261.287,238.885,117.099,37.0049,73.9433,23.1257,0.454861888,0.0,0.0,0.0,127.376,65.3594,12.3837,228.969,375.177,0.027202551,0.581228554,899.40808,0.46,9.63636,1.0,33.9835
26.4896,22.4812,24.0626,77.819,138.376,104.613,66.7813,58.7163,71.2837,49.4729,57.1666,0.454861888,0.0,0.0,0.0,45.9071,49.699,39.6937,62.6482,27.2533,0.847005306,0.782960892,2616.41863,-0.01,13.9924,0.0,41.7726
1.52452,26.5286,18.4239,8.85603,0.64073,1.78656,3.33724,17.8646,10.8252,2.49582,26.9992,0.0,0.0,0.0,0.0,6.04516,12.9764,0.151024,2.81883,0.177154,0.658400055,0.570427001,629.0016,0.22,8.96698,28.0,13.201016000000006
0.0271947,0.0191116,0.11747,0.114933,0.0280806,0.0,0.0189035,0.0554329,0.062983,0.193771,0.0,0.0,0.0,0.0,0.0,0.308334,0.410003,0.0,0.0,0.0,0.029580258,0.234216228,75.72401,-0.4,7.31706,1.0,16.324592399999986
0.139465,0.120739,0.256452,3.46135,0.0538231,0.0344023,0.0317035,0.364074,8.62236,0.156015,58.8404,0.0,0.0,0.0,0.0,0.107668,0.059884,0.0392805,0.00909289,0.0,1.5e-07,0.138881207,69.72688,0.42,8.352430400000001,102.0,19.52967584999999
0.390301,0.396764,0.523306,8.81168,1.79863,0.282502,0.283483,2.53464,48.3279,0.340793,86.3617,0.0,0.0,0.0,0.0,0.459275,0.633895,0.105788,0.0,0.0,1.68e-06,0.111908376,743.97705,1.02,8.078185100000006,3.0,12.815029799999992
0.0233512,0.0358759,0.0635646,4.3877,0.0350101,0.104094,2.50956,30.684,0.10673,0.621665,0.057617,0.0,0.0,0.0,0.0,0.138759,0.0884003,0.0178974,0.042266,0.0705379,3.67e-05,0.193952069,525.99201,1.92,8.048187949999997,10.0,15.356150099999995
0.0646507,0.0556625,0.146663,258.63,0.0638957,0.117099,6.21777,8.17646,1.29188,0.331798,6.79668,0.0,0.0,0.0,0.0,0.205944,0.0690121,0.0305566,0.0478043,0.0991532,0.191109811,0.277726054,32.11486,-0.05,9.007360450000002,52.0,15.529564999999996
0.0,0.0321168,0.0341601,0.0865556,0.0,0.0494977,1.32819,0.158362,0.0514131,0.316702,0.0325975,0.0,0.0,0.0,0.0,0.0507289,0.0338007,0.0,0.0231044,0.0,9.14e-07,0.111908376,239.82924,0.97,6.876398700000003,146.0,21.200967749999986
0.0390391,0.0389741,0.0568436,1.23686,0.0182516,0.0167096,0.011895,0.0249993,2.47296,0.163429,13.6464,0.0,0.0,0.0,0.0,0.0536471,0.0257316,0.0345429,0.0,0.0,1.25e-07,0.111908376,214.00768,0.22,7.678769799999999,9.0,16.629703099999993
1.04832,2.21668,72.5413,16.8831,7.76748,1.0882,132.824,14.1991,8.83236,1.57102,21.3192,0.0,0.0,0.0,0.0,2.6386,1.9595,3.89691,0.177151,0.550248,0.46551254972875,0.5588164249499998,9.16298,-0.3455000000000002,7.16937,9.69,8.56453
2.72865,3.79113,1.7596,1.9089,2.40242,7.64395,2.50642,3.92907,3.28046,3.17883,0.548206,0.437177417,0.0,0.0,0.0,158.004,2.43557,0.891438,1.70553,1.69456,6.34e-05,0.271480918,277.82312,-0.1116,10.9444,13.93,14.185127999999999
2.14147,7.66069,1.2208,15.4331,0.942054,0.809745,23.7203,2.94346,4.18577,2.87316,0.200592,0.0,0.0,0.0,0.0,12.7156,0.80807,0.177232,0.61337,0.0662945,0.999990747,0.638582647,7612.06127,-2.82,7.64129,6.0,10.1285
2.18262,2.4193,1.47413,7.76759,17.6122,9.81249,5.79166,6.44354,7.62095,19.9948,1.87296,0.0,0.0,0.0,0.0,7.20804,5.65524,3.7775,21.2912,11.6615,6.63e-06,0.437667578,61.158,0.02,10.9406,14.0,5.12766
0.105119,0.104682,0.0750416,0.996892,0.295166,0.161088,1.53813,2.8764,2.22285,21.5003,0.398697,0.0,0.0,0.0,0.0,0.417783,0.609342,0.0366228,54.0306,23.0661,1.3e-07,0.561549425,2637.09733,1.62,9.48968,0.0,25.0397
28.4398,18.5425,11.9302,34.7606,23.0403,58.8917,24.2332,47.545,35.5257,14.3123,30.5756,0.0,0.0,0.0,0.0,101.975,31.8268,13.414,27.8793,40.2486,1.6e-05,0.394194305,373.76189,0.27,12.0835,3.0,22.2278
2.03605,0.189058,0.0602639,0.4778,26.8217,2.52006,0.583294,0.497685,0.197681,28.2312,0.0655633,0.0,0.0,0.0,0.0,14.5995,0.332102,53.4729,0.0836016,0.593053,0.045457044,0.317846656,8.47404,-0.67,5.10748,5.88,8.29942
7.69983,18.2743,25.3744,25.4093,47.2204,34.3745,48.232,16.1665,22.3797,17.7853,12.3147,0.0,0.0,0.0,0.0,29.3791,10.5703,18.1453,28.2399,1.46892,2.04e-13,0.169639766,3493.40433,0.09,7.27188,27.0,7.74825
10.7759,3.1377,2.70317,9.55597,11.0457,15.7571,18.9176,12.6582,3.31033,9.23561,1.74424,0.0,0.0,0.0,0.0,6.13562,7.59366,3.9525,26.9331,22.5253,0.684541332,0.594537318,125.72577,0.22,7.41196,3.0,8.14691
32.0601,1.48695,403.205,180.276,31.1952,18.7374,10.5529,8.89086,25.9705,6.60252,12.5852,0.0,0.0,0.0,0.0,2.81719,7.22951,0.342374,0.139973,12.2821,6.77e-14,0.152543604,1302.69006,1.91,8.186523550000002,15.43,14.9464003
0.421506,2.62764,2.3481,2.94178,0.372596,0.295533,0.384117,1.10322,34.9745,0.662061,1.23745,0.685634875,0.0,0.0,0.0,4.0797,2.10807,0.299207,4.94652,0.0899769,5.18e-12,0.123297259,320.75729,-0.06,7.03343,3.0,26.2796
