,wgEncodeBroadHmmHuvecHMM.count,IPA_BP_annotation,IPA_Activity,GDI_Score,betamax,Fallopian Tube_GTExTPM,Heart - Atrial Appendage_GTExTPM,Kidney - Cortex_GTExTPM,Liver_GTExTPM,Pituitary_GTExTPM,Testis_GTExTPM,Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,humanscore_Exomiser,mousescore_Exomiser,fishscore_Exomiser,HIPred,pLI_ExAC,SDI,BPlabel_encoded
0,56.0,1.0,1.0,117.11773000000001,0.4561,18.294,7.48648,1.05469,8.69046,2.3750299999999998,0.506314,2.63463,1.91818,0.0393093,0.0,0.884429274,0.0,0.670620084,0.000700543,4.77784717,1
1,1.0,0.0,0.0,1512.78445,0.08670600000000002,347.82730889399994,1203.9375459,85.08325902200005,82.50855656999997,165.33119400000015,79.11195339999998,69.89089740000001,37.9226802,77.90317531000002,0.29440444264000004,0.00395367293,0.0,0.5449353662500005,0.3518648826012001,6.822910102699996,3
2,357.0,0.0,0.0,12.38694,-0.43799999999999994,71.05865099999997,66.44110459999997,63.74606102200003,69.67324321999996,54.71660199999997,55.95858645999999,60.337108000000065,46.09402000000001,70.86391689200002,0.05522742567999999,0.012444445859999998,0.0,0.66811868408,0.6532957514040005,14.328769850399999,3
3,24.0,0.0,0.0,1095.2409699999998,0.6259,73.45323900000005,73.53374719999997,62.96733602200005,85.69216700000003,57.64183149999998,63.61844140000001,51.43331119999999,30.56413930000002,56.49559365999998,0.07659416864,0.039972889690000006,0.0,0.60915916889,0.37550244706079977,6.1200328116999945,3
4,966.0,0.0,0.0,332.05359,0.4141,70.393748,71.71675919999997,60.94263204400004,73.86540963999997,49.55282949999999,63.03554609,54.83509150000002,35.49553780000001,60.65224457200003,0.10494137290999997,0.00790734586,0.0,0.6450001621599999,0.6246228677916001,6.6142338317999965,3
5,162.0,0.0,0.0,371.98567,-0.2965,60.52311699999999,66.13999499999996,53.080387044000034,70.39392021999997,47.58932849999999,56.859539399999996,52.81726200000002,40.35565000000001,66.5676543,0.0,0.00477882401,0.0,0.61147000497,0.43535288624760016,5.448896642699998,3
6,290.0,0.0,0.0,0.61257,-0.2878,70.02880499999998,77.36294699999998,66.55627402200007,69.52344421999996,57.46047899999998,70.78675869999998,65.15693600000003,49.36911360000005,80.59949285000005,0.00957427108,0.0,0.0,0.6659863115299999,0.6298791156576005,14.664224556300008,3
7,104.0,0.0,0.0,1535.52979,-0.3792,70.13947999999999,65.36667399999996,57.683404044000035,69.25039441999996,54.81877649999999,57.21786410000001,53.11110400000001,39.62870509999999,58.33053598999996,0.028722813239999995,0.01257134325,0.0,0.6412181739200001,0.4663045553432004,6.927992543899999,3
8,6.0,0.0,0.0,2.95899,-0.3115,69.84064209999997,65.66821599999997,55.187046000000045,55.80851532999999,52.836611999999974,72.93508,60.49946200000004,44.04838570000002,67.61551072000002,0.00957427108,0.0,0.0,0.5837805707700002,0.4502964807168005,8.7151746082,3
9,1399.0,0.0,0.0,12.51592,0.4977,72.16527100000002,80.30584299999998,65.97598502200005,80.99287921999998,62.61230299999998,74.81711498999998,63.452786500000066,45.44480480000003,79.50981568200002,0.22915410813000006,0.014336472030000002,0.0,0.6290338971099998,0.6103388075452006,14.7827197872,3
10,210.0,0.0,0.0,171.18661,-0.3834,62.547358,62.84968329999998,56.73240904400002,75.48366710999997,48.3800365,52.9571971,53.97222000000002,39.4612466,64.85192515,0.0,0.03896201502,0.0,0.64219800507,0.5502858779400007,6.6552119420999984,3
11,261.0,0.0,0.0,4573.515329999999,-0.4349,75.28433000000003,69.47271399999995,56.66847804400005,56.76762092999999,57.80728649999998,61.439270799999996,120.71375500000002,48.5468666,58.01235041000002,0.09295526774999996,0.04877158062,0.0,0.62652274979,0.6205228384960005,13.550054673699998,3
12,21.0,0.0,0.0,31.188159999999996,-0.22899999999999998,226.593004,73.31978790000002,57.18391400000005,53.943563899,108.39834659999997,75.73653440000005,63.610246,41.035923600000025,68.65356134700001,0.0,0.0,0.0,0.146139458,0.050466464,3.8728217139999987,3
13,846.0,0.0,0.0,3024.54248,0.4032,82.48806600000003,79.48195719999998,57.97572704400006,56.07597403999999,61.90052149999997,65.29580919000001,118.88445449999998,42.7042873,65.23922056999996,0.12379343473999994,0.01182123614,0.0,0.6301213436499997,0.5872224860948004,8.786770999699996,3
14,30.0,0.0,0.0,2440.91385,0.2594,78.725093,73.61246119999998,58.30929402200007,73.11093430999998,55.1990855,67.94943920000001,115.77995719999998,35.85299570000001,58.27093216999996,0.08953981428999999,0.021062842430000003,0.0,0.6643000113099998,0.4648524548550002,8.862771053400001,3
15,66.0,0.0,0.0,1631.4976900000001,0.1789,75.26211400000003,68.43918219999996,56.481870022000024,66.38660181999998,54.2284645,63.06879690000002,51.90391400000002,40.2735277,55.20219904999996,0.0,0.00873249694,0.0,0.6537816380599998,0.4666849327656002,7.6970781684999965,3
16,105.0,0.0,0.0,86.29137,0.3539,68.96674799999997,67.62941319999996,56.685766022000024,77.57188861999997,48.1299935,66.79295150000002,54.15105650000002,36.41875260000001,71.84632288999998,0.0,0.00477882401,0.0,0.6766953953199999,0.5649309807586005,6.5802326968,3
17,176.0,0.0,0.0,10.46141,-0.4437,71.41187899999998,63.82913299999996,59.03065202200003,70.77436521999995,53.22954699999998,56.59595629999998,60.085602000000044,43.442694,75.07278491000005,0.02675740126,0.02604436387,0.0,0.6804779688599999,0.6365416673740006,10.370656439799998,3
18,135.0,0.0,0.0,0.31035999999999997,1.0733,79.96541400000002,78.96982120000001,64.44785204400003,77.74370010999998,59.917422,73.97708859999997,60.65883650000005,42.798236400000036,89.72867420000004,0.017183130180000002,0.023429106860000003,0.0,0.6656640087099999,0.5855242143576004,9.828969503599998,3
19,115.0,0.0,0.0,7.54913,-0.4311,69.85822299999997,64.65606199999996,60.290272022000025,69.70117721999995,53.578441999999974,60.81929989999997,60.62667000000005,43.98509960000001,77.13285921000002,0.00957427108,0.0251813869,0.0,0.6756293028399999,0.6252330775000007,10.107323085199996,3
20,80.0,0.0,0.0,139.59497,0.5089,34.6796,7.296530000000001,16.2436,41.5886,23.8061,7.19681,17.6493,9.653030000000001,12.062000000000001,0.0,0.0,0.0,0.123297259,1.82643e-05,2.791132398300001,1
21,17.0,1.0,0.0,1006.9095,-0.433,3.49419,2.9232299999999998,3.8524,0.520167,12.4842,112.34100000000001,3.1546,1.00705,0.157691,0.8162841409999999,0.9306270059999999,0.0,0.158249199,4.632830000000001e-18,7.94256213,1
22,269.0,1.0,0.0,62.69651999999999,-0.5859,5.08615,1.82702,3.5446400000000002,4.6432,0.807384,3.1208299999999998,2.6396,0.778696,0.20925300000000002,0.0,0.514240382,0.0,0.238498077,0.00024436900000000003,2.80622297,1
23,266.0,1.0,0.0,95.03749,0.2683,0.22541599999999998,14.5952,0.914839,0.182195,0.31352199999999997,1.23019,0.13308699999999998,3.85523,0.6053,0.0,0.5706635320000001,0.0,0.4244651433400001,0.13732001353522022,2.91936788,1
24,52.0,1.0,0.0,2513.68991,-0.3705,3.74804,3.47341,0.41986899999999994,3.4057800000000005,0.46190200000000003,0.649181,0.550471,1.16925,0.6728350000000001,0.0,0.8387322209999999,0.0,0.668925405,0.476493104,10.75900262,1
25,198.0,1.0,0.0,587.2068,-0.284,10.9731,138.197,28.7566,1007.43,27.320999999999998,10.2313,19.1442,207.47799999999998,0.15193800000000002,0.957427108,0.905486233,0.0,0.172807097,1.57429e-09,4.7137448,1
26,38.0,0.0,0.0,17.52078,-0.4952,63.1979,19.7588,23.8201,28.1895,53.6259,43.5993,32.7289,12.5824,46.2769,0.0,0.0,0.0,0.831385493,0.9978162070000001,8.7600131,2
27,104.0,0.0,0.0,264.70005,0.3519,213.26239,72.0839791,55.910375022000046,54.473215550000006,112.1226228,72.66825890000005,59.50237400000001,34.44193720000001,63.748351547,0.00894080968,0.01989327792,0.0,0.146139458,0.15946756,4.334464919699999,3
28,98.0,0.0,0.0,722.18127,0.2755,70.316153,65.65532819999997,52.98828404400003,72.92014581999999,49.997785999999984,65.43080820000003,51.913566500000016,32.761476800000004,52.16470881,0.01851508076,0.01268616987,0.0,0.5994530709399999,0.38085622542500014,5.638254304599994,3
