wgEncodeBroadHmmHuvecHMM.count,IPA_BP_annotation,IPA_Activity,GDI_Score,betamax,Fallopian Tube_GTExTPM,Heart - Atrial Appendage_GTExTPM,Kidney - Cortex_GTExTPM,Liver_GTExTPM,Pituitary_GTExTPM,Testis_GTExTPM,Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,humanscore_Exomiser,mousescore_Exomiser,fishscore_Exomiser,HIPred,pLI_ExAC,SDI,Gene,BPlabel
86,1,1,378.07788,-0.6402,66.0365,30.779,5.32661,3.44507,12.0492,4.40311,9.92719,8.14818,0.321486,0.0,0.47773547899999996,0.0,0.603037536,0.24500080300000002,2.97531153,THBS2,probable
400,0,0,1053.74919,-0.4406,21.5988,3.95025,6.79405,15.0274,14.0308,30.9423,20.0687,3.09361,17.3454,0.0,0.0,0.0,0.288511723,8.14596e-06,1.9977004,TMCO6,probable
1,0,0,,,102.421,36.4719,30.684,11.6694,29.5908,12.5914,39.4418,42.2885,14.0279,0.0,0.0,0.0,0.30187729,0.997954015,4.93672721,TNFSF12,probable
670,0,0,15.3263,-0.6038,28.1616,5.80175,5.9639999999999995,6.86862,8.45352,14.8261,13.5,3.66265,72.9493,0.957427108,0.5706635320000001,0.0,0.831385493,0.912222953,13.71759198,TP53,probable
5,0,0,49.60335,-0.2484,11.0452,4.0262,5.40266,3.26322,10.5093,37.6496,7.2098,4.17741,9.92295,0.0,0.0,0.0,0.444217145,0.505141848,3.52306165,TRIM13,probable
407,0,0,4421.9007,-0.5121,11.9609,3.09327,3.20722,2.53493,9.56511,8.37325,3.86499,2.38963,6.7163,0.0,0.0,0.0,0.288511723,0.000375248,5.80132248,TUBD1,probable
39,1,2,2192.08637,-0.1704,0.806562,0.36990700000000004,0.573239,0.32723,0.5479069999999999,2.73371,0.9041600000000001,1.56965,1.09133,0.0,0.0,0.0,0.824708164,0.988510645,1.86907763,UBASH3B,probable
894,1,1,836.4590099999999,-0.8241,0.0168321,0.0,190.47799999999998,0.0,0.0,0.863823,0.0,0.0,0.0,0.0,0.0,0.0,0.20848190800000002,3.18086e-08,8.912730499999999,UMOD,probable
1932,0,0,,0.5183,167.28799999999998,54.9,68.0375,24.5387,284.869,97.4831,107.867,197.515,47.8366,0.0,0.0,0.0,0.598057508,0.837117601,27.232862400000002,VAMP2,probable
237,1,0,55.75589,0.5131,2.09882,0.8374149999999999,9.82517,0.334088,19.1386,1.51429,11.7527,0.0763366,7.898110000000001,0.0,0.959358571,0.0,0.7864689229999999,0.39212521200000006,4.75766587,VDR,probable
376,1,0,95.26536999999999,-0.4626,103.281,127.229,118.08200000000001,143.583,34.8442,8.800419999999999,56.1953,16.6194,74.4515,0.0,0.5283317679999999,0.0,,,7.87963926,VEGFA,most likely
38,0,0,763.76634,0.2687,2.44604,1.5824200000000002,1.31409,0.631509,7.48462,3.51689,1.48386,1.9349,0.951715,0.0,0.0,0.0,0.146139458,0.310171245,1.98266541,VN1R1,least likely
494,0,0,815.64192,-0.3141,0.0,0.0,0.0,0.0,0.0,1.8114299999999999,0.0,0.0321137,0.0,0.0,0.0,0.0,0.11190837599999999,0.00012156600000000001,1.98266541,VN1R2,least likely
392,0,0,69.86384,-0.3303,18.552,7.93443,12.6153,12.7032,11.4917,24.8907,15.4007,11.5025,12.1813,0.0,0.0,0.0,0.745582581,0.046391622,7.92940676,YES1,probable
357,0,0,467.93908,0.5820000000000001,,,,,,,,,,,,,,,,Z98049.1,least likely
62,0,0,54.21767,0.2805,6.764239999999999,1.40316,2.18024,3.3864900000000002,2.43897,6.498469999999999,1.1851399999999999,0.635257,1.5967799999999999,0.0,0.0,0.0,0.7926150559999999,0.27266724800000003,6.84360167,ZAP70,probable
58,0,0,205.6394,0.3799,,,,,,,,,,,,,,,,ZMYM6NB,least likely
1,0,0,10798.95885,,,,,,,,,,,,,,,,,ZSCAN5D,least likely
