wgEncodeBroadHmmHuvecHMM.count,IPA_BP_annotation,IPA_Activity,GDI_Score,betamax,Fallopian Tube_GTExTPM,Heart - Atrial Appendage_GTExTPM,Kidney - Cortex_GTExTPM,Liver_GTExTPM,Pituitary_GTExTPM,Testis_GTExTPM,Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,humanscore_Exomiser,mousescore_Exomiser,fishscore_Exomiser,HIPred,pLI_ExAC,SDI
211.0,0.0,0.0,435.3805200000001,-0.4933,0.143568,0.0250122,0.0202853,0.0103568,1.0724,1.01452,0.0973834,6.25615,0.0,0.0,0.5283317679999999,0.0,0.4210123120000001,9.67009e-05,1.98266541
1166.0,0.0,0.0,11.550999999999998,0.467,19.865,27.3795,17.8658,25.7132,40.9923,5.1755900000000015,27.445,13.8482,5.42097,0.957427108,0.0,0.0,0.830946863,0.238186362,8.79295894
15.0,0.0,0.0,19.37612,-0.2075,0.453172,0.164609,0.115444,0.122681,0.229788,0.454875,0.32263000000000003,0.0360517,1.87789,0.0,0.0,0.0,0.111908376,0.000639118,1.98266541
81.0,0.0,0.0,656.55651,0.373,9.05461,2.63192,2.59026,1.9184,5.2693900000000005,7.48491,3.68508,1.72363,12.3475,0.0,0.0,0.0,0.488307536,0.577650481,4.70997211
30.0,0.0,0.0,899.40808,0.3491,250.708,74.7343,59.5473,54.2047,127.376,73.9433,65.3594,12.3837,228.969,0.0,0.0,0.0,0.581228554,0.027202551,8.44786072
280.0,0.0,0.0,36.30666,0.5709,20.2885,7.9695,11.0944,19.4902,24.9136,119.375,30.3638,21.8036,23.6826,0.0,0.0,0.0,0.72829324,0.7870881470000001,0.0
18.0,1.0,1.0,371.5394,0.3012,27.3258,10.8362,10.4996,8.4081,35.3001,38.8683,17.9895,14.2754,18.5344,0.0,0.0,0.0,0.575333595,0.163974191,2.93429059
1.0,1.0,1.0,1257.0747199999996,-0.036984,1.28977,0.453873,40.9531,0.0989349,29.3917,10.7573,2.67652,0.100634,0.32817,0.0,0.853179975,0.0,0.13934290400000002,2.74928e-14,2.89489364
61.0,0.0,0.0,702.63417,-0.5387,11.4287,4.89891,3.20618,2.6642900000000003,10.7832,14.5914,6.68595,3.66137,6.25185,0.0,0.5040940970000001,0.0,0.757599056,0.998479651,6.46145605
8.0,0.0,0.0,13.65731,0.1981,2.02509,0.6608649999999999,1.3848200000000002,0.493971,1.23707,3.61168,4.6626699999999985,1.64451,0.537801,0.0,0.0,0.0,0.28995356,0.34722931700000004,1.96195718
66.0,0.0,0.0,215.89598,-0.2298,1.94545,0.52079,0.407144,0.5664399999999999,0.8398049999999999,4.20784,0.86415,0.8207260000000001,1.44676,0.0,0.0,0.0,0.26269474600000003,0.000349252,3.94830677
84.0,0.0,0.0,1311.19681,-0.175,0.07495,0.0,0.0,0.0,0.0270056,7.00215,0.0,0.0191211,0.0,0.01851508076,0.004313810820000001,0.0,0.13418486036000016,0.008853731181748434,1.8037538931999995
1.0,0.0,0.0,840.47456,0.15319399999999994,894.0038384880006,3045.199066300001,204.49666899999994,175.1111174899999,401.26420499999995,160.08622899999997,241.3800771999998,131.92751359999986,683.4055347799997,0.32835449751,0.012321804510000001,0.0,0.6144236591400003,0.3422973047982855,9.359569249800007
62.0,0.0,0.0,179.81605,-0.1597,158.11304200000004,85.74144199999994,83.6664320000001,84.79836399999996,110.18721699999998,91.07554119999999,89.79393900000007,44.19448519,110.31487201,0.02618815901,0.09924467793000001,0.0,0.65938178272,0.4991066848776003,8.407774201899997
1.0,0.0,0.0,5.42256,0.05168000000000001,25.38,12.0586,6.6971,0.7440319999999999,8.88177,7.89733,11.8108,4.35124,0.465871,0.0,0.0,0.0,0.396258533,0.138254694,1.70705006
65.0,0.0,0.0,10.25364,-0.5576,161.934,54.2835,43.2705,33.9225,82.0465,62.6791,105.393,44.9305,72.8449,0.0,0.3896259620000001,0.0,0.7829608920000001,0.99981275,37.57141285
55.0,1.0,0.0,350.77826,-0.5502,0.536007,0.0548498,0.22845,0.19893,0.265705,6.4103,4787.34,0.0386169,0.0788225,0.957427108,0.930627006,0.0,0.132359073,0.0014339320000000002,1.6697435
17.0,0.0,0.0,295.69785,-0.3979,0.0,0.0,0.0,0.00948479,0.0,0.191225,89.3696,0.0,0.0,0.957427108,0.826392613,0.0,0.111908376,3.9271799999999997e-13,1.6697435
606.0,0.0,0.0,8.73654,0.4083,2.2445,0.325463,4.719519999999998,1.95006,0.924255,14.5682,6921.5,0.45048,0.120849,0.957427108,0.0,0.0,0.30910086600000003,0.035030608,3.92083295
2317.0,0.0,0.0,141.56503,-0.7345,0.039560000000000005,0.0,0.029755,71.5396,0.014306799999999996,0.105563,0.0128524,0.0,0.0593256,0.0,0.0,0.0,0.111908376,3.28541e-10,2.89366853
224.0,0.0,0.0,2760.21963,-0.324,3.22191,0.491444,2.80251,17.4681,2.44539,0.987103,1673.18,0.73397,0.0880692,0.957427108,0.0,0.0,0.506795704,0.6723067309999999,1.96359409
212.0,0.0,0.0,378.83872,0.3776,0.0,0.0,0.0226458,13.2527,0.0,0.0750059,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,2.53769e-10,3.866916
282.0,0.0,0.0,21.66294,-0.28300000000000003,32.1368,8.80305,25.1763,7.430439999999999,43.4933,125.666,29.6193,10.9072,26.3634,0.0,0.0,0.0,0.17792584,1.84814e-05,4.022204389299998
109.0,1.0,0.0,637.88987,0.3188,1.00974,0.514072,1.1002,23.5694,2.61192,0.659191,2.85355,0.364796,0.06870989999999999,0.651169479,0.0,0.0,0.390099078,2.54161e-06,12.63081829
1.0,1.0,1.0,77.4528,0.03706600000000001,19.2484,5.08619,47.3361,37.0926,18.5242,28.5401,33.4202,88.1268,0.2433,0.0,0.8876880629999999,0.0,0.591572225,0.16827687300000002,1.99992492
48.0,0.0,0.0,8.97171,0.7071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01218919694,0.01967015997,0.0,0.123297259,0.157398012,1.579066319799999
74.0,0.0,0.0,139.19509,-0.459,155.02858200000009,81.393501,75.93065000000007,85.97077899999996,108.70229399999997,85.63749320000001,84.13785500000007,43.19943400000001,109.85095411,0.028153570989999998,0.13646745221,0.0,0.6652322963300001,0.5140447310976001,7.228536834399997
1396.0,0.0,0.0,796.35554,-0.5314,200.34815900000004,81.76212759999994,94.11920300000007,77.69928200000003,177.17782080000003,101.41787520000001,142.954799,53.94450970000002,393.4086427999997,0.13640755030999996,0.10936035901,0.0,0.5952438061499997,0.5364511989664292,12.290162549500002
30.0,0.0,0.0,0.63842,0.3811,1.08495,0.430387,0.16623,0.0872401,1.29128,0.7944760000000001,0.369551,0.0999979,1.03867,0.0,0.0,0.0,0.43813928745999986,0.21234170621621498,2.7897556888
672.0,0.0,0.0,499.50349000000006,-0.7297,1.42652,0.153521,145.626,0.191411,0.582014,110.288,1.91296,0.0592308,0.0657459,0.0,0.0,0.0,0.146139458,0.00013649299999999998,8.91291128
2.0,0.0,0.0,4755.607520000001,-0.1857,9.40431,47.0164,14.038,21.3464,14.7673,3.21316,16.141,1.2795,0.295742,0.0,0.528793336,0.0,0.7471313479999999,0.999901543,12.88289324
192.0,1.0,1.0,218.27707,-0.3435,922.405,314.747,249.783,422.046,564.847,135.061,246.629,56.2714,8.24415,0.0,0.913254607,0.0,0.8485682609999999,0.020500202,1.86907763
765.0,1.0,0.0,747.20557,0.638,17.5142,5.8782,7.7496800000000015,1.5290700000000002,2.08775,7.74557,2.28856,7.06498,10.8395,0.0,0.8876880629999999,0.0,0.449802697,0.081020067,6.87802251
94.0,1.0,1.0,6.5613600000000005,0.2822,43.6706,19.5755,2.69036,1.03118,4.52835,6.46399,3.43355,1.21917,0.108652,0.0,0.0,0.0,0.8000363109999999,0.986016088,1.74820254
14.0,0.0,0.0,250.99535,-0.7151,7.240639999999999,4.39174,5.75531,9.39784,8.65442,10.3093,8.83226,1.15878,11.9262,0.0,0.0,0.0,0.743839204,0.062109871,10.79296239
234.0,0.0,0.0,741.13732,0.5378,0.0,0.0,0.0,0.0,0.0,0.100667,0.0,0.0,0.0,0.0,0.0,0.0,0.12181152460000004,0.08006996926107983,0.0
257.0,1.0,0.0,148.46268999999995,-0.4592,43.2436,0.715569,0.7753180000000001,3.52714,5.81573,2.73794,1.06957,0.118863,0.112573,0.0,0.514240382,0.0,0.762403488,0.987167021,11.79347495
108.0,0.0,0.0,15.970479999999998,0.1941,0.15137,2.52412,3.65147,0.06452909999999999,1.47278,0.453519,2.4038,0.776255,0.00470666,0.0,0.513919247,0.0,0.824708164,0.93661121,0.0
108.0,1.0,0.0,1350.01732,0.4863,0.11964,0.0563038,0.07340219999999999,599.629,0.161261,1.3894799999999998,0.0388778,0.0608626,0.0281983,0.0,0.494209116,0.0,0.6347865460000001,0.959943188,7.86340488
71.0,0.0,0.0,107.00427,-0.5613,32.0732,10.6607,8.08925,14.0175,7.7919100000000014,8.67099,9.04845,3.25868,8.62371,0.0,0.465192662,0.0,0.705665529,2.7739e-05,6.70564693
20.0,0.0,0.0,265.4958,0.2923,0.0365695,0.0,0.0992895,0.0,0.052651,0.0450065,0.0,0.0101786,0.00537177,0.0,0.0,0.0,0.69255507,4.31893e-05,2.89203741
10.0,0.0,0.0,70.2485,0.3287,38.967,16.2783,12.9212,9.67615,26.7214,78.0878,30.1144,14.7972,79.6665,0.0,0.0,0.0,0.715512335,0.600789667,1.12427871
358.0,0.0,0.0,1.92553,0.4922,170.2746710000001,92.23218199999998,100.1916900000001,140.13495340999992,129.3731788000001,103.662238,96.82924150000007,59.850325600000005,174.3111217899999,0.06954689664,0.025920456140000003,0.0,0.6371982914799997,0.49338551190046603,13.817412351900007
81.0,0.0,0.0,98.07425,0.2472,8.019260000000001,3.3008,2.32029,1.44702,8.28389,2.52139,8.078560000000001,4.75062,4.71884,0.0,0.0,0.0,0.38356629,0.011344576,2.19615612
61.0,0.0,0.0,1567.59549,-0.8276,132.658,32.829,21.291,4.16766,75.8852,23.8362,34.4484,131.07399999999998,4.09661,0.0,0.0,0.0,0.630912066,0.999969901,8.84810219
184.0,0.0,0.0,2249.29606,-0.235,57.4669,7.5895199999999985,13.7062,0.621733,14.4716,6.18994,2.94125,1.57819,0.0550476,0.0,0.5646668979999999,0.0,0.836875796,0.97976209,2.75424746
147.0,0.0,0.0,9.29304,0.2265,1.10129,3.12271,0.153421,0.98202,34.5013,0.902858,0.144547,2.10417,0.042911800000000014,0.0,0.0,0.0,0.7484053970000001,0.204306173,2.80882657
26.0,1.0,2.0,58.06389,0.5164,0.0,0.0554232,0.0,8.26487,0.0,0.129494,0.0,0.0,0.0,0.609459847,0.0,0.0,0.295108467,0.086007141,3.85244898
247.0,0.0,0.0,415.38531,-0.4044,0.0,0.0,0.0,0.0,0.0,0.84196,0.0,0.0,0.0,0.0,0.0,0.0,0.123297259,0.162839345,4.95013216
17.0,0.0,0.0,1766.0938600000004,-0.1996,5.26264,9.32876,0.906492,0.321825,0.5927899999999999,0.5040479999999999,0.332615,0.994459,23.7693,0.0,0.0,0.0,0.238498077,2.54083e-22,1.98266541
187.0,0.0,0.0,29.873240000000006,-0.8326,53.37300000000001,48.5423,18.714,2.1737,39.9564,35.6586,439.809,227.139,0.356516,0.9005028829999999,0.5706635320000001,0.0,0.833060265,0.21554685,24.59899632
29.0,1.0,2.0,290.01884,0.2409,210.185,194.798,109.573,56.1306,1324.37,118.222,230.051,281.891,234.501,0.957427108,0.0,0.0,0.7039938570000001,0.999540082,5.98324176
1.0,0.0,0.0,114.40031,0.097412,1.92197,2.9436400000000003,1.00348,0.07364730000000001,5.89264,0.5954510000000001,0.4831180000000001,1.89293,0.5616680000000001,0.0,0.0,0.0,0.458951801,0.020935797,1.97547522
297.0,1.0,1.0,41.83799000000001,-0.8064,0.0213295,0.00550971,0.0193851,0.0164392,0.05927919999999999,0.631728,0.00744376,2.04687,0.00334462,0.0,0.0,0.0,0.778094649,0.999994896,10.67917885
