iter	Passed	Remaining
0	2	134
1	4	114
2	6	100
3	7	86
4	8	78
5	11	80
6	13	81
7	14	76
8	16	74
9	17	71
10	19	68
11	20	64
12	22	64
13	24	62
14	25	59
15	27	57
16	28	56
17	30	54
18	31	52
19	33	49
20	34	47
21	36	46
22	37	44
23	39	42
24	40	40
25	41	38
26	43	37
27	45	35
28	46	33
29	48	32
30	49	30
31	50	28
32	52	26
33	53	25
34	54	23
35	56	21
36	57	20
37	58	18
38	60	17
39	61	15
40	63	13
41	64	12
42	65	10
43	67	9
44	69	7
45	70	6
46	72	4
47	73	3
48	75	1
49	76	0
