IPA_Activity,IPA_BP_annotation,wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Lung_GTExTPM,Liver_GTExTPM,Kidney - Medulla_GTExTPM,Fallopian Tube_GTExTPM,Heart - Left Ventricle_GTExTPM,Heart - Atrial Appendage_GTExTPM,Nerve - Tibial_GTExTPM,Esophagus - Muscularis_GTExTPM,Kidney - Cortex_GTExTPM,Ovary_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,Esophagus - Mucosa_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Vagina_GTExTPM,Whole Blood_GTExTPM,Pancreas_GTExTPM,Testis_GTExTPM,Colon - Sigmoid_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,Adrenal Gland_GTExTPM,Artery - Aorta_GTExTPM,Artery - Coronary_GTExTPM,Artery - Tibial_GTExTPM,Bladder_GTExTPM,Brain - Amygdala_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,Adipose - Subcutaneous_GTExTPM,Brain - Cortex_GTExTPM,Brain - Hippocampus_GTExTPM,Brain - Hypothalamus_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Substantia nigra_GTExTPM,Breast - Mammary Tissue_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,Cervix - Ectocervix_GTExTPM,Colon - Transverse_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,pLI_ExAC,HIPred,SDI,Testis_GTExFC
0.0,0.0,210.0,171.18661,-0.3834,59.53022210000001,39.23246000000002,52.37191400000002,20.308633280000002,36.421253,49.275197000000006,57.23520200000001,46.63953200000002,52.197415,44.268847000000044,28.418123000000005,43.640522999999966,46.79975299999997,42.61683500000003,47.241158,49.877886000000025,42.909248000000034,59.30267779999996,32.98054799999998,55.151369999999986,57.238990999999984,54.780846000000004,26.077547269999986,15.0473982,48.700444099999984,50.114709999999974,42.01737999999998,43.44990800000001,47.51765300000002,46.846157999999996,51.94057,54.02531799999998,18.118057599999982,19.57576800000001,21.3090528,38.4005897,44.200731,22.762807,18.597550000000023,22.673972000000013,18.945678999999995,34.02431200000002,23.214534,43.05179500000002,57.90090420000002,61.673240168000014,62.892023000000044,45.50320299999999,0.020086659689999998,0.0,0.0,0.1906054116724232,0.5386173672500002,4.781715608299997,0.15087868999999984
0.0,0.0,261.0,4573.51533,-0.4349,65.07496310000002,42.98288900000001,62.30171399999999,24.13906328000001,40.64889499999999,78.99931300000004,59.11130100000002,51.91533799999999,70.20330300000002,47.718690000000024,31.23151000000002,68.40675599999996,61.79519099999993,48.13771999999999,64.24310899999999,54.58887200000001,46.22354400000003,53.57839179999999,39.22922999999997,56.161224999999995,81.71967299999999,76.65649099999997,28.180254529,17.7700402,53.083989599999995,60.73664599999999,54.74027999999998,66.33088800000003,67.74611400000002,69.44956499999995,62.95494900000003,74.16594599999998,18.274999999999984,19.746111000000013,21.492537800000008,47.76437570000003,49.14817059999999,22.421813999999994,18.978155000000015,23.731850999999995,18.942088999999996,36.35576600000003,23.419518000000007,52.090312000000004,69.6470613,64.00863196000002,91.49157900000002,49.180620999999995,0.05256873157999999,0.0,0.0,0.402440852066489,0.5957540591600003,5.548861971799999,0.06953442000000003
0.0,0.0,21.0,31.18816,-0.229,51.384055300000064,45.173937000000016,61.529887999999985,27.950129200000013,43.201620999999996,82.76576700000005,45.701366000000014,48.77527199999999,78.26447399999999,50.88570200000001,31.527061000000025,77.43034799999998,61.12362399999993,54.175912,63.67063399999998,58.55074099999999,47.25120200000004,60.329905999999994,38.322485999999984,56.638591,83.963654,81.23557499999998,22.85306669899999,20.48929689999999,68.65443669999999,58.08788,55.31049299999998,60.752541,70.36593399999998,67.67480599999995,64.97997300000002,75.58546199999998,18.179459999999985,19.409017000000016,21.850594,42.88908729999999,49.294938399999985,24.08812699999999,18.875268000000016,22.806978000000008,20.011441999999995,34.26093700000003,27.106551999999997,51.811378000000005,71.31344079499996,62.17887851799999,93.01815200000003,49.34945099999999,0.0,0.0,0.0,0.0504664637507207,0.146139458,3.4663935619000013,0.014215140000000005
0.0,0.0,846.0,3024.54248,0.4032,73.83321660000003,44.163939,66.027554,26.560890049,42.74143999999998,78.15736300000005,60.245045000000026,58.702608999999974,71.874006,47.90784900000003,36.04827100000003,65.50140799999996,66.25254799999995,44.98286250000001,64.151158,60.26823799999998,47.09718900000003,51.769,41.71226199999998,55.239945,80.27962199999997,77.56116499999995,24.993496157999992,17.6688963,55.512488999999995,60.240092999999995,67.07793399999996,66.77873830000004,70.69453600000001,70.50083599999995,61.96863700000003,77.92956399999997,18.478521999999987,20.326104000000015,22.01372100000001,46.94504460000002,52.70525139999999,22.637787,19.148792000000018,24.27299,19.565244999999994,35.26611500000003,22.69393000000001,52.064489,80.61112070000001,63.94399256000003,89.865897,49.572739999999996,0.02622393681,0.0,0.12333869712999998,0.3141713786202007,0.5859221833500002,5.8018018842000005,0.08777269999999991
0.0,0.0,30.0,2440.91385,0.2594,66.78939380000001,45.131886000000016,62.71094799999997,26.145464149000006,42.936232,80.18613500000006,56.674639,57.05958799999998,76.544279,49.547984000000014,32.41346900000003,72.20277599999997,62.27001999999993,45.808338000000006,63.237559999999995,57.93498599999999,46.10144400000003,52.42360189999997,38.531150999999994,57.56977899999998,82.69424799999999,79.98013599999996,23.796045698999997,20.015144299999985,64.10468059999998,62.42733699999999,56.72256499999999,75.68701430000004,69.35950600000001,70.13515099999995,63.26788000000002,73.97570399999996,18.179718999999984,19.378557000000015,21.549612000000003,44.6371485,50.4677666,22.997834999999988,19.07144700000002,22.706316000000005,19.53721599999999,37.43664700000002,23.720891000000005,51.53066500000002,74.82314900000002,64.45886356799998,91.13027700000002,50.87263799999999,0.00396248826,0.0,0.0,0.11009071936970521,0.2004386961600002,4.889111343399998,0.020909550000000027
0.0,0.0,66.0,1631.49769,0.1789,62.628886500000014,44.826127000000014,63.05141099999997,23.227207310000004,40.478946999999984,79.54284800000008,55.961346000000006,57.83358399999997,79.85897099999998,48.73478500000003,31.09278600000003,68.62032299999997,63.40872099999993,46.45543300000001,63.803664999999974,57.563003999999985,45.58530400000005,52.15592359999996,36.092460999999986,56.02397799999998,86.88286299999999,82.33766399999996,22.633944069999988,19.959468299999987,62.33105590000002,60.663436999999966,52.94714,51.691379,67.53803500000001,69.56343499999997,66.83864500000001,73.18330399999996,18.25708799999999,19.623209000000017,21.293520000000004,39.24377589999999,49.38666459999999,22.99692899999999,19.13582600000002,23.263738000000004,19.16268199999999,34.84257800000003,24.03904000000001,51.26661100000001,67.99175739500001,60.15747426799999,91.54503100000002,50.212402999999995,0.0,0.0,0.0,0.03411816749843892,0.20393455061000007,4.925772903599998,0.05347057000000002
0.0,0.0,105.0,86.29137,0.3539,61.80868240000002,41.67935800000003,52.66745400000001,25.79598501,41.169668,54.70614500000002,57.775635,49.495274,53.04640300000001,45.490936000000026,31.996140000000015,45.87808399999997,48.50910199999998,43.084063000000015,48.036095,49.780571000000016,42.787149000000056,55.77289799999994,38.82496099999999,54.257697999999976,62.40511100000001,55.574701000000005,22.029495369999985,19.223085499999986,58.5206267,50.246928999999966,44.133248,57.43261630000004,48.25459400000002,46.70602100000001,50.759897,56.24010399999998,18.291087599999983,19.599470000000014,21.298428999999995,36.19028399999999,43.989107,22.897225,18.99099000000002,23.35732400000001,19.309280999999995,34.87915200000003,24.072926000000002,44.26478100000002,66.33371799500001,62.31418586800001,67.09985200000003,48.294283999999976,0.00477882401,0.0,0.0,0.08310344971645092,0.21724963172000022,4.384350038899999,0.09919840999999995
0.0,0.0,176.0,10.46141,-0.4437,63.629608700000006,39.50243500000001,54.15292900000002,20.387180079999997,37.708426999999986,53.21079700000002,57.07805700000001,46.00208100000002,53.350868,44.18557100000004,29.787311,46.24892799999997,47.696352999999974,46.04012000000002,50.24925299999999,49.414441000000004,43.744455000000045,58.938328799999944,35.368347999999976,54.21613899999999,61.53640399999998,57.16449600000003,26.6350713,16.101688499999998,50.32286869999997,50.31943199999997,43.87355399999999,45.76186999999999,45.09594500000002,46.63383399999998,51.579645000000006,54.661176999999974,18.280401899999983,19.775738000000015,21.45914880000001,47.22905700000002,45.44852699999999,23.481144999999987,18.90393000000002,23.323568000000005,19.976713999999994,35.496965000000024,23.448891000000003,44.71135300000002,62.749921595000025,68.89900996,64.00489100000004,46.21185299999998,0.13927647325,0.0,0.00957427108,0.45514747951574913,0.6664998521700001,6.487280168199996,0.02714524000000002
0.0,0.0,135.0,0.31036,1.0733,82.88427410000004,41.031006000000005,54.43284000000003,25.06126431000001,39.92566499999999,57.201164000000034,60.75045900000003,54.75035799999998,56.31647799999999,44.58198600000005,30.788372000000013,48.18336699999998,50.456379999999974,43.170253500000015,55.84276399999999,51.15418700000001,43.850988000000044,55.51379399999996,39.96517799999999,52.59276399999998,66.44367299999998,61.00544100000001,26.631473099999994,17.3305526,59.25315219999997,51.40560099999997,45.957004,59.856297300000016,46.01003900000001,46.44713199999998,52.377098000000025,57.48884899999999,18.86982099999999,21.629992000000016,21.310615000000002,58.878870000000006,48.546543999999976,27.80795700000001,19.267910000000025,27.645975000000004,20.462051999999993,35.37422400000004,22.829482999999996,46.44156200000003,73.47245860000001,69.28724620000001,67.13692000000002,47.887913999999974,0.12247111628000004,0.0,0.0,0.5019420495146985,0.6529878392199998,6.9396063592,-0.010186289999999988
0.0,0.0,115.0,7.54913,-0.4311,63.86597370000003,39.505232,53.72098700000002,20.796318109999998,38.129400999999994,53.389356000000014,57.89359699999999,46.493487000000016,54.430563000000014,44.413755000000045,29.610795,46.99659999999997,48.572060999999984,44.988229500000024,50.28353499999999,49.958627000000014,43.79563000000005,58.93465779999995,35.825736999999975,54.012961,61.569928999999995,57.20013700000002,26.328686299999994,16.858921099999996,51.398341199999976,50.377643999999975,44.745223,44.75849060999999,46.073723000000015,46.985232,52.08102000000002,55.12113299999997,18.447315899999985,20.116638000000012,21.231686800000002,46.05541010000002,44.43714,23.560601999999985,18.90469100000002,23.53791600000001,19.85368799999999,35.31472400000003,23.433775,44.47276900000003,64.19902859500002,68.99621196000001,63.89682400000003,46.48671299999998,0.12898772188000002,0.0,0.0,0.44571346012834595,0.6642283398700001,6.337086070699997,0.034077110000000015
0.0,0.0,80.0,139.59497,0.5089,3.35894,16.0221,14.7093,41.5886,14.827,34.6796,3.57034,7.29653,33.0194,24.7069,16.2436,32.1197,11.1244,23.8061,29.9237,6.97351,27.0472,20.5467,12.5673,36.2435,33.4278,19.5113,4.45746,9.94938,7.19681,26.6541,11.6054,17.6493,31.5876,23.9108,25.8578,24.6672,9.65303,11.9771,12.402,28.141,15.5006,14.1546,8.22106,10.4895,13.9978,8.03246,7.8474,18.05,7.39814,12.062,26.3404,18.1239,0.0,0.0,0.0,1.82643064951e-05,0.123297259,2.6560041989000007,0.195067
0.0,1.0,17.0,1006.9095,-0.433,1.42466,8.69263,38.9633,0.520167,2.02982,3.49419,2.16295,2.92323,5.10211,4.93844,3.8524,2.74678,3.26526,12.4842,9.54126,3.44775,64.7819,2.9618,3.68586,22.3236,5.26453,4.84882,0.311329,1.77716,112.341,3.99575,8.79466,3.1546,2.80692,4.49293,1.95095,3.98414,1.00705,2.02523,8.16067,1.71526,16.055,3.34507,1.10272,1.83437,5.70584,0.801155,0.598217,9.18845,6.40418,0.157691,12.3299,10.0688,0.930627006,0.0,0.816284141,0.0,0.158249199,7.94256213,0.354105
0.0,1.0,269.0,62.69652,-0.5859,5.03811,2.67546,1.05922,4.6432,5.71468,5.08615,5.30276,1.82702,10.0526,7.61383,3.54464,2.65881,2.15888,0.807384,2.67347,0.891765,3.88333,13.1199,2.42659,2.94785,6.14392,2.50069,0.0532733,0.527113,3.12083,3.94636,7.30688,2.6396,5.78587,3.44046,5.07909,4.42046,0.778696,0.341963,2.05341,0.287553,10.0737,0.528475,0.759966,0.498942,2.09997,1.82207,0.521884,5.28917,0.0129655,0.209253,3.34498,2.88098,0.514240382,0.0,0.0,0.0002443685433979,0.238498077,2.80622297,2.682174
0.0,1.0,266.0,95.03749,0.2683,0.121381,0.358247,24.2928,0.182195,1.20876,0.225416,14.0945,14.5952,0.215442,4.74399,0.914839,0.137768,0.637834,0.313522,5.63343,0.704522,2.97196,2.4516,0.900845,1.10683,0.150501,0.283678,0.0938949,0.532266,1.23019,3.59232,5.24908,0.133087,0.168653,2.32312,0.102387,0.428788,3.85523,6.8799,6.93907,0.936963,2.07904,12.0295,2.95284,2.21775,12.8994,0.829399,2.71917,2.18165,0.0147508,0.6053,0.133255,1.97173,0.570663532,0.0,0.0,0.26096415543853285,0.49235471160999994,2.91936788,0.693304
0.0,1.0,52.0,2513.68991,-0.3705,3.72013,4.83225,16.7264,3.40578,1.06624,3.74804,2.55022,3.47341,6.38302,4.96389,0.419869,0.521782,31.8511,0.461902,6.00425,9.09194,3.58338,8.47888,3.01045,2.33451,3.90952,12.9557,4.06369,0.356147,0.649181,2.78792,19.896,0.550471,2.75364,4.13095,2.38441,3.64479,1.16925,1.07282,0.934809,0.437363,25.6178,1.08738,1.12552,0.825171,0.948112,1.61443,1.36542,27.4385,0.918796,0.672835,6.26422,2.26621,0.838732221,0.0,0.0,0.476493104047244,0.668925405,10.75900262,-0.326643
0.0,1.0,198.0,587.2068,-0.284,28.3251,5.54074,8.22461,1007.43,17.4583,10.9731,76.1076,138.197,22.3813,12.6952,28.7566,4.60661,1.16362,27.321,19.0343,1.21984,13.5974,0.398593,4.60062,25.1792,4.56268,5.61785,0.190568,4.10149,10.2313,5.35434,14.0063,19.1442,60.8654,102.489,60.5178,3.43154,207.478,154.757,227.561,314.361,7.42255,187.17,133.694,111.513,125.948,104.723,177.537,4.61016,0.869152,0.151938,19.789,6.59162,0.905486233,0.0,0.957427108,1.5742948e-09,0.172807097,4.7137448,0.657833
0.0,0.0,38.0,17.52078,-0.4952,38.335,27.0545,34.6338,28.1895,43.5088,63.1979,15.5553,19.7588,47.0142,36.2099,23.8201,67.465,35.7119,53.6259,48.7415,32.6022,30.4688,36.9449,21.1153,92.6826,58.0617,45.3552,20.4847,15.0371,43.5993,43.4462,35.8795,32.7289,37.3416,35.0158,36.297,44.4823,12.5824,13.8341,14.6114,78.846,41.2999,20.2746,12.8962,14.0055,16.6586,16.2214,12.0198,39.2631,40.4128,46.2769,59.2532,27.1977,0.0,0.0,0.0,0.997816206855922,0.831385493,8.7600131,0.018661
0.0,0.0,104.0,264.70005,0.3519,69.44295840000004,42.83687500000002,56.08691499999999,26.176061909999998,40.730506,61.05151800000003,60.505380000000024,51.76494299999997,66.34972400000001,47.09582500000003,31.60486600000002,61.918719999999986,53.247608999999954,42.42679200000001,60.98998900000001,51.45226200000001,45.12514300000005,56.294461999999946,36.47556299999999,55.123056999999974,74.88641199999998,64.24731799999999,23.26498306999999,19.095007599999988,62.19252760000001,53.05574799999997,50.360148999999986,49.154054300000006,49.541802000000025,49.752505,52.823492000000016,65.706233,18.26554459999999,19.609523000000014,21.274298,38.528747700000004,47.93993599999999,22.809794,19.022396000000022,23.309335000000004,19.239315999999995,34.34947700000002,24.089197000000002,48.67530000000002,68.83690009499999,65.77217826799998,76.48883900000004,49.74443699999997,0.00477882401,0.0,0.0,0.159467559569008,0.146139458,4.453257082499999,0.06495202000000001
0.0,0.0,98.0,722.18127,0.2755,69.72987140000004,44.840660000000014,62.01900999999996,24.81970691,41.217589,80.09281500000006,60.17088000000003,56.08452099999997,73.70449599999999,48.860074000000026,31.165125000000025,68.16219299999996,65.96680299999991,44.231753000000005,63.375957,60.559501999999995,45.88260200000004,49.67195199999996,38.45681799999998,56.34402,78.91980499999997,78.94052399999997,23.503436969999992,20.240413699999984,62.16775120000001,55.87662199999999,52.77469299999998,60.649347300000024,64.661467,68.97845699999995,59.624214,71.45477899999997,18.216793599999992,19.855566000000014,21.264451000000005,38.5614191,48.55356239999999,21.975859999999997,19.156922000000023,23.175871000000008,18.484810999999993,34.716268000000035,23.924146,50.895562,69.17852739499999,62.47957856799999,88.796912,50.01873199999998,0.0,0.0,0.0,0.09070378884846064,0.20590430051000017,4.893876484499996,0.07691747999999997
0.0,0.0,465.0,611.7661,-0.3,59.197556900000016,40.308663,58.879256000000005,22.207416980000012,40.06872199999999,60.46884700000004,59.29734900000003,50.22460400000001,66.75182900000001,44.99610900000004,34.108663000000014,49.83320299999998,52.776159999999955,43.56810800000001,62.11172899999997,50.95844200000001,44.74104200000004,53.01534779999998,34.049799999999976,55.178613000000006,73.44343099999998,63.76298899999999,27.364716828999995,15.0229224,48.975586299999975,53.415507999999974,52.238685,42.329128999999995,61.75495000000001,65.06251499999996,57.74819100000003,66.09122799999997,18.163619599999993,20.358373000000014,21.492461800000005,42.088369699999994,49.13055499999998,22.649756999999994,18.930206000000016,23.484731000000007,19.23156399999999,34.16835400000003,22.867901999999994,48.749052,61.74119469500001,66.25593776,76.23262300000002,46.432384,0.008741312270000001,0.0,0.037921475350000004,0.34750301603093825,0.6245780057100001,5.5139538111,0.12300073999999993
