iter	Passed	Remaining
0	2	103
1	3	88
2	4	77
3	6	69
4	7	68
5	9	66
6	10	65
7	11	62
8	13	59
9	15	60
10	16	58
11	17	55
12	19	54
13	20	52
14	21	50
15	22	48
16	24	47
17	25	46
18	27	45
19	29	43
20	30	42
21	32	41
22	34	40
23	36	39
24	37	37
25	39	36
26	41	35
27	43	33
28	44	32
29	46	31
30	48	29
31	49	28
32	51	26
33	52	24
34	53	23
35	55	21
36	57	20
37	58	18
38	59	16
39	60	15
40	62	13
41	64	12
42	65	10
43	67	9
44	68	7
45	69	6
46	71	4
47	73	3
48	74	1
49	75	0
