iter	Passed	Remaining
0	1	77
1	3	79
2	4	70
3	6	74
4	8	78
5	10	76
6	11	73
7	13	72
8	15	71
9	17	71
10	19	68
11	21	67
12	22	64
13	24	63
14	26	62
15	28	60
16	29	57
17	31	55
18	32	52
19	34	51
20	35	49
21	36	47
22	38	45
23	40	44
24	42	42
25	43	40
26	45	38
27	46	36
28	48	34
29	49	33
30	51	31
31	54	30
32	55	28
33	57	27
34	58	25
35	60	23
36	62	21
37	63	20
38	65	18
39	67	16
40	68	15
41	69	13
42	71	11
43	72	9
44	73	8
45	75	6
46	77	4
47	78	3
48	80	1
49	81	0
