IPA_Activity,IPA_BP_annotation,wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,mousescore_Exomiser,humanscore_Exomiser,fishscore_Exomiser,pLI_ExAC,HIPred,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Colon_Transverse_GTExFC,Nerve_Tibial_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC,Gene,BPlabel
2,1,4,6533.998610000001,-0.2812,0.0,0.0,0.0,9.99009541070118e-18,0.167412758,9.82593735,-0.322275,10.0347,-0.281181,-0.48788100000000006,1.08,0.349512,-0.336621,-0.5435270000000001,-0.5249149999999999,-0.46242,-0.6178939999999999,-0.571538,-0.49104200000000003,-0.327417,-0.474731,-0.485138,-0.314025,-0.81882,-0.442863,-0.580176,-0.749891,-0.597912,-0.326114,-0.24998099999999998,-0.5337649999999999,-0.475709,-0.489325,-0.40422600000000003,ERAP1,possible
0,0,234,741.13732,0.5378,0.0,0.0,0.0,,,0.0,1.036993,,,,,2.03695,,,,,,,,,,,1.012,,,,-0.883757,,,,,,,,ERVV-1,least likely
0,1,257,148.46268999999998,-0.4592,0.514240382,0.0,0.0,0.9871670213257359,0.762403488,11.79347495,0.188398,7.2382,-1.1963270000000001,-0.336622,0.24,-0.395369,-0.334975,-0.6242479999999999,-0.555218,-6.6438559999999995,0.292245,0.291585,-0.7342069999999999,-0.140537,4.652547,0.46938,0.20316700000000001,0.5019,-0.398971,0.5055609999999999,0.325461,-0.36093600000000003,0.247554,1.8508689999999999,0.752637,-0.9683129999999999,-0.27523800000000004,-0.253602,ESR1,probable
0,0,108,15.970479999999998,0.1941,0.513919247,0.0,0.0,0.9366112099745301,0.824708164,0.0,-0.381363,3.15805,1.041336,-6.6438559999999995,-0.56,0.41516899999999995,0.7529399999999999,0.407776,-0.920059,-1.6571669999999998,-0.76207,-0.351935,0.824736,0.300158,-0.19660999999999998,-0.807433,-0.399385,1.257377,-2.9650939999999997,0.208546,-0.592661,0.937059,-6.6438559999999995,0.815399,-0.5111680000000001,1.203227,1.142315,0.8588889999999999,ESRRG,probable
0,1,108,1350.01732,0.4863,0.494209116,0.0,0.0,0.9599431877686609,0.6347865460000001,7.86340488,-0.412163,9.86123,0.58033,-6.6438559999999995,-0.71,-0.969757,-0.843304,1.7091619999999998,-1.359306,-0.674461,-1.168736,,-0.69071,1.1392440000000001,-5.042806,,-0.644199,-6.6438559999999995,0.523809,-0.987408,-0.5701189999999999,1.330424,-1.730784,1.410892,-0.985166,1.232772,0.932243,-0.952449,F2,probable
0,1,786,915.46367,0.3217,0.47559924200000003,0.957427108,0.0,1.0,0.836875796,6.45844108,0.136208,9.56744,-0.217904,0.296904,-2.81,-0.58544,-1.113092,0.370824,0.646536,-0.121982,0.28676,0.24517399999999998,0.312818,-0.10761,0.179344,0.361072,-0.665776,0.192436,-0.24725,-0.46126000000000006,0.829657,-0.728969,0.269964,0.136216,0.183383,0.474445,-0.436874,-0.177215,FBN1,possible
0,0,71,107.00426999999999,-0.5613,0.46519266200000003,0.0,0.0,2.77390387287312e-05,0.705665529,6.70564693,-0.77344,10.8685,0.140754,-0.22294499999999998,-0.92,-1.049944,-0.47303199999999995,-0.22075300000000003,-0.8655129999999999,-0.934953,0.258488,-0.272061,-0.255355,-0.196642,-0.76579,-0.223438,-1.9613369999999999,-2.807584,-0.177697,0.25909699999999997,0.508631,0.773848,-0.6355430000000001,-0.8972180000000001,-0.43884700000000004,-0.27286,-0.316895,-0.294705,FES,probable
0,0,20,265.4958,0.2923,0.0,0.0,0.0,4.31893230685642e-05,0.69255507,2.89203741,,7.40216,4.463436,3.7246870000000003,-0.03,,0.301579,-0.553199,,,,,-0.787168,-0.955926,1.336073,,-0.454175,4.533915,,-0.762488,-0.295919,,1.9337060000000001,,,-1.797278,,2.053355,FGF5,probable
1,1,24,7073.32393,-0.4374,0.0,0.0,0.0,1.6770876188147e-08,0.394304127,1.95677062,0.08459900000000001,,0.732955,-0.8221350000000001,0.55,0.597264,0.459246,-0.545916,-6.6438559999999995,-0.802898,0.47765100000000005,1.160963,-0.9413940000000001,0.387073,0.8788309999999999,0.4076,-0.508097,1.215331,-1.0099690000000001,-6.6438559999999995,0.9279139999999999,2.2755240000000003,-0.330889,1.070654,-0.6769729999999999,-0.809208,0.18304600000000001,0.361575,FHL5,possible
0,0,10,70.2485,0.3287,0.0,0.0,0.0,0.600789667366506,0.715512335,1.12427871,-0.334271,10.2981,-0.21356999999999998,-0.175123,-0.58,0.043945,-0.160461,0.086588,-0.362458,-0.159401,0.31907199999999997,-0.093877,0.256367,-0.076325,-0.684797,-0.051628999999999994,-0.095348,0.169122,-0.17389000000000002,0.277702,0.16375399999999998,0.22499,-0.152532,-0.151854,0.31159899999999996,0.17445,-0.08314500000000001,0.168846,FIP1L1,probable
0,0,358,1.92553,0.4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FKSG62,least likely
1,1,14,6512.7976100000005,0.5589999999999999,0.0,0.0,0.0,3.07460719768204e-07,0.27013588,1.99960351,0.345285,7.06585,-6.6438559999999995,-6.6438559999999995,2.67,-6.6438559999999995,0.5449649999999999,-0.9966809999999999,0.8924850000000001,0.824365,-6.6438559999999995,-0.42942700000000006,0.5894520000000001,0.7224689999999999,-0.633839,-1.179276,-0.8797299999999999,2.4283240000000004,-0.523963,2.798741,-1.079579,-6.6438559999999995,-0.279369,-0.957195,-2.008356,-6.6438559999999995,-0.5786819999999999,-0.9636600000000001,FNDC1,possible
2,1,208,163.76466000000002,-0.4833,0.0,0.0,0.0,0.999999985029909,0.5914551020000001,0.0,-0.125252,6.06617,-0.10541700000000001,0.48286,-0.63,0.23315100000000002,-0.655388,-0.24816,0.528179,0.601969,-0.13664300000000001,0.05143,-0.28480700000000003,0.127528,-0.854991,0.12406700000000001,-0.287671,-0.239101,-0.075549,0.122752,-1.595461,-0.24131100000000003,0.099349,0.380077,0.337156,-0.142341,0.09411,0.12445999999999999,FNDC3B,possible
2,1,43,25.82937,-0.2862,0.0,0.0,0.0,0.9253342619817729,0.824708164,1.61745951,0.204281,15.4676,0.8340139999999999,-1.9453330000000002,-0.69,-0.22174699999999997,-0.48618100000000003,-0.528125,-2.945157,-0.314477,0.929433,0.080176,-0.7091149999999999,0.31857800000000003,0.7033149999999999,0.07787000000000001,0.554286,-2.214994,0.313994,-0.8403,0.42846899999999993,-1.7531259999999997,-0.199575,-0.394841,0.7431939999999999,-1.276745,0.10494400000000001,1.3354,FOSL2,possible
1,1,17,1711.71278,0.2703,0.416240159,0.0,0.0,,,3.74225736,0.312136,7.485010000000001,-0.200163,-1.300165,,-0.393968,-6.6438559999999995,-0.639352,0.731561,4.404618,0.695979,0.46062600000000004,-0.7076939999999999,0.237675,0.545531,-0.092737,-0.44663800000000003,2.02153,0.24728000000000003,0.795428,0.443592,-1.325297,-0.413783,1.743327,0.263819,-0.8979209999999999,-0.26193099999999997,0.365479,FOXC1,possible
0,0,81,98.07425,0.2472,0.0,0.0,0.0,0.0113445756239307,0.38356629,2.19615612,-0.167837,7.282039999999999,-0.184829,0.156257,-0.29,0.20816500000000002,-0.37780199999999997,-0.32055300000000003,-0.355335,-0.636153,-0.452557,-0.217996,0.19832,-0.145816,-0.344762,0.05329299999999999,-0.338256,-0.293109,-0.486422,-0.302388,-0.339387,0.312237,0.081481,0.089651,-0.34225300000000003,-0.049975,0.344315,0.10343499999999999,FTO,probable
0,0,61,1567.59549,-0.8276,0.0,0.0,0.0,0.999969901472702,0.630912066,8.84810219,-0.062428,9.189169999999999,0.186814,-0.343483,-0.43,0.679653,0.22788000000000003,0.30669,0.32974499999999995,0.299118,0.289023,-0.076002,-0.356677,0.09419,0.356684,-0.113005,0.264337,0.44263,0.424624,0.39772199999999996,0.241721,-0.180085,-0.20629,-0.9665239999999999,0.346252,0.576555,0.076086,0.238848,GABBR1,probable
0,0,184,2249.29606,-0.235,0.5646668979999999,0.0,0.0,0.9797620898547541,0.836875796,2.75424746,0.155358,5.0423,-0.233329,0.8616229999999999,-0.42,0.333038,1.539152,-1.802988,-1.127235,0.24567600000000003,-1.257092,-0.730106,0.371095,0.26765700000000003,1.28885,-0.592827,0.937575,-6.6438559999999995,0.23702199999999998,1.463285,-3.494151,0.795855,0.526475,-0.414192,1.05799,-0.6662359999999999,-0.34362600000000004,0.8915,GATA2,probable
2,1,52,11.31874,-0.3815,0.431381082,0.957427108,0.0,0.9424859329448659,0.824708164,7.74847463,0.485505,8.38376,-0.376757,0.1355,-0.1,-0.41047700000000004,-0.672953,-0.852766,0.8599100000000001,0.329962,0.6282989999999999,-0.365951,0.22181399999999998,0.282381,-0.744941,-0.299672,-0.9286120000000001,1.132954,-0.387166,-0.7653449999999999,-0.869492,0.801796,-0.423696,0.44478,-0.47493500000000005,1.9585740000000003,-0.378151,-0.59118,GCH1,possible
0,0,147,9.29304,0.2265,0.0,0.0,0.0,0.204306172514215,0.7484053970000001,2.80882657,-0.258067,10.6059,0.146002,0.80855,-0.36,0.5070439999999999,0.656927,0.479047,0.256035,-0.495754,0.545315,-0.493569,0.41905,-0.488229,0.582548,-0.708893,-0.51946,-0.310872,0.622362,-0.213367,0.321743,0.533333,-0.56129,-0.766152,-0.457737,-0.513152,-0.717698,-0.748268,GCK,probable
1,1,40,12.40367,-0.4159,0.0,0.0,0.0,0.9638381191603841,0.7285507920000001,3.95455952,-0.589646,8.93779,-0.45557700000000007,-1.073256,-0.05,-0.89528,-0.206704,0.5031800000000001,-0.8379479999999999,0.602139,-0.576611,0.142373,-0.11359000000000001,0.152067,0.544096,0.522967,0.168229,0.453387,-0.249565,0.619316,0.350058,0.460739,0.29581799999999997,0.509942,-0.344618,-0.781941,-0.075623,-0.179833,GDF11,possible
2,1,26,58.06389,0.5164,0.0,0.609459847,0.0,0.0860071410894876,0.295108467,3.85244898,-6.6438559999999995,,,,-0.38,,,,,0.922319,,,,,,,,,,,,,,,,,,,GDF2,probable
0,0,247,415.38531,-0.4044,0.0,0.0,0.0,0.16283934543459602,0.123297259,4.95013216,-0.5642199999999999,9.11632,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,GIP,probable
0,0,17,1766.0938600000002,-0.1996,0.0,0.0,0.0,2.5408335570195e-22,0.238498077,1.98266541,-0.813887,9.574580000000001,-0.6973060000000001,-0.130099,0.69,-0.554271,0.792694,-0.488083,-1.166507,0.493767,-3.6604949999999996,0.755662,-0.428249,0.7660239999999999,-0.9002969999999999,0.648935,-0.6272810000000001,0.685126,-1.4097309999999998,-0.853651,-0.631371,1.553899,0.371,0.518235,-0.46377399999999996,0.57221,-0.32637,-2.822717,GIPR,probable
0,0,187,29.873240000000003,-0.8326,0.5706635320000001,0.9005028829999999,0.0,0.215546849622465,0.833060265,24.59899632,-0.681596,7.762860000000001,-0.726105,-0.44185399999999997,-0.27,0.3984,-0.248415,-0.166936,1.236443,0.44979300000000005,0.7181310000000001,0.252811,-0.172461,0.537042,1.042705,0.22265700000000002,0.24878000000000003,2.292855,-0.172619,0.345992,-0.8339840000000001,-0.43967,-1.40743,1.296973,0.367761,0.5132899999999999,-0.643788,-1.0526309999999999,GJA1,most likely
2,1,29,290.01884,0.2409,0.0,0.957427108,0.0,0.9995400816303,0.7039938570000001,5.98324176,0.11195899999999999,8.04791,0.31703000000000003,0.314394,-0.02,-0.46955399999999997,0.175401,0.26569899999999996,-0.15632100000000002,0.18158,-0.322342,0.101216,0.30604699999999996,0.071537,-0.07739299999999999,-0.071065,0.452603,-0.370214,0.257702,0.145331,-0.134949,-0.10574000000000001,-0.336294,-0.296858,-0.132051,0.08265700000000001,-0.164221,0.13096,GNAS,probable
0,1,44,417.97863,-0.4532,0.8553976209999999,0.0,0.0,0.7254209786389441,0.527827442,26.460427000000003,-0.426806,8.5566,1.523811,-0.534153,,1.73032,-0.49701599999999996,0.775066,0.569259,0.510917,0.457401,-0.629333,-0.46312600000000004,-0.5133840000000001,-0.638903,-0.5051939999999999,-0.458977,-6.6438559999999995,-0.47288500000000006,-0.332571,-1.91589,-6.6438559999999995,-0.515691,1.187834,0.33359,0.293653,-0.558197,-0.407974,GPER1,possible
0,0,1,114.40031,,0.0,0.0,0.0,0.0209357972702136,0.458951801,1.97547522,-0.867827,5.55895,0.324083,-6.6438559999999995,0.06,0.372839,2.574386,1.038356,-0.491856,-0.68594,-2.2760029999999998,-0.5148159999999999,-3.274398,-0.844303,-1.395303,-0.768563,2.4741779999999998,-1.341933,-0.881633,-0.460566,1.08154,-1.256977,-5.241643,1.24807,-1.8661919999999999,-6.6438559999999995,-1.706013,1.41714,GPR3,probable
1,1,297,41.837990000000005,-0.8064,0.0,0.0,0.0,0.9999948957627858,0.778094649,10.67917885,0.535651,,-1.177649,-6.6438559999999995,-2.41,,-0.192525,-0.812796,0.201467,0.393333,-0.459529,,,-0.57867,-0.673067,,0.637759,-2.7520729999999998,-0.710548,-0.211869,0.537567,0.314301,,,0.229861,,,,GRIN2B,probable
2,1,703,71.54191,0.4273,0.0,0.0,0.0,0.0225186832470012,0.443194807,1.99992492,0.5241140000000001,9.547419999999999,0.16603099999999998,-0.760256,-0.56,-0.14945799999999998,0.729092,0.088853,-0.333252,0.054877999999999996,-0.22560300000000003,0.121234,0.335775,0.084299,-0.25068,0.139933,0.053480999999999994,-0.179479,-0.406497,-0.148002,0.048236,-0.300616,-0.572048,0.24745599999999998,-0.355941,0.102274,-0.086775,-0.5469729999999999,GSS,possible
0,0,467,199.89032,0.3888,,,,1.41368686812155e-06,0.593201816,,-1.056082,7.2373,-0.199451,-1.189386,-1.0,-6.6438559999999995,0.525571,0.187953,-0.486432,1.984248,0.425174,-0.6815479999999999,-0.375682,0.25633,-1.925776,0.7766930000000001,0.29007,0.44646,-0.340789,1.065281,-0.611059,1.2347139999999999,-0.131735,-1.610375,0.54714,0.391014,0.15694,0.298178,GUCY1A3,most likely
0,0,155,41.67691,0.4123,,,,0.000916633852893547,0.636561334,,0.450478,5.22532,-0.173603,1.189789,-0.56,-1.148593,-0.09684,-0.07660700000000001,-0.230804,0.273011,0.43819300000000005,0.271271,0.5453640000000001,-0.15513,0.133198,-0.2884,0.10624700000000001,0.691859,-0.36868,0.394594,-0.646415,0.25293699999999997,0.340233,0.41438,-0.569326,-0.398438,-0.30801100000000003,-0.20631599999999997,GUCY1B3,most likely
2,1,249,74.72131999999999,-1.3838,0.0,0.0,0.0,0.987483160840119,0.41295468799999996,0.0,0.044709,8.807739999999999,0.515806,-0.183364,-0.25,-0.187634,-0.125075,-0.14846700000000002,0.34326,-0.237134,-0.168207,-0.165433,-0.12071199999999999,-0.164786,0.141401,-0.140904,0.183893,-0.233317,-0.137346,-0.34566199999999997,0.165955,0.355311,-0.141968,0.17028800000000002,0.208092,0.161333,-0.129163,-0.427727,GXYLT1,possible
1,1,37,78.75617,-0.6424,0.0,0.0,0.0,0.998375125074442,0.6025007960000001,5.33091115,-0.366581,7.44763,0.500078,0.952966,-1.06,1.165543,-0.133148,-0.348375,-1.195122,0.20158800000000002,-1.0365950000000002,-0.149844,0.298455,0.191176,0.495284,0.183697,0.26356199999999996,-0.78171,-0.193931,-0.285926,-0.5623319999999999,0.311871,0.432546,-0.396835,-0.532894,-0.809251,-0.150677,0.47112600000000004,HDAC9,possible
0,0,12,13.11329,-0.2142,0.0,0.0,0.0,0.0262294918736351,0.146139458,0.0,,6.024744999999999,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,HEPN1,least likely
0,0,49,796.87118,0.2219,0.0,0.0,0.0,8.496970031078101e-07,0.146511853,12.72102078,0.413555,6.3529,0.218075,-0.250609,0.08,-0.240891,0.282667,-0.41211899999999996,0.261193,-0.221546,-0.26927,-0.15958599999999998,0.1969,-0.200707,0.9067,-0.21850999999999998,0.44986400000000004,0.567539,-0.160329,0.41234499999999996,0.328409,0.25746399999999997,-0.244719,-0.198697,0.23637199999999997,-0.259403,-0.168704,-0.347885,HFE,most likely
0,0,10,16291.104180000002,0.2636,0.0,0.869202136,0.0,0.00266463463685607,0.328141659,10.54543118,-0.725268,4.41408,0.471974,0.658414,8.95,0.387473,0.61595,0.375052,0.474656,0.44787899999999997,0.36896100000000004,0.381351,0.30036399999999996,0.27423000000000003,0.334003,0.35576199999999997,0.5345340000000001,0.662651,0.274064,0.7955300000000001,0.5529890000000001,0.5481600000000001,0.357799,-0.581987,0.484354,0.298041,0.273802,0.35184,HLA-B,probable
2,1,75,16622.23863,0.2096,0.0,0.0,0.0,0.166625329932453,0.186891869,12.35448238,-0.9691629999999999,,-0.9367709999999999,-0.783656,5.11,-1.0668030000000002,-1.040168,-0.957208,-0.9347129999999999,1.384499,-1.209156,-1.33228,-1.018157,-0.9478790000000001,-1.1065399999999999,-1.2122870000000001,-1.0067030000000001,-1.119414,-1.000724,-1.1187209999999999,-1.547927,0.8103229999999999,-1.1527319999999999,-0.937683,-0.9321139999999999,-1.241584,-1.422531,-1.0514270000000001,HLA-DQA1,probable
0,0,194,116.32725,0.4063,0.0,0.0,0.0,0.700164889675938,0.356269389,14.48467393,0.255432,,-0.311421,-1.25647,0.3,-0.347873,1.102911,0.95757,0.79404,0.70805,0.672387,-0.163716,0.183751,-0.27839400000000003,0.987979,0.23637199999999997,0.782821,0.316288,0.5257569999999999,0.575699,-1.169032,-0.9156709999999999,0.308103,0.9468290000000001,0.5210229999999999,-1.340778,0.20325,-0.636525,HLA-DRA,probable
1,1,50,1446.4747300000001,0.2923,0.0,0.0,0.0,0.009426670036828429,0.353563726,1.65679411,0.326604,11.069,-1.323396,-0.248941,,0.647698,,,,,,0.154873,0.461081,0.315909,,0.273231,,-6.6438559999999995,0.140845,,,-6.6438559999999995,0.505927,-6.6438559999999995,,0.754406,-0.280057,-6.6438559999999995,HOXA4,possible
1,1,286,91.19341999999999,0.5011,0.0,0.0,0.0,0.00156116787120129,0.19659511699999999,3.93670914,-0.9171889999999999,8.60215,0.711654,-1.0449110000000001,0.37,-0.893123,0.25824600000000003,0.275836,-2.397918,-0.44095500000000004,0.5082770000000001,-0.257949,0.304214,0.185371,-0.235051,-0.45470600000000005,-2.585636,-2.4678310000000003,-0.258227,1.924335,-0.832838,0.533576,1.11693,-3.503285,-0.374138,-0.282463,-0.63955,0.253644,HRH1,probable
0,0,311,1907.06868,-0.3337,0.0,0.0,0.0,,,21.50009141,-0.496501,11.167,0.836191,-0.601296,,-6.6438559999999995,-6.6438559999999995,0.445263,-0.7112310000000001,-2.194954,0.290153,0.440561,-0.9705229999999999,0.711886,0.74937,0.805154,2.945462,-6.6438559999999995,-0.893812,-6.6438559999999995,-5.107036,0.964952,-1.771737,-1.60267,0.9558530000000001,-1.265626,0.287471,-0.707572,HSPA1A,probable
0,0,2063,2435.22546,0.3317,0.0,0.0,0.0,2.19040919542089e-06,0.39679274,6.86005273,-0.045299,11.1979,0.345368,-0.374311,-0.11,-0.265532,-0.528045,-0.624339,-0.17973699999999998,-0.343413,0.201488,-0.9315629999999999,0.264681,-0.08845599999999999,-0.418023,0.213063,-0.277483,-6.6438559999999995,-0.20361400000000002,0.663497,-0.41913199999999995,-1.9772599999999998,-0.943586,1.128892,-0.21882,-0.255175,-0.34159,-0.221554,HSPA1L,probable
0,0,43,307.12317,0.4035,0.0,0.0,0.0,0.9999582257138481,0.852899194,2.97639148,0.160549,8.49145,0.134077,0.35964,-0.15,0.149149,0.16708599999999998,0.26475,0.104744,0.20709299999999997,0.15848800000000002,-0.23918499999999998,0.134051,0.192742,0.250138,-0.315605,0.195008,-0.651384,-0.171494,0.11183199999999999,0.26176,-0.15925999999999998,0.204043,0.12968,0.131237,0.095485,-0.261782,-0.454079,HSPA4,most likely
0,0,227,120.59948999999999,0.5009,0.0,0.0,0.0,0.8130064245675609,0.49458882200000004,2.91372116,0.330262,7.28895,-0.672095,-0.32312399999999997,-0.54,-1.739775,0.967899,-0.842168,-1.896496,-0.44888,-0.321287,,-0.841615,1.055191,1.008509,,-0.8799170000000001,-3.418621,-1.1780760000000001,-1.329015,2.705952,-1.015519,0.7070270000000001,-1.3692280000000001,-0.43399799999999994,,-1.145852,,HTR1D,probable
0,0,109,168.09506000000002,0.4371,0.0,0.0,0.0,0.6487875127590239,0.72905165,5.91668299,0.585867,7.26075,0.430522,-2.21097,-0.05,,0.470894,0.661552,0.9052629999999999,-0.9913360000000001,0.6905939999999999,0.6427689999999999,-0.23244499999999998,-1.000921,1.834239,-1.581861,,,,-6.6438559999999995,,2.901421,0.979773,,-6.6438559999999995,,,0.933732,HTR4,probable
0,0,178,40.46933,0.5471,0.0,0.0,0.0,0.376558105362484,0.6853213909999999,4.60912048,0.200106,7.620369999999999,0.166174,0.20444600000000002,-0.38,-0.188528,1.223436,0.171999,0.5939770000000001,0.236578,-0.6778310000000001,-0.468179,-0.111478,-0.28696,-0.213734,-0.41135600000000005,0.348846,-0.19648,-0.21884099999999998,-0.291953,-0.128411,0.511131,0.16434,-0.363097,0.34283600000000003,0.33781100000000003,-0.22714299999999998,-0.574926,IDH2,probable
0,1,30,98.37812,0.4175,0.8308635740000001,0.0,0.0,0.469523496452965,0.804062724,6.8125021,-0.387881,7.0744,0.652402,-1.53829,0.24,-6.6438559999999995,1.625361,1.538978,-6.6438559999999995,1.3085129999999998,-1.189042,0.390467,0.923585,-1.225278,0.626117,-1.5665790000000002,0.8988959999999999,2.3696599999999997,-1.191289,0.7489239999999999,1.586351,2.628663,-0.41753,1.694498,0.5561619999999999,0.553401,-1.6060290000000002,-6.6438559999999995,IGF1,probable
0,0,26,2102.84042,0.2496,0.0,0.0,0.0,0.36225190243329497,0.79961127,5.7405052,-0.25123,10.52235,-2.0243729999999998,0.5400510000000001,,-6.6438559999999995,-0.45861199999999996,-0.42082700000000006,0.5643,-0.770753,-0.732474,0.9381940000000001,0.322363,0.170129,1.390349,0.423029,-0.593875,3.6781900000000003,-0.33121999999999996,0.749401,-0.752212,-2.115093,-0.342358,-6.6438559999999995,-0.59537,0.393753,-0.445744,-1.360206,IGFBP3,probable
2,1,1210,133.86335,0.4516,0.549225289,0.0,0.0,0.289669116993916,0.401833534,3.9639913,-1.7479900000000002,12.4831,-1.541372,-6.6438559999999995,0.73,-6.6438559999999995,-6.6438559999999995,1.226947,1.020765,4.342302,1.101165,-1.010631,-6.6438559999999995,0.403343,-1.045324,-0.6019359999999999,-6.6438559999999995,-6.6438559999999995,-2.701647,-6.6438559999999995,-6.6438559999999995,-3.857332,1.003247,-1.261831,0.9414799999999999,2.235981,-3.3799349999999997,-0.8405950000000001,IL6,probable
0,1,36,141.47735,0.4094,0.0,0.0,0.0,0.18654784410219602,0.743839204,15.82476944,-0.314869,9.596630000000001,1.117944,-0.173335,-2.14,-0.24085399999999998,-0.101884,-0.128113,-0.503009,-0.122022,0.281317,-0.10442,0.291576,0.252121,-0.303546,-0.233198,-0.291029,0.343491,0.174826,-0.582073,-0.31794,-0.48106499999999996,-0.45850799999999997,-1.457374,-0.560024,-0.655837,0.35385300000000003,-1.0345389999999999,INSR,possible
1,1,39,971.5298,-0.3997,0.742183659,0.0,0.0,,,2.98297969,0.16660999999999998,5.38042,0.602952,0.693366,,-0.295914,-0.185676,-0.372802,-0.533098,-0.806334,-0.5576409999999999,0.39199,-0.913784,-0.411444,-0.22373800000000002,0.10446199999999999,0.083708,-1.079009,-0.174478,0.44005,-0.093811,0.30856500000000003,0.138195,0.26251599999999997,0.16278099999999998,0.256604,-0.36299000000000003,0.8859360000000001,IRS2,probable
0,0,181,3832.6979100000003,-0.389,0.472965166,0.0,0.0,4.0738520992614205e-05,0.7233242990000001,7.94127642,-0.656242,6.612139999999999,0.25861100000000004,-2.318734,-0.33,-2.1272990000000003,-0.45745399999999997,-0.19588699999999998,0.36570199999999997,0.412459,-0.252682,-1.669139,1.1141299999999998,0.227758,0.731563,-0.197902,-0.190899,-0.899394,0.22123299999999999,-1.074217,0.40318899999999996,-1.7238580000000001,-2.735188,1.156568,-0.393681,1.1604299999999999,1.428557,4.038591,ITGA2B,probable
0,0,17,1818.8962800000002,0.3241,0.0,0.0,0.0,0.000480018789158923,0.705665529,7.90802953,0.21851900000000002,9.21996,0.34494600000000003,0.168987,-0.28,0.442043,-0.151341,-0.376017,0.21024299999999999,0.17511400000000002,0.317319,0.07027,0.174294,0.172058,0.163109,0.161548,0.221671,0.291487,-0.181779,0.145335,0.14671900000000002,0.5102979999999999,0.24966300000000002,-0.194142,0.170073,-0.400941,0.143991,0.34071999999999997,ITGB5,most likely
0,0,167,537.31129,-0.4961,0.494209116,0.0,0.0,0.999999615868819,0.824708164,5.85644216,0.265748,9.83952,-0.689441,0.34942399999999996,-2.14,-0.917076,0.218183,0.553345,0.22693400000000002,0.248714,0.287286,-0.092761,-0.183205,0.408339,-0.25456599999999996,-0.335829,-0.27982399999999996,0.7195010000000001,-0.589565,0.27765700000000004,-1.011499,0.8832459999999999,0.20411500000000002,0.437529,0.811377,0.175124,0.42131,0.19809100000000002,JAG1,probable
2,1,17,392.42528,0.1943,0.0,0.0,0.0,0.981511998562845,0.484736234,2.7428922000000004,0.10928399999999999,7.65948,-0.645945,0.354189,0.59,0.434608,-0.592911,0.245579,0.28397,0.411024,0.289928,0.385641,0.124589,0.11306500000000001,0.684668,0.380306,0.29433200000000004,0.737563,0.19717200000000001,-0.301678,0.339896,2.338748,0.152506,0.254444,-0.485558,0.20834,0.098998,-0.164631,KANK2,possible
0,0,24,123.58507,0.1733,0.0,0.0,0.0,0.9825878697800309,0.7285507920000001,11.69182943,-0.2362,6.20863,0.945318,-1.584365,-0.05,1.223868,0.32003200000000004,0.528866,-0.150612,0.055536,-0.35329299999999997,1.049169,0.310808,-0.198442,0.20945300000000003,0.298502,0.178047,0.36643600000000004,1.2236879999999999,0.7991229999999999,-0.305215,-0.44703100000000007,-0.9009969999999999,-2.241603,-1.677877,-0.746271,0.537666,2.311426,KCNB1,probable
0,0,521,913.1814400000001,-0.4321,0.44203407100000003,0.0,0.0,0.9998899952348159,0.714798927,3.81588039,0.29217,5.34301,0.8302360000000001,0.521072,-0.88,-3.031987,0.180777,0.097852,0.917889,0.202542,-0.11447,0.394617,-0.35938000000000003,-1.267536,0.096344,0.59588,-0.4621,2.89082,-0.8812629999999999,-0.049301,-0.29736799999999997,1.468013,-0.970009,-6.6438559999999995,0.239175,0.457929,0.931099,-1.632976,KCNH3,probable
0,0,32,71.76069,0.2634,0.0,0.0,0.0,0.999978751386027,0.7743014690000001,3.75626441,-0.9432219999999999,7.30439,-0.78462,-0.453521,-1.68,-6.6438559999999995,-6.6438559999999995,-5.051266,-1.047334,0.337483,-0.107856,0.535529,0.514466,0.47407200000000005,3.290522,0.46701000000000004,1.539361,-1.105127,0.564996,-1.0264659999999999,0.97755,-0.695682,0.480312,1.529932,-0.071811,0.385914,0.515466,1.056948,KCNH4,probable
