IPA_Activity,IPA_BP_annotation,wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,mousescore_Exomiser,humanscore_Exomiser,fishscore_Exomiser,pLI_ExAC,HIPred,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Colon_Transverse_GTExFC,Nerve_Tibial_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC
0.0,0.0,104.0,264.70005,0.3519,0.01737378026,0.0535903449,0.0,0.159467559569008,0.146139458,2.2513354073000005,-0.23634456999999998,13.87176,-0.16259018000000006,-0.7110917699999999,0.4720000000000003,-0.45749572999999993,-0.2572101300000001,-0.26749542000000004,-1.63782291,-0.2004596600000001,-0.3463070899999998,-0.1076000799999999,0.03605412000000001,-0.08669325000000004,-0.8608802499999999,-0.08184163000000001,-0.17626733000000003,-1.41981074,0.020590659999999993,-0.6513839600000004,-0.16308924000000005,-0.05992099999999998,-0.28259936,-0.20853212000000007,-0.6668256499999999,-0.20117016000000004,-0.07778689999999999,-0.36999019000000005
0.0,0.0,98.0,722.18127,0.2755,0.00514240382,0.0,0.0,0.3647594650126711,0.6121051591300001,5.241322268099998,0.005532299999999998,9.755545,-0.01249526,0.031019279999999972,-0.2531999999999998,0.07488870000000003,0.07177911,0.0005484999999999995,0.019166720000000016,0.07278871000000005,-0.020590639999999997,-0.06862915000000001,-0.012483369999999992,0.01859617000000001,-0.15189281999999987,-0.01559514,0.05585793999999999,0.06732602000000001,0.006373770000000001,0.09395492000000001,0.04184973000000002,-0.03972410999999998,0.026281550000000008,0.03562641999999999,-0.061762330000000004,0.01522448,-0.027042479999999994,0.061945509999999995
0.0,0.0,465.0,611.7661,-0.3,0.02844726966,0.04636891952,0.0,0.4053100273918713,0.5787146581300003,4.636727973199999,-0.01464838999999999,12.9831,-0.12666503,-0.5108908499999999,-0.24569923899999987,-0.05952388000000001,-0.20826361000000013,-0.15377702000000001,-1.3242924300000005,-0.2146871300000001,-0.16949440999999996,-0.09503945999999998,-0.10664432000000001,-0.031283010000000014,-0.42137127,-0.026856519999999988,-0.07705449999999997,-0.7468357600000003,-0.02624924,-0.4065074700000001,-0.17772671999999992,0.050689440000000016,-0.0034072400000000024,-0.035487750000000005,-0.16301639,-0.08696067000000005,-0.06149963000000002,-0.09085817
0.0,0.0,48.0,21.64298,0.4095,0.0,0.0,0.0,0.24115845153154875,0.5607105666499999,4.524403663300003,0.03946838000000001,8.425224249999996,0.006814980000000009,0.040925629999999984,-0.29939999999999983,0.036176210000000014,0.0729803,0.037996720000000005,0.012127999999999993,0.014463379999999996,0.042793810000000036,-0.08041663999999998,-0.01770324,0.013051050000000007,-0.09949993000000001,-0.045607049999999975,0.056792370000000016,0.07583357999999998,0.019778549999999992,0.07455935999999999,0.05659667999999996,-0.10552688,-0.0102366,0.04857442999999998,-0.06892363999999998,0.020307980000000007,-0.045187250000000005,0.05960845000000003
0.0,0.0,159.0,1286.8759699999996,-0.4258,0.0,0.0,0.0,0.20438601680091564,0.43317921766000006,2.674405553900002,0.027434430000000006,8.488117199999998,-0.10648351000000003,0.08675971000000005,0.05229999999999997,0.046443350000000015,0.043717500000000006,0.002756620000000003,0.05401132,0.0369349,-0.023220710000000006,-0.05775408000000001,-0.04222298000000002,0.011256299999999997,-0.15309906999999992,-0.02024940999999999,0.06022669999999998,0.08026396999999998,0.012804320000000004,0.11314906000000001,0.028436740000000005,-0.05824435999999996,0.017565600000000004,0.12205665,-0.051338329999999995,0.013418379999999997,-0.0024663799999999876,0.06203121000000001
0.0,0.0,56.0,169.84402,0.6414,0.0,0.0,0.0,0.17274564375050194,0.237914741,1.7963651935000002,0.09698682999999994,7.497753750000004,-0.18154370000000003,0.14197189000000002,0.38880000000000015,-0.3338296899999998,-0.010099670000000007,0.00460503000000001,0.07504940999999998,0.05267587000000001,0.008276790000000004,-0.06462725,-0.07306595000000003,-0.04376520000000002,-0.10739256,-0.056365029999999997,0.035833420000000026,0.07901367,-0.0023187600000000035,0.001964309999999998,0.11360209999999996,-0.05975380999999998,-0.032621029999999995,-0.25530186,-0.09257017000000003,-0.10513261000000002,-0.06895728999999996,0.052167319999999996
0.0,0.0,27.0,11.5284,0.2613,0.0,0.01432165903,0.0,0.3427777791274822,0.60601834239,6.245365773499998,0.031627800000000005,8.817123399999996,-0.035568849999999985,0.03920243,-0.2828999999999999,0.03710325000000001,0.049557079999999996,0.06466978999999999,0.011040720000000014,0.03001009999999999,-0.007471589999999999,-0.061055920000000014,-0.010571629999999997,0.017700240000000013,-0.10981686,-0.006927940000000001,0.0214361,0.04155522000000001,0.017435050000000004,0.08961584999999996,0.007070319999999996,-0.04774421000000001,-0.010898269999999996,0.0011577100000000056,-0.11212908000000005,0.007626869999999999,-0.036384309999999996,0.07150791
0.0,0.0,122.0,94.57913,-0.3108,0.0,0.0,0.0,4.8954693456369e-05,0.219635889,1.70705006,0.804471,5.8026800000000005,3.465179,3.93096,0.12799999999999997,3.985695,2.761172,2.624324,2.7561560000000003,3.154977,3.373804,3.964067,3.820491000000001,4.422732,2.481168,4.077557,2.207448,4.105542,4.056207,1.768522,2.876967,2.257061,4.05194,3.240065,2.977153,3.4537440000000004,3.327256,3.806876
2.0,1.0,105.0,100.43917,0.4266,0.363622861,0.0,0.0,0.454891016173085,0.824394882,4.92982383,-0.396753,9.11674,-0.562509,-1.75193,-0.42,-0.9788,-2.002064,1.102047,-0.8317049999999999,0.8441870000000001,-2.123087,-0.671327,-0.194131,-1.508263,-0.6301439999999999,1.043081,-6.643856,-6.643856,-1.416701,0.7363350000000001,0.907075,-6.643856,-0.644849,-0.482418,-6.643856,0.32111100000000004,-1.540466,1.27615
0.0,1.0,262.0,826.5867400000002,0.5789,0.0,0.0,0.0,0.993084640132559,0.7359347340000001,4.94565415,-0.256961,8.113719999999999,0.32345300000000005,-0.31566500000000003,-1.52,-1.278225,-0.345333,-0.240288,-0.448655,-0.800556,-6.643856,0.182897,-0.358302,-0.232789,0.8890299999999999,0.193302,-2.064807,1.830032,0.155375,0.416063,0.77822,-0.8444959999999999,-6.643856,-1.395415,-0.5106069999999999,-2.310835,0.464502,0.752969
