iter	Passed	Remaining
0	2	131
1	4	109
2	6	94
3	7	85
4	8	78
5	10	73
6	11	70
7	13	70
8	14	67
9	16	66
10	18	64
11	19	63
12	21	61
13	23	59
14	24	56
15	26	55
16	27	54
17	29	52
18	31	50
19	33	49
20	34	47
21	36	45
22	37	44
23	39	43
24	41	41
25	43	39
26	44	38
27	46	36
28	47	34
29	48	32
30	50	30
31	51	29
32	53	27
33	55	26
34	57	24
35	59	23
36	60	21
37	61	19
38	63	17
39	65	16
40	66	14
41	67	12
42	68	11
43	69	9
44	71	7
45	73	6
46	74	4
47	76	3
48	77	1
49	79	0
