wgEncodeBroadHmmHuvecHMM.count,GDI_Score,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Testis_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,RVIS_Score,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Ovary_GTExFC,Artery_Coronary_GTExFC
14,250.99535,10.61,9.39784,10.3093,0,0,0,0.743839204,10.79296239,-0.119858,9.63588,-0.113515,-0.6,-2.489333,-0.226652,0.183307,0.307767,-0.039086,0.312253,1.033123,0.260381,-0.104506,-0.231002,0.345293,0.611386
4,6533.99861,12.7549,6.21866,7.54731,0,0,0,0.167412758,9.82593735,-0.322275,10.0347,-0.281181,1.08,-0.336621,-0.543527,-0.46242,-0.491042,-0.571538,-0.81882,-0.474731,-0.314025,-0.327417,-0.442863,-0.249981,-0.404226
234,741.13732,0.0340596,0,0.100667,0,0,0,0.223845271,0,1.036993,8.9121436,0.42830082,0.5919,0.20037514,0.26969749,-0.20239808,0.03747238,-0.13703303,-1.49503395,-0.89547673,1.012,-0.02192165,0.38054289,-1.29872115,0.23168625
257,148.46269,0.563924,3.52714,2.73794,0.514240382,0,0,0.762403488,11.79347495,0.188398,7.2382,-1.196327,0.24,-0.334975,-0.624248,-6.643856,-0.734207,0.291585,0.5019,4.652547,0.203167,-0.140537,-0.398971,1.850869,-0.253602
108,15.97048,0.438569,0.0645291,0.453519,0.513919247,0,0,0.824708164,0,-0.381363,3.15805,1.041336,-0.56,0.75294,0.407776,-1.657167,0.824736,-0.351935,1.257377,-0.19661,-0.399385,0.300158,-2.965094,0.815399,0.858889
108,1350.01732,0.037074,599.629,1.38948,0.494209116,0,0,0.634786546,7.86340488,-0.412163,9.86123,0.58033,-0.71,-0.843304,1.709162,-0.674461,-0.69071,-0.05436001,-6.643856,-5.042806,-0.644199,1.139244,0.523809,1.410892,-0.952449
786,915.46367,9.51779,1.01714,11.0507,0.475599242,0,0.957427108,0.836875796,6.45844108,0.136208,9.56744,-0.217904,-2.81,-1.113092,0.370824,-0.121982,0.312818,0.245174,0.192436,0.179344,-0.665776,-0.10761,-0.24725,0.136216,-0.177215
71,107.00427,15.9373,14.0175,8.67099,0.465192662,0,0,0.705665529,6.70564693,-0.77344,10.8685,0.140754,-0.92,-0.473032,-0.220753,-0.934953,-0.255355,-0.272061,-2.807584,-0.76579,-1.961337,-0.196642,-0.177697,-0.897218,-0.294705
20,265.4958,0,0,0.0450065,0,0,0,0.69255507,2.89203741,-0.78601685,7.40216,4.463436,-0.03,0.301579,-0.553199,-0.90801785,-0.787168,0.28888578,4.533915,1.336073,-0.454175,-0.955926,-0.0671438,-1.41128593,2.053355
24,7073.32393,2.65783,0.160288,130.662,0,0,0,0.394304127,1.95677062,0.084599,8.3447572,0.732955,0.55,0.459246,-0.545916,-0.802898,-0.941394,1.160963,1.215331,0.878831,-0.508097,0.387073,-1.009969,1.070654,0.361575
10,70.2485,27.0762,9.67615,78.0878,0,0,0,0.715512335,1.12427871,-0.334271,10.2981,-0.21357,-0.58,-0.160461,0.086588,-0.159401,0.256367,-0.093877,0.169122,-0.684797,-0.095348,-0.076325,-0.17389,-0.151854,0.168846
358,1.92553,49.8542299,26.9158051,81.2859766,0.041668715,0,0.028722813,0.706386124,8.427503128,-0.09508549,8.62627785,0.0981487,-0.256299239,-0.37224249,-0.09604888,-0.15666193,-0.05276843,-0.05335534,-0.47074785,-0.75746522,-0.08771362,0.20588149,-0.03538968,-0.01354089,0.03227744
14,6512.79761,0.71503,0.138761,1.04572,0,0,0,0.27013588,1.99960351,0.345285,7.06585,-6.643856,2.67,0.544965,-0.996681,0.824365,0.589452,-0.429427,2.428324,-0.633839,-0.87973,0.722469,-0.523963,-0.957195,-0.96366
208,163.76466,24.7888,13.1615,7.75008,0,0,0,0.591455102,0,-0.125252,6.06617,-0.105417,-0.63,-0.655388,-0.24816,0.601969,-0.284807,0.05143,-0.239101,-0.854991,-0.287671,0.127528,-0.075549,0.380077,0.12446
43,25.82937,57.8828,10.5596,11.333,0,0,0,0.824708164,1.61745951,0.204281,15.4676,0.834014,-0.69,-0.486181,-0.528125,-0.314477,-0.709115,0.080176,-2.214994,0.703315,0.554286,0.318578,0.313994,-0.394841,1.3354
17,1711.71278,63.8635,0.269963,4.87823,0.416240159,0,0,0.527638393,3.74225736,0.312136,7.48501,-0.200163,-0.015999239,-6.643856,-0.639352,4.404618,-0.707694,0.460626,2.02153,0.545531,-0.446638,0.237675,0.24728,1.743327,0.365479
81,98.07425,4.19656,1.44702,2.52139,0,0,0,0.38356629,2.19615612,-0.167837,7.28204,-0.184829,-0.29,-0.377802,-0.320553,-0.636153,0.19832,-0.217996,-0.293109,-0.344762,-0.338256,-0.145816,-0.486422,0.089651,0.103435
61,1567.59549,37.8225,4.16766,23.8362,0,0,0,0.630912066,8.84810219,-0.062428,9.18917,0.186814,-0.43,0.22788,0.30669,0.299118,-0.356677,-0.076002,0.44263,0.356684,0.264337,0.09419,0.424624,-0.966524,0.238848
184,2249.29606,5.63725,0.621733,6.18994,0.564666898,0,0,0.836875796,2.75424746,0.155358,5.0423,-0.233329,-0.42,1.539152,-1.802988,0.245676,0.371095,-0.730106,-6.643856,1.28885,0.937575,0.267657,0.237022,-0.414192,0.8915
52,11.31874,9.75615,49.0302,6.79186,0.431381082,0,0.957427108,0.824708164,7.74847463,0.485505,8.38376,-0.376757,-0.1,-0.672953,-0.852766,0.329962,0.221814,-0.365951,1.132954,-0.744941,-0.928612,0.282381,-0.387166,0.44478,-0.59118
147,9.29304,0.190075,0.98202,0.902858,0,0,0,0.748405397,2.80882657,-0.258067,10.6059,0.146002,-0.36,0.656927,0.479047,-0.495754,0.41905,-0.493569,-0.310872,0.582548,-0.51946,-0.488229,0.622362,-0.766152,-0.748268
40,12.40367,3.45549,0.781735,2.17794,0,0,0,0.728550792,3.95455952,-0.589646,8.93779,-0.455577,-0.05,-0.206704,0.50318,0.602139,-0.11359,0.142373,0.453387,0.544096,0.168229,0.152067,-0.249565,0.509942,-0.179833
26,58.06389,0,8.26487,0.129494,0,0,0.609459847,0.295108467,3.85244898,-6.643856,7.74040285,-0.87898438,-0.38,0.00438104,-1.83343714,0.922319,-1.01550911,-0.10219076,-1.6190174,-0.70986869,-0.75909298,0.06426558,-2.85085893,-3.09911993,-0.73090254
247,415.38531,0,0,0.84196,0,0,0,0.123297259,4.95013216,-0.56422,9.11632,-1.13149784,0.53,0.25290033,0.0386412,-0.24698191,-0.62789788,0.16126511,-0.61698353,-0.18965192,0.36287651,0.18057789,0.25835635,-0.71982549,1.35976347
17,1766.09386,8.75224,0.321825,0.504048,0,0,0,0.238498077,1.98266541,-0.813887,9.57458,-0.697306,0.69,0.792694,-0.488083,0.493767,-0.428249,0.755662,0.685126,-0.900297,-0.627281,0.766024,-1.409731,0.518235,-2.822717
187,29.87324,41.3305,2.1737,35.6586,0.570663532,0,0.900502883,0.833060265,24.59899632,-0.681596,7.76286,-0.726105,-0.27,-0.248415,-0.166936,0.449793,-0.172461,0.252811,2.292855,1.042705,0.24878,0.537042,-0.172619,1.296973,-1.052631
29,290.01884,423.827,56.1306,118.222,0,0,0.957427108,0.703993857,5.98324176,0.111959,8.04791,0.31703,-0.02,0.175401,0.265699,0.18158,0.306047,0.101216,-0.370214,-0.077393,0.452603,0.071537,0.257702,-0.296858,0.13096
44,417.97863,3.46744,13.1988,2.91121,0.855397621,0,0,0.527827442,26.460427,-0.426806,8.5566,1.523811,-0.2849,-0.497016,0.775066,0.510917,-0.463126,-0.629333,-6.643856,-0.638903,-0.458977,-0.513384,-0.472885,1.187834,-0.407974
1,114.40031,0.686156,0.0736473,0.595451,0,0,0,0.458951801,1.97547522,-0.867827,5.55895,0.324083,0.06,2.574386,1.038356,-0.68594,-3.274398,-0.514816,-1.341933,-1.395303,2.474178,-0.844303,-0.881633,1.24807,1.41714
297,41.83799,0.0240421,0.0164392,0.631728,0,0,0,0.778094649,10.67917885,0.535651,7.35371935,-1.177649,-2.41,-0.192525,-0.812796,0.393333,-0.79658638,-0.11765318,-2.752073,-0.673067,0.637759,-0.57867,-0.710548,-0.45726255,0.46823622
703,71.54191,47.9783,31.8979,60.4335,0,0,0,0.443194807,1.99992492,0.524114,9.54742,0.166031,-0.56,0.729092,0.088853,0.054878,0.335775,0.121234,-0.179479,-0.25068,0.053481,0.084299,-0.406497,0.247456,-0.546973
467,199.89032,6.88495,1.48713,0.803821,0.342190081,0,0.117221173,0.593201816,5.23490994,-1.056082,7.2373,-0.199451,-1,0.525571,0.187953,1.984248,-0.375682,-0.681548,0.44646,-1.925776,0.29007,0.25633,-0.340789,-1.610375,0.298178
155,41.67691,7.31625,2.82645,2.78732,0.219683501,0,0.006158818,0.636561334,4.353020978,0.450478,5.22532,-0.173603,-0.56,-0.09684,-0.076607,0.273011,0.545364,0.271271,0.691859,0.133198,0.106247,-0.15513,-0.36868,0.41438,-0.206316
249,74.72132,6.03324,4.06897,11.2526,0,0,0,0.412954688,0,0.044709,8.80774,0.515806,-0.25,-0.125075,-0.148467,-0.237134,-0.120712,-0.165433,-0.233317,0.141401,0.183893,-0.164786,-0.137346,0.170288,-0.427727
37,78.75617,1.3964,0.0939103,2.73406,0,0,0,0.602500796,5.33091115,-0.366581,7.44763,0.500078,-1.06,-0.133148,-0.348375,0.201588,0.298455,-0.149844,-0.78171,0.495284,0.263562,0.191176,-0.193931,-0.396835,0.471126
12,13.11329,62.860014,26.453959,90.7699609,0,0,0,0.146139458,0,-0.02971778,6.024745,-0.08723718,0.68,-0.10141159,0.0565728,0.00802787,0.03345575,-0.08353515,0.04592034,-0.18877187,0.00195661,0.00223088,0.00830299,-0.01027094,-0.00536793
49,796.87118,5.47019,3.24452,1.55111,0,0,0,0.146511853,12.72102078,0.413555,6.3529,0.218075,0.08,0.282667,-0.412119,-0.221546,0.1969,-0.159586,0.567539,0.9067,0.449864,-0.200707,-0.160329,-0.198697,-0.347885
10,16291.10418,995.413,467.872,392.794,0,0,0.869202136,0.328141659,10.54543118,-0.725268,4.41408,0.471974,8.95,0.61595,0.375052,0.447879,0.300364,0.381351,0.662651,0.334003,0.534534,0.27423,0.274064,-0.581987,0.35184
75,16622.23863,10.221,1.90703,2.00496,0,0,0,0.186891869,12.35448238,-0.969163,7.6340076,-0.936771,5.11,-1.040168,-0.957208,1.384499,-1.018157,-1.33228,-1.119414,-1.10654,-1.006703,-0.947879,-1.000724,-0.937683,-1.051427
194,116.32725,208.273,44.6309,43.6598,0,0,0,0.356269389,14.48467393,0.255432,7.63691725,-0.311421,0.3,1.102911,0.95757,0.70805,0.183751,-0.163716,0.316288,0.987979,0.782821,-0.278394,0.525757,0.946829,-0.636525
50,1446.47473,0.119695,0.571905,2.30838,0,0,0,0.353563726,1.65679411,0.326604,11.069,-1.323396,0.8251,-0.67416365,-0.20521376,-0.74156522,0.461081,0.154873,-6.643856,-0.69985617,-0.5025498,0.315909,0.140845,-6.643856,-6.643856
286,91.19342,1.96506,0.0628549,0.953955,0,0,0,0.196595117,3.93670914,-0.917189,8.60215,0.711654,0.37,0.258246,0.275836,-0.440955,0.304214,-0.257949,-2.467831,-0.235051,-2.585636,0.185371,-0.258227,-3.503285,0.253644
311,1907.06868,37.8057,119.114,42.5554,0,0,0,0.620767931,21.50009141,-0.496501,11.167,0.836191,-1.1607,-6.643856,0.445263,-2.194954,-0.970523,0.440561,-6.643856,0.74937,2.945462,0.711886,-0.893812,-1.60267,-0.707572
2063,2435.22546,1.6218,0.71549,164.327,0,0,0,0.39679274,6.86005273,-0.045299,11.1979,0.345368,-0.11,-0.528045,-0.624339,-0.343413,0.264681,-0.931563,-6.643856,-0.418023,-0.277483,-0.088456,-0.203614,1.128892,-0.221554
43,307.12317,33.0087,17.3389,92.3215,0,0,0,0.852899194,2.97639148,0.160549,8.49145,0.134077,-0.15,0.167086,0.26475,0.207093,0.134051,-0.239185,-0.651384,0.250138,0.195008,0.192742,-0.171494,0.12968,-0.454079
227,120.59949,0.0293841,0,0.648295,0,0,0,0.494588822,2.91372116,0.330262,7.28895,-0.672095,-0.54,0.967899,-0.842168,-0.44888,-0.841615,0.19007831,-3.418621,1.008509,-0.879917,1.055191,-1.178076,-1.369228,0.12401547
109,168.09506,0.0253718,0.0171578,0.071949,0,0,0,0.72905165,5.91668299,0.585867,7.26075,0.430522,-0.05,0.470894,0.661552,-0.991336,-0.232445,0.642769,-1.2632253,1.834239,-1.47277509,-1.000921,-0.40803871,-1.93694675,0.933732
178,40.46933,100.713,184.723,8.38843,0,0,0,0.685321391,4.60912048,0.200106,7.62037,0.166174,-0.38,1.223436,0.171999,0.236578,-0.111478,-0.468179,-0.19648,-0.213734,0.348846,-0.28696,-0.218841,-0.363097,-0.574926
30,98.37812,5.33813,13.8385,4.86163,0.830863574,0,0,0.804062724,6.8125021,-0.387881,7.0744,0.652402,0.24,1.625361,1.538978,1.308513,0.923585,0.390467,2.36966,0.626117,0.898896,-1.225278,-1.191289,1.694498,-6.643856
26,2102.84042,37.6823,143.431,10.23,0,0,0,0.79961127,5.7405052,-0.25123,10.52235,-2.024373,-0.313599239,-0.458612,-0.420827,-0.770753,0.322363,0.938194,3.67819,1.390349,-0.593875,0.170129,-0.33122,-6.643856,-1.360206
1210,133.86335,4.39776,0.22322,0.625845,0.549225289,0,0,0.401833534,3.9639913,-1.74799,12.4831,-1.541372,0.73,-6.643856,1.226947,4.342302,-6.643856,-1.010631,-6.643856,-1.045324,-6.643856,0.403343,-2.701647,-1.261831,-0.840595
36,141.47735,29.4394,22.9703,12.5475,0,0,0,0.743839204,15.82476944,-0.314869,9.59663,1.117944,-2.14,-0.101884,-0.128113,-0.122022,0.291576,-0.10442,0.343491,-0.303546,-0.291029,0.252121,0.174826,-1.457374,-1.034539
39,971.5298,17.9749,14.8659,8.06532,0.742183659,0,0,0.617200083,2.98297969,0.16661,5.38042,0.602952,-0.289199239,-0.185676,-0.372802,-0.806334,-0.913784,0.39199,-1.079009,-0.223738,0.083708,-0.411444,-0.174478,0.262516,0.885936
181,3832.69791,0.357435,0.365726,10.4741,0.472965166,0,0,0.723324299,7.94127642,-0.656242,6.61214,0.258611,-0.33,-0.457454,-0.195887,0.412459,1.11413,-1.669139,-0.899394,0.731563,-0.190899,0.227758,0.221233,1.156568,4.038591
17,1818.89628,58.5598,28.863,19.041,0,0,0,0.705665529,7.90802953,0.218519,9.21996,0.344946,-0.28,-0.151341,-0.376017,0.175114,0.174294,0.07027,0.291487,0.163109,0.221671,0.172058,-0.181779,-0.194142,0.34072
167,537.31129,18.8611,3.15198,7.95499,0.494209116,0,0,0.824708164,5.85644216,0.265748,9.83952,-0.689441,-2.14,0.218183,0.553345,0.248714,-0.183205,-0.092761,0.719501,-0.254566,-0.279824,0.408339,-0.589565,0.437529,0.198091
17,392.42528,31.3449,18.4976,26.4551,0,0,0,0.484736234,2.7428922,0.109284,7.65948,-0.645945,0.59,-0.592911,0.245579,0.411024,0.124589,0.385641,0.737563,0.684668,0.294332,0.113065,0.197172,0.254444,-0.164631
24,123.58507,1.68295,0.805148,0.790368,0,0,0,0.728550792,11.69182943,-0.2362,6.20863,0.945318,-0.05,0.320032,0.528866,0.055536,0.310808,1.049169,0.366436,0.209453,0.178047,-0.198442,1.223688,-2.241603,2.311426
521,913.18144,0.593576,0.244868,8.00556,0.442034071,0,0,0.714798927,3.81588039,0.29217,5.34301,0.830236,-0.88,0.180777,0.097852,0.202542,-0.35938,0.394617,2.89082,0.096344,-0.4621,-1.267536,-0.881263,-6.643856,-1.632976
32,71.76069,0.116347,0.0322178,0.856897,0,0,0,0.774301469,3.75626441,-0.943222,7.30439,-0.78462,-1.68,-6.643856,-5.051266,0.337483,0.514466,0.535529,-1.105127,3.290522,1.539361,0.474072,0.564996,1.529932,1.056948
61,173.55232,1.28561,0.604791,1.13664,0.855397621,0,0,0.714407027,14.76606971,-0.342273,8.47009,0.252337,0.24,0.260211,0.35824,0.889074,0.423593,0.744287,-0.98261,0.419071,0.126363,0.212885,0.623563,-6.643856,-0.832748
39,532.76648,2.57764,0.133124,4.13522,0,0,0,0.369423717,1.74820254,0.459748,9.64792,0.722264,0.64,-1.419491,-1.057826,0.54262,0.465511,0.725357,1.304127,0.852566,1.638641,-1.159445,1.25633,0.351031,-6.643856
1000,11.36951,0.500973,0.279457,0.812116,0,0,0.615881762,0.623617409,2.92856602,0.646117,6.90384,-0.72197,-0.5811,0.229391,-0.17756,-0.545664,-0.940018,1.423125,-6.643856,-0.540372,0.117526,-2.637709,-0.502602,-4.202464,1.239344
247,357.00957,39.4184,11.7436,1.78523,0,0,0,0.72829324,0,-0.104032,3.14625,0.727118,7.61E-05,-0.846046,-0.534871,-0.8902653,0.239065,-0.418872,-6.643856,-6.643856,1.437213,-0.390537,2.296986,0.848354,1.587908
113,5.61975,0.0333338,0,0.177921,0,0,0,0.565498233,2.92012308,1.640661,13.2918,0.422679,-0.38,0.765205,-0.223592,-1.896223,1.816405,-0.69741816,-6.643856,-0.641932,0.145128,-0.08326415,0.01786552,-1.91611704,-0.66054379
53,200.0252,0.667768,0.0303408,0.481007,0,0,0,0.716944396,4.77313532,-0.313648,5.61218,-0.864359,-0.73,0.233117,0.153651,-0.164555,-0.367074,-0.360693,1.247297,-6.643856,0.29935,-0.397877,1.894309,-4.574793,0.73079
61,22.58422,54.4873,15.4088,194.016,0,0,0,0.745582581,6.70370701,-0.053857,7.66067,-0.203003,-0.43,0.356534,0.03563,-0.07828,-0.250264,-0.189271,0.101855,-0.084531,-0.057131,-0.211127,-0.280951,-0.153318,-0.097297
958,5734.22375,18.8204,9.31893,39.3658,0,0,0,0.571837127,3.35283215,-0.25922,6.14442,-6.643856,-1.32,0.92318,-0.309414,0.436661,0.359096,-0.246248,1.375472,0.42655,-0.319592,-0.197821,-0.332839,0.879808,-0.125489
30,16.89756,41.5911,6.6673,32.6249,0.494209116,0,0,0.750652254,1.82330724,0.514639,9.12921,-1.007756,-0.6866,0.568973,0.809333,-0.888593,-0.364962,-0.27837,-6.643856,-1.916346,-3.870279,-0.322759,-0.686288,-6.643856,-0.525437
32,2694.09373,0,0,0.177636,0,0,0,0.111908376,1.98841355,2.18162,8.521062,-1.56879943,0.97,-0.33437033,-0.22784388,0.25158316,-0.48212862,1.359492,-1.05738447,-0.68361644,0.23922725,0.12290659,0.21643522,-2.24176511,-0.05915771
88,50.28346,0,0,0,0,0,0,0.123297259,1.98717466,-1.38274754,8.63590375,-0.61274333,0.35,0.21936383,-0.58201368,-0.33642079,-0.46959439,-0.58459158,-1.04647482,-0.24819468,-0.04720649,-0.0688054,0.42749954,-2.70235134,0.26648818
101,160.69859,0,0,0.103706,0,0,0,0.123297259,1.98717466,-0.29801201,8.6074181,-1.18147492,0.4287,0.18948601,-0.17874628,-0.34978214,-0.63809981,-0.35731181,-0.92482221,-0.37265021,0.23974576,0.06838492,0.23385633,-1.43897507,1.2634771
170,370.17865,0,0,0,0,0,0,0.111908376,1.98841355,-1.17901033,8.52567715,-0.30995574,0.557,-0.28357941,-0.18759041,-0.43903215,-0.31401039,-1.557141,-1.30589582,-0.28341891,0.03243276,0.07104824,0.1189078,-2.11253245,0.32753054
28,654.09994,22.6126,22.6645,7.04122,0,0,0.957427108,0.485596061,20.630263,0.288358,9.70862,-0.950694,-1.85,-1.698627,0.308082,-1.137975,1.078351,0.97482,-0.503562,-0.317056,-0.751096,0.206261,0.986989,-1.290993,-1.270956
27,1102.81114,99.115768,53.16047217,102.4429862,0,0,0,0.132359073,4.52859362,0.17030362,7.9928763,-0.30712439,3.56,0.05196998,0.01458511,0.04665347,0.04647383,-0.10401906,0.11131857,-0.15130933,0.16071624,0.00366769,-0.03950924,-0.05614562,-0.1155882
46,175.30019,21.7038,2.36997,31.1575,0,0,0.76088591,0.824708164,6.91609969,0.307696,8.84859,-0.41146,-0.82,0.153224,0.145536,-0.677936,0.352137,0.146297,-1.876212,-1.351423,-0.155567,-0.130212,0.298609,0.643876,-0.546389
111,4235.50177,33.9098,13.1822,20.9682,0,0,0,0.75617367,1.98266541,0.090526,5.34838,-0.172037,0.33,0.201699,-0.182782,-0.581665,-0.689734,0.164858,-0.270984,-0.621979,0.142784,-0.119614,0.325094,0.248858,0.640084
27,526.27186,57.091,56.7679,22.1512,0.479453267,0,0,0.824708164,14.83915576,0.173612,5.01037,-0.297001,-7.28,0.104915,0.14933,0.313315,-0.227889,0.228106,0.582238,0.721464,0.110314,-0.087085,-0.789566,-0.567891,-0.189293
6437,7952.87694,36.3082,14.8307,68.1228,0,0,0,0.273053437,9.68123578,0.087237,8.1777,-0.148924,0.41,-0.077601,-0.251947,0.529249,-0.193062,0.026058,-0.829124,0.169926,-0.43896,0.040021,0.062114,-0.150727,-0.149743
51,121.12067,16.7776,3.95268,37.4156,0.477882401,0,0,0.654942453,4.52819492,-0.075774,7.00851,-3.170901,-1.31,-0.935402,-0.311009,-0.37767,-0.301772,-0.08437,-0.594468,-0.263008,0.230875,-0.069488,-0.354522,0.173184,0.525272
862,48.85088,20.8527,10.9226,36.5321,0.465944823,0,0,0.824708164,6.61160851,0.047851,9.08457,0.050338,-0.71,0.119648,0.086098,-0.058878,0.297687,-0.064087,-0.273504,0.66597,0.066749,0.036844,-0.060947,-0.175142,0.245359
325,4302.22642,4.77708,0.261872,7.67509,0,0,0,0.565020561,27.47563542,2.629564,5.9453,-0.239556,2.18,0.011969,0.027703,0.141992,0.631828,0.253197,0.156923,-0.084733,-0.093072,-0.309037,0.381216,-0.95183,0.429013
566,165.21581,1.30854,0.374254,2.59449,0.387689527,0,0,0.519672751,4.90212349,-0.161641,8.19541,0.046666,-2.12,-0.233124,-0.163979,-0.270586,-0.470867,0.195872,-0.228937,-0.493917,-0.113123,0.044902,0.191435,0.37486,-0.353569
34,40.92143,197.911,108.978,89.6183,0,0,0,0.700975537,9.69401325,0.124529,10.8637,0.459815,-0.18,0.996064,-0.234463,1.03466,-0.10957,-0.322887,0.679871,0.859064,0.126064,0.213551,-0.285694,1.239065,-0.570941
1167,4.23961,73.0428,1.80633,16.9054,0,0,0,0.767147124,2.93755893,-0.872204,5.35738,-0.2756,0.06,2.147106,-0.24126,0.753537,-1.396435,-0.55888,2.247655,-0.929656,0.711273,-0.274863,-0.28397,-0.361887,-0.432892
517,1129.59722,5.9538,0.407267,2.62707,0.494209116,0,0,0.682115436,4.28735771,-0.218952,7.48035,-0.501773,-0.99,-1.567747,0.716098,0.396087,-0.019516,-0.128765,-0.888108,-0.415953,-0.571167,-0.502616,-0.117159,-2.074609,-0.350262
50,3.53068,31.9153151,27.4501858,42.0457269,0.084804123,0,0.065893071,0.703231247,11.82326463,-0.19188174,8.334885,0.01067577,-0.2979,-0.3365307,-0.10239946,-0.13357663,-0.06115692,-0.06611278,-0.39821009,-0.84401665,-0.09525629,0.05083184,-0.04945608,-0.10843573,-0.12631004
45,1715.16552,13.8581,9.20037,44.4973,0,0,0,0.650545239,8.26567547,-0.185072,5.06581,-0.238037,0.51,-0.5526,0.100667,0.122433,0.064253,0.097822,-0.326277,-0.502728,0.465567,0.105931,0.084428,0.13187,-0.982774
567,58.09904,6.88335,0.31003,1.56152,0,0,0,0.824708164,4.66879313,0.164661,7.7212,0.180908,-0.36,-0.366094,-0.072612,0.101034,-0.30702,-0.122029,0.409295,0.477334,-0.125242,-0.187395,0.104274,-0.552678,0.166042
1040,140.44703,5.13685,5.8127,0.921413,0,0,0,0.743839204,12.90950108,-0.370766,7.7129,3.049092,-0.69,1.139613,1.501415,-1.58335,-1.577754,-1.001101,2.604638,0.597821,-1.021921,0.239832,-0.387869,3.583589,-0.967734
712,264.93653,0.163195,0.0398599,1.47414,0.395367293,0,0.894080968,0.597733259,5.8717989,0.340193,5.14396,0.494813,-0.53,0.963799,-6.643856,0.588055,-1.854367,0.927783,0.712517,2.260224,-6.643856,0.400915,-0.347881,-1.116142,0.694749
1,4524.99996,5.89974,4.96152,15.5602,0,0,0,0.37917918,1.99733796,-0.171064,10.5996,-0.148093,0.09,0.13133,0.193752,0.258432,0.235502,0.316355,0.334546,0.174692,0.370161,0.6769,-0.177092,0.440363,0.267981
21,324.5184,0,0,0.658488,0,0,0,0.501750886,1.74820254,1.221937,8.0723718,-1.43701018,-0.02,0.22246092,-0.00908459,-0.741099,-0.56182599,0.40514169,-1.58004626,-1.1699147,0.03888946,0.02754245,0.61407444,-1.03869874,0.37476982
58,1618.50988,0,0,0,0,0,0,0.14734854,1.99932516,-1.31919559,8.3600695,-0.75781212,1.613,0.36604277,-0.36698492,-0.16912237,-0.65745823,-0.66836992,-0.5807438,-0.40217869,0.05618038,0.06312776,0.44281057,-2.21964194,0.2072367
57,4.81382,0.0387833,0.101044,0.131827,0,0,0,0.515898534,1.9940426,-6.643856,7.5484907,-1.624757,-0.6527,0.486325,-6.643856,-0.975824,-1.749891,0.617308,1.285498,-0.833125,0.781503,-0.0575515,-2.84419626,-2.50374671,-0.58228038
128,2033.84967,109.256,4.7685,145.507,0.787925159,0,0.957427108,0.747131348,4.89364881,0.419062,8.75916,0.557782,-3.1,-6.643856,0.837424,0.785708,-0.760845,0.554955,2.191457,-6.643856,1.861094,0.397656,-0.320994,-0.647656,0.434533
1,5098.77916,0.522159,0.169688,0.428808,0.558572271,0,0,0.495365709,7.02337534,0.569691,6.7970514,-0.871616,-2.78,3.886898,-6.643856,-1.187743,-2.005174,2.53066,2.56338,3.850186,0.916372,-6.643856,4.347351,2.061115,-6.643856
1,108.56923,2.50342,0.496362,2.69373,0,0,0.957427108,0.631864309,5.87436508,0.68629,8.06258795,1.925277,-3.64,-2.147331,-3.501442,-1.017961,2.292077,-6.643856,1.907736,0.922948,1.952086,-0.744555,-6.643856,2.306117,-6.643856
31,2287.01575,0.755169,0.619648,32.7457,0,0,0,0.781591654,2.98610432,-0.619784,8.62950205,0.217516,-0.89,0.13647,0.282336,-1.134933,0.275147,0.282311,-1.237183,-0.720489,0.478733,0.329433,0.35716,0.292815,0.410896
40,547.26349,24.7579,11.9914,81.3088,0,0,0,0.792072892,7.54165982,0.213072,8.80628,0.089097,-0.86,-0.116954,0.132118,1.655208,-0.072421,0.284872,0.250038,0.104458,0.189583,0.073476,-0.104933,0.168299,-0.104707
784,3780.70014,0,0,1.51697,0,0,0,0.111908376,0,-0.45408,8.8824584,-1.316768,1.1132,-0.60343168,0.02172236,-0.42545654,-0.62792491,0.12840179,-1.09140088,-0.34858162,0.30827882,0.13024775,0.474997,-2.08053609,2.475969
37,11.36697,45.3135,39.1901,79.8628,0,0,0,0.432313383,2.00140612,-0.070755,12.1361,-0.382038,0.19,-0.52645,-0.142222,-0.827,-0.072886,-0.280827,-0.349125,-0.11393,-0.407895,-0.05777,0.065333,-0.149274,0.100095
256,27.09868,38.2217,28.5577,48.6447,0,0,0,0.320700407,5.62602042,0.208699,7.38494,-0.083492,-0.16,-0.153536,-0.200274,0.091973,-0.198144,-0.170293,-0.213632,0.192014,0.095068,-0.156065,0.264992,-0.242775,-0.218433
102,42.02222,13.5728,2.45612,4.1627,0.899703515,0,0,0.824708164,7.68047773,-0.236368,8.55226,0.603323,-1.2,-0.140762,0.32375,-0.653373,0.193909,-0.395808,0.299155,-0.476871,-0.187398,0.100678,0.319353,1.982056,-1.146556
