wgEncodeBroadHmmHuvecHMM.count,GDI_Score,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Testis_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,RVIS_Score,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Ovary_GTExFC,Artery_Coronary_GTExFC
656,133.06333,0,0,1.11565,0,0,0,0.444330692,0,0.462439,8.0888131,-4.649904,0.88,0.2443353,-0.01534531,-0.4556315,-0.8440317,0.17241091,-0.55389949,-0.24370697,0.20141838,0.04784289,0.17032822,-0.63221082,0.91155416
26,27.87219,164.329,100.576,60.6634,0,0,0,0.782960892,5.42051031,-0.119141,13.7026,-0.658384,-0.27,-0.567547,0.209217,-0.195145,0.224891,-0.485826,-0.673243,1.450146,-1.903845,0.409568,-0.936904,0.80936,0.82565
32,363.12652,5.06759,1.8293,13.1943,0.882196062,0,0.957427108,0.636561334,9.79939448,0.46935,11.9665,-1.260198,-1.1,-0.508269,-6.643856,0.308106,-0.971972,0.183297,-0.659923,0.389723,-0.392432,0.537158,-1.153188,-1.889731,1.495106
30,1985.01297,34.3175,1.81331,7.97752,0.570354007,0,0.957427108,0.715312243,8.93466965,0.158828,7.39595,-0.512734,-1.29,0.667423,1.537555,0.194994,-0.265719,0.066464,0.824046,-3.079616,0.408286,-0.154984,0.40511,-6.643856,0.440877
426,4975.85094,8.05688,4.15885,8.02007,0,0,0,0.594703972,8.84950791,-0.23811,8.81007,-1.653635,0.15,-0.339944,-0.390562,-0.323457,-0.366766,-0.526896,-0.379233,-0.359242,-0.348675,-0.398339,-0.504179,-0.351285,-0.527642
17,5273.56078,2.52552,0.0361118,0.305436,0.543648904,0,0,0.593016148,10.79073801,0.406413,8.34296,1.041173,0.11,-0.515386,0.427018,0.655277,-0.329568,-0.760359,0.763853,1.018405,-0.15961179,0.836103,-0.561835,1.246044,1.44078
52,203.86765,1.22951,1.09652,4.39466,0,0,0,0.411126267,1.99992573,-0.41726,7.08676195,-0.434672,-0.6817,-0.833684,-1.551028,-2.203914,1.168516,0.35045,1.276043,2.166558,-1.143965,-0.338257,0.84224,1.037106,-1.589057
49,3116.98407,7.52875,0.928861,3.70496,0,0,0,0.267443687,5.89036917,0.245385,11.7637,-0.186739,1.8,0.39097,0.501038,0.949638,-0.251768,-0.189028,1.250039,-0.311825,1.000918,-0.311955,0.638513,-1.009247,0.493502
1,1308.42229,1.96328,1.3644,13.3073,0.89609491,0,0,0.244530007,6.90823393,-0.63349,5.91911,0.942052,0.86,-1.269725,-6.643856,1.835287,1.367762,-3.054647,2.500576,2.088431,-6.643856,-0.370679,-3.829076,1.076835,-6.643856
1,41.12591,0.149231,0.114646,0.583287,0,0,0,0.181705475,2.83811816,0.862352,6.82689605,1.589317,0.53,4.444428,2.362735,-6.643856,2.419007,-2.739802,-1.114734,-6.643856,-6.643856,-6.643856,-6.643856,2.224872,1.052476
45,1510.90255,6.50295,2.39363,3.86741,0.932800606,0,0,0.711480618,3.98295932,-0.965333,9.21449,-0.831173,-0.24,-3.297636,0.414498,-3.136595,0.198776,0.364147,0.750951,0.626286,0.664435,-0.207844,0.488045,-1.446152,-4.146116
39,1772.52944,0.602988,1.30813,0.99814,0.853179975,0,0,0.622939706,3.99033126,0.625101,5.14932,-0.969004,0,0.752273,-0.808762,-2.199485,1.766588,-1.173395,-6.643856,0.731934,-0.68286382,0.963532,0.539048,1.046218,-3.043321
305,3330.11414,16.6703,0.755957,4.84516,0,0,0,0.575230479,3.8377306,0.923181,9.18741,0.483902,0.55,-0.330841,-0.277353,-0.459971,1.469183,-1.728548,0.685037,0.307503,-0.755289,-0.894687,-1.846926,-1.990382,1.318722
257,7029.68062,1.25714,1.00514,2.34743,0.545722407,0,0,0.653915465,10.93726445,0.263466,2.34247,1.079734,1.07,-0.260417,0.863147,-6.643856,-2.148263,0.226286,0.616954,-0.317685,0.333993,0.789501,-0.678582,0.91665,-2.849754
74,1330.90849,7.4931,5.17312,7.69615,0,0,0,0.762403488,4.62651381,-0.08575,8.99251,-6.643856,1.39,0.186033,-0.608247,0.844544,0.10959,-0.146787,0.244055,0.184816,-0.16504,-0.061723,-0.374156,0.545297,0.547257
80,602.61593,48.4347,7.49669,44.0492,0,0,0,0.638582647,0,0.236134,6.06612,-0.138003,-0.2,0.352861,-0.218985,0.134928,0.067781,0.090736,0.362767,-0.481314,-0.154496,-0.104149,0.215041,0.083028,-0.102677
650,4347.97507,26.8739,6.78081,29.5574,0.431381082,0,0,0.229989916,7.6323214,0.261585,9.74534,-0.149455,-0.29,-0.141128,-0.182653,-0.133136,-0.225933,-0.386835,-0.186566,0.679538,-0.153487,-0.126892,0.328431,0.329114,-0.221173
71,8.43166,2.0679,0.524384,1.47809,0,0,0,0.146139458,5.613720566,-0.172195,3.27181,0.395168,-0.0055,2.092867,0.610929,-6.643856,-1.340289,-0.306043,1.280613,2.591148,-2.213068,-0.20721,0.697258,1.271227,-1.966932
19,2304.1461,0,0,2.53345,0,0,0,0.45271197,14.75014718,-0.273767,4.52197,-1.04236775,1.91,1.975853,0.62231,-0.428619,-1.21024648,-0.07160454,-0.59479063,-1.263687,0.575337,-0.05181365,0.11291467,-0.2315401,0.09171864
998,1919.79326,0,0,0.0283906,0,0,0,0.111908376,0,-1.20637464,8.22584065,-0.83121504,3.69,-0.77555116,-0.54955938,-0.63292516,-0.44398175,-0.72360186,-2.15400125,-0.27902932,-0.13898681,-0.03263915,0.04974592,-2.44457989,-0.06462399
19,1835.21965,0,0,16.648,0,0,0,0.170125708,1.74820254,-1.298345,7.38045,-0.9934251,1.13,-0.12212489,-0.56348422,-0.11372082,-0.7873437,0.28213462,-0.71366402,-0.26698412,-0.28641273,0.14301102,0.1818288,-0.80189272,-0.81250392
110,10099.65241,0,0,0,0,0,0,0.146139458,0,-1.22772098,8.5186493,-0.87424121,1.84,-0.34116812,-0.38389049,-0.44159492,-0.57183633,-0.61797261,-0.94392369,-0.12580752,0.03402561,0.06984995,0.66658024,-2.31917159,0.19417126
1,2713.21922,0,0,0.0654694,0,0,0,0.25535503,0,-0.91049167,8.52431985,-1.45789333,1.4784,-0.31387477,-0.26623311,-0.41546462,-0.79081808,-0.40974731,-0.81877786,-0.1335264,0.06207978,0.14561172,0.34222303,-1.29849446,1.06253838
95,118.03568,0,0,0,0,0,0,0.123297259,0,-0.90868964,8.78573335,-0.61746309,0.4389,-0.46879471,-0.01284635,-0.38661252,-0.60938773,-0.49248558,-1.02691812,-0.25413803,0.02331299,0.00722357,0.56302993,-2.13361804,0.95345624
19,650.65007,0,0,2.02284,0,0,0,0.111908376,0,1.757778,8.7149633,-1.645387,1.02,-1.131168,1.237485,0.936742,-0.41030867,0.26913639,-1.17601,-1.255153,1.869913,0.22275389,0.29466211,-1.0278168,-0.37532852
178,2290.45899,0,0,0.110064,0,0,0,0.111908376,0,1.50076,8.4719071,1.820064,1.13,-1.415524,-0.05190115,-0.59667511,-0.45800654,-0.48287863,-1.197517,-0.40195645,2.479967,0.35805288,0.37258329,-1.84481373,-0.40141675
46,239.02977,0,0,0,0,0,0,0.146139458,0,-1.20373397,8.46551955,-0.54404049,0.37,-0.25325159,-0.28769199,-0.27140175,-0.63786018,-0.23915476,-0.55215829,-0.02516119,-0.16434091,0.06653711,0.85590612,-2.48409493,0.29430238
53,2179.08089,0.633091,0.134019,0.958143,0,0,0,0.146139458,1.98266541,1.005624,6.1595132,1.911544,1.73,-0.75785,1.528439,1.481971,1.406436,1.500954,2.179395,3.027852,-1.35220537,1.197364,1.34553,1.837997,-0.652785
272,4882.5213,0,0,0,0,0,0,0.111908376,1.98266541,-1.60147381,8.4931479,-0.58773541,1.89,-0.06863742,-0.45118867,-0.36397762,-0.48544787,-0.5896658,-0.77744434,-0.14410127,0.09520434,0.02531518,-0.1982893,-2.25190589,0.35825168
187,4489.11023,0,0,0.0910709,0,0,0,0.111908376,1.98266541,-0.37530549,8.5664191,-1.34184865,1.48,0.08155225,-0.26718359,-0.53479662,-0.55909212,-0.64861631,-1.00642021,-0.14400009,0.15426833,0.0772679,0.12172735,-1.84382599,0.99545959
92,2006.35393,0,0,0,0,0,0,0.144167379,0,-1.47024298,8.70853675,-0.964406,1.49,-0.34660358,-0.75648747,-0.17561417,-0.55367706,-0.67077168,-1.24856391,-0.11348267,-0.14305602,0.03802569,0.51672621,-2.38762667,0.07576155
49,151.61085,14.9237,1.43059,3.14931,0,0,0,0.563471615,6.67916052,0.29172,6.59827,0.248127,-0.84,0.139399,0.083035,0.164075,0.114352,0.111636,0.479519,-0.279879,0.124949,-0.286897,0.227781,0.510321,0.146706
149,235.93423,8.36924,4.52536,24.6983,0,0,0,0.579714477,3.665723134,0.21097,7.07706,-0.481588,-0.38,0.129951,0.259248,0.58366,-0.15791,0.095298,0.279659,0.34335,0.224981,-0.78459,-0.163886,-0.469014,-0.195311
68,41.40219,0.776102,0.172973,0.496205,0.497331948,0,0,0.455463469,3.27505451,1.134618,10.5511,1.214724,-0.89,-0.711776,0.380092,-6.643856,0.381762,0.461973,0.695259,-0.51941,-0.89973,0.474982,0.855685,-6.643856,-2.098843
82,216.58313,0.329331,0,0.907013,0,0,0,0.22862041,2.99226437,-0.390829,10.4626,-0.69853784,0.31,1.089543,1.508609,-0.837109,-0.65004047,-0.27582125,-1.39721127,-6.643856,0.00253485,0.76141731,-0.05441119,-1.28937651,-0.09331319
1529,1247.40878,0.0725216,0,0,0,0,0,0.146139458,1.86907763,-0.78087281,7.8967126,3.049433,0.61,-0.35739204,0.17040947,-0.32376637,-0.23382964,-0.38114365,-0.96500301,-1.18201213,0.677482,0.08508376,2.077231,-2.06095213,0.39010015
561,53.96564,6.87741,7.38181,13.6031,0.395367293,0,0,0.672696948,1.90038475,-0.225296,9.719055,0.099855,-0.16,-0.246341,0.238934,-0.180315,-0.16758,-0.204169,0.502615,-0.338725,-0.393766,-0.135931,-0.289543,-1.391015,-0.188449
96,48.90667,0.5471,0.149176,4.75542,0,0,0,0.80871886,2.99056035,0.122678,8.20338,0.358095,-0.98,-0.343694,0.281809,0.217354,0.195191,0.29884,1.111184,3.044109,0.398156,0.217548,-0.37289,-0.967186,-0.357471
166,1086.94608,0.522335,1.43363,1.75341,0,0,0.957427108,0.527515531,0,0.767895,7.93445,0.350224,0.76,-6.643856,-0.890287,0.362302,-1.658658,-0.966776,0.312625,-0.499819,-0.633193,-0.908256,-0.740519,-1.242303,0.653159
745,40.97898,1.43445,0.721368,18.0719,0,0,0,0.54646343,2.96331746,-1.126097,8.5856,-1.147479,-0.73,-0.133084,-0.222096,-1.308227,0.645128,0.403133,-1.994498,0.574886,-0.079356,-0.118672,0.247843,0.700888,-6.643856
597,1899.16799,1.19935,0.732066,0.91261,0,0,0.957427108,0.746229529,1.99962367,-0.283882,5.45136,-0.32268,-1.1,0.465522,0.597113,0.37354,0.468743,-0.464855,0.482466,0.341451,0.175917,0.128587,0.66835,1.021462,0.253074
41,426.62286,4.75666,0.44053,7.18509,0,0,0,0.640711069,0,-0.15748,7.71797,-0.743428,1.05,-0.513606,-0.191484,0.71939,0.44301,0.14431,0.344605,-0.726059,0.269943,0.107842,-0.171249,-0.517509,-0.167621
244,317.57217,13.1443,20.1172,30.097,0,0,0,0.650558949,1.99992492,0.463889,10.3538,0.11099,-0.2,0.726167,-0.102571,-0.296745,-0.270962,0.089518,-0.236598,0.313907,0.340277,0.075381,-0.123625,-0.25856,0.321905
36,16.87911,18.9577,4.2196,4.24083,0,0,0,0.737545311,8.90483434,0.21104,8.90783,1.127607,0.04,-0.478189,0.219026,0.382622,0.12304,0.23097,-0.265636,0.287155,0.23914,0.149959,-0.344191,-0.634132,0.843819
129,599.71226,19.5416,4.43704,12.3471,0.494209116,0,0,0.852899194,10.79929478,-0.121963,12.6962,0.334379,-0.64,0.26697,0.370477,0.641072,0.60788,-0.20044,-0.565735,0.415687,0.915432,-0.214697,0.579013,0.16831,0.574694
37,220.34888,25.379,11.4972,8.13171,0.545042391,0,0,0.306420118,6.97589348,0.119685,7.69688,-0.324973,1.34,0.164092,0.214522,0.139417,0.329098,-0.161424,0.38921,-0.147811,0.132971,0.073561,-0.124068,0.205175,0.336955
14,289.79879,82.3744,40.5436,67.348,0,0,0,0.693781972,3.66240179,-0.445908,8.26201,-1.266386,-1.89,0.454336,0.230737,0.500365,-0.206078,-0.880257,-0.570751,0.411528,0.378867,0.316665,0.470458,-1.681479,-0.577343
783,1363.72417,0.982692,0.108455,2.14859,0.477894065,0,0,0.833875239,2.94475488,-0.198626,3.29409,2.758929,-0.0935,0.616372,-0.527868,0.922083,-0.099735,0.33032,1.24024,-2.179083,-0.329037,-0.202454,-1.552031,-0.232015,0.357575
609,15.56557,0.714733,0.245544,1.83402,0,0,0,0.209607884,3.97250131,-0.20087,7.68704,0.183867,-0.0542,0.191098,0.236576,0.254467,-0.285309,0.207674,-0.417999,0.62266,-0.834343,0.363522,0.582704,0.331543,-0.627813
35,76.83464,15.5275,1.15447,43.0607,0,0,0,0.71511656,1.99990361,-0.101408,8.74898,-6.643856,-0.09,-1.926348,0.230452,-0.223101,-0.956088,-1.09112,0.637321,1.196167,-1.119928,0.311319,0.608337,0.478031,1.217131
47,423.3568863,0.087814,0.570161,1.39554,0.306080306,0,0.09094714,0.643934898,5.95345819,0.476908,6.44466,0.525578,-0.6873,-0.355454,-0.18896956,0.20939729,-0.972934,0.579958,-0.57074992,0.85565942,1.024861,2.836727,-6.643856,3.271395,1.378184
35,3481.90583,0.067202,0.191789,4.34285,0,0,0,0.250911236,9.90845216,-0.681139,11.0339,-0.73454,1.01,1.002076,-0.542704,-2.012835,1.777298,0.22291151,-1.904224,-0.607843,-0.37606933,-1.0194,-0.843818,0.786371,-6.643856
56,22.08097,0.831856,1.61753,6.81154,0,0,0,0.348049432,4.93580207,1.579627,6.75605,1.571278,-0.16,4.373908,-6.643856,-6.643856,2.945032,-2.490391,4.439217,-3.980966,4.068692,0.923171,4.361848,0.844368,1.833822
19,81.7627,12.3202,0.628377,19.3525,0,0,0,0.275690168,2.87341017,-0.109779,7.73914,-0.393128,0.1795,0.541839,-1.253592,-3.358098,-0.697553,0.268673,-0.844888,-0.151077,-0.097759,-0.158265,0.278876,0.292007,-0.217906
1165,721.7254,5.17332,2.22771,8.87637,0,0,0,0.443194807,1.61745951,-0.245486,6.1947,0.704026,0.04,-0.345178,0.221641,0.564987,0.165707,0.094279,-0.276724,-0.396594,-0.441673,0.202484,0.142447,-4.38358,0.496678
18,134.29607,0.0596666,0,0.0867021,0,0,0,0.235678985,4.81544009,-0.20442311,7.76694,-6.643856,0.529,0.21892933,-0.68275838,-0.24819595,-0.49953476,-0.33330294,-1.06089502,-1.36390985,-0.35779697,-0.17126897,0.08570657,-1.0830114,0.92257292
35,15.56407,14.8306,7.34216,30.8434,0.514240382,0,0,0.794491291,4.90475214,-0.209695,8.80021,0.246696,-0.36,0.096268,0.154901,0.079176,0.230025,0.16101,-0.084895,0.158363,0.156192,0.141316,0.101575,-0.569343,-0.102734
651,6.37885,23.1706,5.15203,11.763,0,0,0,0.824708164,8.79676704,-0.26977,8.91752,-0.113886,-0.43,0.473658,-0.066979,-0.258196,0.312155,0.08388,-0.208492,0.211758,0.156778,-0.073878,0.067522,0.525347,0.386202
36,21.40368,21.0166,6.63453,28.35,0.479453267,0,0,0.794239461,6.7860231,-0.028757,5.58003,-0.050797,-0.14,0.069656,-0.239946,-0.39611,-0.106626,-0.166186,0.47187,0.375836,0.182344,-0.111244,-0.240991,0.20768,-0.235187
1084,173.2434,0,0,0.548622,0,0,0,0.25535503,2.363703966,-3.070051,7.96442745,-1.85741062,1.67,-0.13253887,-1.04451568,0.01377921,-0.98318151,-0.18673061,-1.22330216,-0.41768655,-0.82030388,0.00587186,-2.78436062,-2.13577255,0.35498083
220,451.59604,0,0,0.225733,0,0,0,0.111908376,1.231402029,-0.628339,8.34527495,-1.48700526,1.16,-0.46469521,-0.19433815,-0.46104206,-0.76205946,-0.56381634,-0.93999813,-0.21732272,0.15695143,0.16255722,0.03182116,-1.76826859,1.06708858
27,322.64102,13.4228,11.9735,11.8755,0.485853291,0,0.816284141,0.824708164,3.97104425,-0.360743,10.7884,-0.104766,-0.87,0.127472,-0.234167,0.88302,-0.283453,0.058631,1.197423,0.673385,-0.190677,0.330587,-0.114031,-0.461954,0.250384
31,96.86296,69.0176,0.607845,8.31352,0,0,0,0.207279682,14.82926659,0.103595,6.52404,1.554588,-1.37,0.437491,0.527408,0.498133,0.677928,0.990023,0.588414,0.598427,0.716294,-0.558286,0.795309,-1.949044,-2.293857
13,9600.77696,62.3638,23.0327,268.744,0,0,0,0.3721928,4.97086711,-0.073271,9.11487,-0.074392,2.16,-0.351021,0.188074,-0.154018,0.047526,0.037564,0.714782,-0.316706,0.108038,-0.075096,-0.108166,0.154671,0.265417
52,1699.46831,235.411,183.23,168.093,0,0,0,0.71101737,7.43867349,-0.065704,8.87896,0.042561,-0.05,0.088666,0.042989,0.249818,-0.023312,-0.024918,-0.128221,-0.304386,0.155274,0.036241,-0.128681,0.2188,-0.316301
260,0.9687,96.0228,66.6153,153.472,0,0,0,0.782960892,12.50320448,0.055113,11.0922,0.110513,-0.47,-0.088291,-0.088369,-0.140595,-0.101644,-0.093732,-0.13652,0.281638,0.09757,0.06119,0.091006,-0.194743,0.076657
67,5.14301,34.9514,21.1687,53.4618,0,0,0,0.782960892,9.67742038,0.197052,6.00094,0.185127,-0.41,-0.369655,-0.077157,-0.255899,-0.04383,-0.03947,0.549878,0.324622,0.135157,0.045126,-0.045352,-0.159152,0.075734
137,605.54211,20.733,9.8677,18.0196,0,0,0,0.497687757,4.28855844,-0.064955,10.4794,-0.131488,-0.2,0.20326,-0.36418,0.076755,-0.096828,-0.118196,-0.098711,-0.12614,0.166703,0.044931,-0.066705,-0.198736,0.148523
457,3.61036,13.6866,11.1844,20.6591,0,0,0,0.782960892,15.67297733,-0.126175,8.3565,0.281273,-0.23,-0.574065,-0.15209,-0.072965,-0.163957,-0.150274,-0.328215,-0.332921,0.271574,0.20241,-0.373508,0.12161,-0.284819
58,30.97993,99.6113,68.3244,140.452,0,0,0,0.824708164,7.74742911,0.110946,8.0914,0.229984,0.19,0.117261,0.22702,-0.113219,-0.413444,0.084846,0.1492,0.319639,-0.18708,-0.071911,-0.078277,0.360558,0.66764
21,1565.5627,0.618594,1.86475,3.29856,0,0,0,0.748882174,2.93433955,0.284287,8.3443,0.53159,-3.08,0.612526,0.502132,1.466607,0.195906,1.769112,0.138487,0.068619,0.127913,-0.261487,-0.407651,1.396133,0.520903
28,109.27527,0,0.0694395,1.84327,0,0,0,0.292119116,1.70705006,0.912702,5.86592,-3.75590186,0.52,0.915187,1.200768,1.628698,-2.190401,0.786887,0.737691,-3.490059,-0.681547,0.711864,0.788607,-1.50589058,-0.11436528
282,27.05157,140.719,91.4915,151.441,0,0,0,0.655866444,8.5953168,0.085103,10.2306,-0.316533,0.3,-0.073299,-0.052798,0.296067,-0.203474,0.159433,0.227544,-0.329044,-0.177168,0.054774,-0.067671,-0.075092,-0.071025
326,186.7787,6.94983,4.63894,10.289,0,0,0,0.566305161,3.86565544,-0.197835,6.39886,-0.327751,0.51,-0.469498,-0.414822,-0.218356,-0.528587,-0.647334,-0.278714,0.220435,-0.6561,-0.332473,-0.439804,0.214101,-0.518213
205,26.34746,46.3921,6.57012,22.6346,0.76009538,0,0,0.152543604,8.75669984,0.183828,8.54443,-2.601938,-0.05,-0.26222,0.248785,0.42958,-0.355014,-1.08962,0.389674,-0.536085,0.622066,0.107036,-1.171325,0.254778,-0.389895
322,1105.62229,159.912,1.75494,1.81733,0,0,0,0.139342904,1.99980452,0.58673,10.822,-1.428249,1.3646,0.878111,0.720166,0.435919,0.740071,-2.528674,0.630708,0.729081,0.873543,0.612845,-0.623498,0.880662,1.684484
588,64.21028,0.427443,0.00799526,0.383136,0,0,0,0.748086929,2.80908984,-0.94061,8.2850264,1.625181,-0.47,-0.206378,0.130377,-0.301175,1.033212,0.496957,-0.85649,-0.790156,0.321347,1.301092,-1.73523976,4.066833,2.987444
39,8.76227,0,0,0.915058,0,0,0,0.111908376,0,0.472192,8.0128659,-1.3635936,-0.25,-0.04966179,-0.01183988,-0.38458417,-0.66368417,0.01243032,-0.92667226,-0.27424565,0.40414367,0.05569553,-0.29251905,-0.99167246,1.06401867
18,37.62967,29.2930127,16.03421467,37.6661659,0,0,0,0.214144617,3.426839273,0.00351482,6.09594,-0.07416131,0.1742,-0.01369184,0.05052891,0.06428865,-0.04622194,-0.08512511,0.15900636,-0.13675113,0.06818395,0.00574628,0.00354237,-0.06248658,0.01286277
17,9663.74662,1.68853,0.266307,9.1775,0.248900665,0,0.089119532,0.525031786,5.484256009,0.948012,8.88912,0.913378,-0.2347,1.979125,1.51973,2.103584,0.789989,0.595531,1.500769,1.921278,0.358638,0.592727,0.993061,0.601032,1.197729
377,585.87908,0,0,0,0,0,0,0.132632999,1.000444381,-0.87886447,8.6806212,-0.58016771,0.5595,-0.35194581,-0.11240286,-0.30454037,-0.60036236,-0.37131319,-0.75074553,-0.12053045,0.06768899,0.19485747,0.80974728,-1.92900456,0.67671542
492,24.8781,0.899082,2.8411,0.587745,0.16352958,0,0.031401958,0.454344891,4.266910431,1.061759,8.23975,-0.06222764,-0.5074,-0.12918169,0.09629846,-0.97409328,1.025522,-2.616874,-1.14237262,0.18540541,-0.52549829,0.73692,0.606714,-6.643856,-0.24328593
465,2.26953,0.133773,0.41997,2.65571,0.274046522,0,0.047199266,0.683345954,6.460060184,-0.391255,5.05716,1.039668,-0.430498478,0.23162611,0.02091418,0.02839124,0.22407108,0.446047,2.108772,-0.19631168,0.21023034,1.475296,-0.718168,0.53969341,-0.79932
44,76.62647,0,0,0,0,0,0.041671654,0.139237409,0.874624725,-0.87848125,10.8734,-0.36674203,0.3558,-0.25005328,-0.28494236,-0.50567224,-0.52521153,-0.39531305,-0.99047614,-0.17468964,-0.04799118,0.035316,0.48952467,-1.89729052,0.8206595
61,1450.14696,74.6331,46.2098,60.5694,0,0,0,0.289121509,10.515842,-0.056299,6.50294,-0.102467,1.85,-0.358657,0.071972,0.08883,-0.138215,-0.107482,0.358936,-0.456331,-0.067513,-0.103238,0.110063,0.489597,0.354873
241,699.03034,5.72878,3.33028,19.749,0,0,0,0.146139458,4.018166916,0.087627,8.93958,0.165742,1.44,0.686599,-0.3168,1.063056,0.17203,0.303778,0.91476,-0.220814,0.505704,-0.101303,-0.115311,0.212888,-0.354974
49,564.91468,20.3619,15.7335,28.6382,0,0,0.615881762,0.402789861,1.47083869,-0.081781,6.8034,-0.115658,-0.71,0.52036,0.061828,0.532692,-0.221796,-0.346883,-0.150827,0.433574,-0.053616,-0.221133,-0.250331,-0.23264,-0.250019
180,987.04507,12.0732,3.70345,11.164,0,0,0,0.426189721,2.97179723,-0.062645,7.71482,-0.373129,-2,-0.153314,-0.118852,0.118016,0.094836,-0.225508,0.228138,0.247412,0.13533,0.032254,0.211459,0.292257,-0.139643
320,1695.64989,0,0,0.458663,0.468244205,0,0,0.519814193,3.97098282,0.775995,7.09937,-1.16671177,-1.32,0.28879939,-0.22769948,-0.36489562,-0.79757955,0.01696781,-0.45938804,-0.51017474,0.21000632,0.0850442,0.52035291,-0.88164868,0.87234816
208,693.6775,0.0900213,0.0255395,0.357389,0,0,0,0.778094649,10.68395422,-0.290894,4.5604,1.057115,-1.99,0.159534,-0.17247,-0.070924,-0.53641,0.881104,-0.949463,0.377492,0.107842,-0.45877,0.449822,1.008995,0.801746
280,233.51927,1.63198,0.301743,1.11228,0.540926836,0,0,0.667762339,6.69970933,0.178783,8.5989059,0.855876,-0.27,-0.146944,0.675051,-0.382452,0.275704,-0.510465,0.46328,-1.227865,1.082803,0.126987,0.220822,-1.393254,0.737237
46,1095.64678,8.37809,7.91462,17.102,0,0,0.957427108,0.55241257,1.96798985,-0.176375,8.0315,-0.813185,-0.1685,0.299749,0.102967,-2.287446,0.138314,-0.312647,1.15464,0.394247,0.082907,0.201665,-0.380701,0.76363,0.665363
8,235.27173,0.23137,11.5862,12.3003,0,0,0,0.123297259,1.97755717,-0.479492,6.87733,-0.501529,0.13,-0.292487,-0.633348,-0.545798,1.304366,0.682309,-6.643856,-0.32892,0.423663,0.466331,0.690733,0.445454,1.629966
1,986.92433,32.6808,181.103,25.5073,0,0,0,0.770912826,2.97639148,-0.155076,8.35882,0.411157,0.22,0.340549,0.327357,0.224818,0.306909,0.481725,0.41945,0.373332,-0.316318,0.328898,0.300631,0.47729,0.608547
81,1292.6128,1.7701,0.745953,0.553005,0,0,0,0.704433322,2.8304118,2.897399,11.7362,3.87599,-0.26,3.388707,1.281653,3.253547,-3.244911,3.986849,3.309828,2.021782,-6.643856,3.186712,3.74593,-6.643856,3.540304
26,43.02086,14.9767,16.5816,8.05378,0,0,0,0.809006751,2.8304118,-0.125076,8.62799,0.661957,-0.42,-0.564193,0.191069,0.2884,0.392951,0.109498,-0.231791,-0.474556,0.389892,-0.051981,-0.072453,-0.18032,0.086726
215,400.1404233,13.2299,8.82313,49.9014,0,0,0,0.72829324,0,0.099188,7.56499,0.361596,-0.99,-0.234277,0.295614,-0.216433,0.128495,0.128323,0.116328,0.204244,-0.104645,-0.042241,-0.171158,0.379167,0.183368
39,115.75595,43.7703,1.67254,15.6647,0.804354974,0,0,0.638582647,5.83357103,0.066757,8.50821,0.397061,-1.31,-0.557174,-0.124126,-0.506462,-0.509919,0.113898,-0.332074,-1.394423,0.247364,0.257348,0.547868,0.834706,-0.192136
28,6537.42463,0.0755362,0.0190877,0.875173,0.395367293,0,0,0.177065939,3.79511105,0.415688,9.6155,0.792864,0.28,-0.04316619,-0.18459961,0.859788,0.03067101,1.798889,-0.78867276,0.11922262,-0.6366083,-0.403883,-2.585297,0.02467652,1.469797
19,25.55771,3.41187,14.9237,37.9799,0,0,0,0.788574338,7.92021891,-0.282452,7.79645,-1.076443,-0.07,-1.446539,-6.643856,1.545025,-0.566456,0.35742,1.651814,-6.643856,0.260652,-0.278214,0.226202,0.60351,0.55314
148,49.57694,0.0145287,197.432,4.35115,0,0,0,0.319299012,3.64963493,0.448036,7.58952,-0.369671,-1.02,0.752565,0.299681,-0.512468,-1.35162477,-0.363384,1.593339,-0.499124,-1.253847,0.05110587,0.05139299,-6.643856,-1.60935955
1,1219.29265,5.09637,1.46751,7.21154,0.906644289,0,0,0.637993336,17.64906737,0.234029,8.14338,0.531513,-0.18,0.391117,0.611489,0.359993,0.469424,-1.570838,-2.333982,1.357182,-1.032064,1.020189,-1.839644,0.592662,-1.096353
10,320.26955,36.0682,5.94754,1.44884,0,0,0,0.764511526,2.90120367,0.619269,7.4751,0.617745,0.17,-0.280757,1.057222,-0.304153,0.14242,-0.521255,0.299211,-2.561732,-0.847941,0.180558,0.298086,-0.249976,1.738217
9,415.36286,23.0861,1.04292,6.14332,0,0,0,0.684255004,2.93433955,-0.143357,6.94280145,2.80458,0.33,1.978281,2.006981,-2.99517896,0.600307,-0.244606,0.51844869,6.02017,-6.643856,1.324205,2.857078,-1.307749,1.663573
