wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Kidney - Medulla_GTExTPM,Pituitary_GTExTPM,Testis_GTExTPM,Pancreas_GTExTPM,Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,pLI_ExAC,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC
280.0,407.27264,-0.4145,1.15933,0.0720083,0.0836391,0.739279,74.0619,1.04186,10.09,0.374595,6.93692,0.0113234,0.0179703,0.0,0.0,0.0,0.771454096,3.938723405991531e-15,3.63608214,0.534513,6.98143,-1.837408,0.548255,-2.09,1.293365,0.326554,0.274796,0.575179,0.582739,0.498882,1.735174,0.470007,0.801624,0.437944,1.731966,0.302197,0.737976,1.145373,0.405074,0.298729,0.715841,0.758276,0.924459,0.559931,-1.058049,3.160413,0.574311
56.0,117.11773,0.4561,16.1667,4.15827,8.69046,4.51777,2.37503,0.506314,1.27613,2.63463,1.91818,16.5493,0.0393093,0.884429274,0.0,0.0,0.670620084,0.0007005429023646,4.77784717,-0.242594,4.11477,0.568715,1.762772,-1.97,-0.972996,-0.317595,0.250539,-0.478721,-0.469268,-0.619337,0.364388,0.50041,-0.481913,0.314485,0.556739,-1.363194,0.163588,0.937921,-1.662892,-0.707662,-3.589953,0.667657,0.334298,-0.370917,-0.216938,0.429516,0.360312
1.0,1512.78445,0.1916469999999999,28.0647779,33.653830899999996,15.552563349999998,31.745286899999993,31.01674699999998,47.912686600000036,14.571312500000007,33.10520000000001,14.926701899999996,63.13590099999997,40.467563760000026,0.02294126453,0.0,0.0,0.5769771453200003,0.2743047539014042,4.366702911000001,-0.02391777000000001,8.044593699999998,-0.05664194999999998,0.025911569999999974,-0.13849999999999998,0.08834439,0.0005997300000000042,0.05177825999999998,0.02358011000000001,0.06295684000000003,-0.009235049999999991,-0.056791539999999995,0.05957460999999999,0.09346735999999993,-0.09206553999999999,-0.0031836900000000003,0.043610060000000006,0.03230586999999999,-0.011569659999999999,0.11556578000000003,0.03025125,0.0033761200000000002,-0.009702079999999988,0.015108390000000006,-0.026891209999999974,0.000595089999999997,-0.17588553999999995,-0.04827722999999999
357.0,12.38694,-0.438,49.110406499999996,42.31894300000002,19.38737972,40.78957299999998,43.70398200000002,59.87118489999998,17.289910099999997,40.340225100000005,21.233710900000002,53.22449469999999,51.50223900000001,0.025016276800000004,0.0,0.0,0.6906392471799994,0.6448555021751626,5.8264780549,-0.025469190000000003,8.84313045,-0.020587519999999988,0.02516184999999998,-0.24669999999999995,0.05828297,0.03691215,0.0015012000000000003,-0.011698930000000005,0.025444039999999987,-0.056723810000000006,-0.07566362000000003,-0.0556313,-0.03168286,-0.10232160999999998,-0.041568479999999984,0.0003813199999999958,0.010128180000000002,-0.017022460000000007,0.09862534999999997,-0.004131099999999985,-0.003998019999999991,-0.025330289999999978,0.03086811,0.021991670000000005,-0.020562229999999987,0.01759162,-0.10225961
24.0,1095.24097,0.6259,49.3105377,37.1316979,18.331067299999994,35.91452699999999,46.632323,51.483861700000006,16.736572300000006,38.2649433,18.4384837,62.48663759999997,44.200649060000025,0.01028480764,0.0,0.0,0.6656866572099999,0.5054651485272444,5.297249548099997,-0.004458219999999999,7.669543849999996,-0.011901090000000001,0.02937856999999999,-0.22009999999999993,-0.046576380000000014,-0.024783509999999998,0.01720638000000001,0.002715960000000002,0.060460810000000025,-0.05960889,-0.06771625,0.04606898000000001,0.021296340000000007,-0.09005280999999998,-0.032871189999999995,0.04217510000000001,0.01214717,0.0030960100000000015,0.06222081999999995,0.03936038,-0.002411379999999998,-0.027896029999999978,-0.13863022,0.00020991000000000385,-0.05521812999999998,0.037228600000000014,-0.04968982
966.0,332.05359,0.4141,26.5729878,30.72636973,16.57728355,32.650492499999984,30.431105499999994,48.01451040000002,14.060220400000008,34.96635900000002,17.2984024,65.3263039,45.33513630000002,0.03526139858,0.0,0.015733088699999998,0.63098273918,0.5808209709814726,4.4424520589,0.014859459999999991,7.966614400000001,-0.13290836000000003,0.006033710000000005,-0.36019923900000017,0.06491850999999996,0.06430289000000002,0.010553750000000004,-0.10608555000000001,0.02431855,-0.04514140000000001,-0.08518802999999998,0.022662390000000004,0.02901466,-0.11242974999999994,-0.042677629999999994,0.04609856,0.0017649899999999969,-0.0035637499999999988,0.07092365999999997,0.018576040000000012,-0.043067349999999976,-0.040597599999999984,0.015086699999999991,0.027203360000000013,-0.06612125,0.045473730000000004,-0.08608467000000002
162.0,371.98567,-0.2965,21.39330079999999,29.459674900000003,14.09574045,30.325025699999983,29.3180955,45.51376520000001,13.599307800000009,29.424715000000006,14.469298700000001,45.76085360000001,41.57264900000001,0.01297297202,0.0,0.0,0.6420794817999999,0.4753984927169371,5.086230382700001,-0.026593549999999994,8.479373949999994,-0.05024239,0.016440809999999976,-0.28319847799999986,0.03565367,0.04034321000000001,-0.00015447999999999864,-0.005793160000000002,0.05930240000000001,-0.035210279999999976,-0.08227754000000001,-0.03606098,-0.011743509999999995,-0.10941763999999994,-0.043065959999999986,0.038271910000000006,9.779999999999776e-05,0.0015062200000000026,0.09083704999999996,0.026854610000000015,-0.03289929999999996,-0.01627112999999999,0.03222202,0.021312099999999997,-0.0022268400000000008,0.05644504999999999,-0.07805317000000002
290.0,0.61257,-0.2878,64.42215250000005,49.67143100000002,27.54199567000001,46.22521399999999,60.758833999999986,66.4453673,20.352653099999998,53.381221000000004,27.038790300000002,64.15665209999999,62.52616950000003,0.0749061208,0.0,0.07354927131,0.6896629196899997,0.6213191079757349,6.9661424844,-0.044769790000000004,12.7035,-0.057772089999999984,-0.3315969100000002,-0.41029999999999994,-0.06480374000000001,-0.3963417800000002,-0.11371397999999998,-1.1862043599999996,-0.37833003999999987,-0.13048472999999997,-0.09521108000000002,-0.12814822000000003,-1.5087651000000002,-0.9219713499999994,-0.05563998999999997,-0.07424021000000001,-0.031115920000000005,-0.07173724999999999,-0.23923357999999997,-0.3892335000000003,0.08412344000000001,-0.02707770999999999,-0.07918578999999998,-0.10885735000000006,-0.04489145999999997,0.016334459999999967,-0.42535982000000006
104.0,1535.52979,-0.3792,38.3358985,35.01238990000001,16.323084029999997,34.926279199999975,41.510631,51.614176,15.80476750000001,33.537335000000006,19.753375399999992,53.44347899999999,52.97618150000003,0.01866277338,0.0,0.025899953899999998,0.6486959318599999,0.5294041482454347,5.8169098892000015,-0.043575909999999975,12.0118,-0.04656468999999998,0.05216182999999999,-0.04540000000000002,0.07710547,-0.09400867,-0.034343979999999996,0.13010663999999994,-0.1169481,-0.05235271000000001,-0.11166810999999997,-0.04461271,-0.26875064000000015,-0.30534429999999985,-0.02446677,-0.007852179999999999,-0.0003045199999999974,-0.001463710000000003,-0.11094758999999998,-0.23936012,-0.0006814200000000004,-0.03177148999999999,-0.022665740000000004,-0.016946439999999997,-0.01874293,-4.590999999998888e-05,-0.09738259
6.0,2.95899,-0.3115,52.04524700000002,46.35816740000002,22.353630890000005,42.50028449999998,55.770866,68.29272230000001,19.298125,43.1127631,20.354291399999994,67.66244599999996,60.972356500000004,0.052178617440000005,0.0,0.0,0.6544427394499995,0.5649736575175015,6.783184850499998,-0.04486445999999999,7.97421,-0.053954209999999996,-0.01465748999999999,-0.34630000000000005,0.03538143999999998,-0.24453146000000012,-0.03404652000000001,-0.05760109999999999,-0.13205140999999995,-0.03858038,-0.07074577,-0.08058737999999996,-0.1881702399999998,-0.8454993799999998,-0.07405627,-0.039349150000000006,0.005104269999999997,-0.03084420000000001,0.012388280000000012,-0.23725986999999993,-0.010944470000000013,-0.07898752,-0.030190950000000015,-0.03538966999999997,-0.005627010000000004,-0.05151230000000002,-0.5163621100000001
