,wgEncodeBroadHmmHuvecHMM.count,GDI_Score,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Kidney - Medulla_GTExTPM,Pituitary_GTExTPM,Testis_GTExTPM,Pancreas_GTExTPM,Brain - Amygdala_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,RVIS_Score,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Ovary_GTExFC,Artery_Coronary_GTExFC
20,115.0,7.54913,37.125786,16.971422219999994,35.31426619999999,43.88453100000001,55.8188293,16.6184102,21.045018899999995,52.1872143,56.825273100000004,0.044405976519999994,0.0,0.0,0.6933757098199994,5.6210418347000015,-0.03866152,8.983006249999997,-0.030297009999999975,-0.2785999999999999,-0.017343339999999985,0.018066190000000017,-0.046458749999999986,-0.00955796,-0.09780032000000002,-0.04156389999999998,0.0014328699999999915,0.006781979999999992,-0.005264459999999998,-0.006071459999999989,-0.03834658999999999,-0.0036167000000000018,0.016052200000000003
21,80.0,139.59497,16.0221,41.5886,14.827,23.8061,7.19681,9.94938,9.653030000000001,7.39814,12.062000000000001,0.0,0.0,0.0,0.123297259,4.219008500499998,0.19506700000000002,7.52807,0.15590299999999999,0.46,-0.343331,0.13534200000000002,0.16434200000000002,0.29971,0.142542,0.14047300000000001,0.264815,0.164554,0.189852,0.25496599999999997,-0.35559,-0.245238,0.329856
22,17.0,1006.9095,8.69263,0.520167,2.02982,12.4842,112.34100000000001,1.7771599999999999,1.00705,6.40418,0.157691,0.9306270059999999,0.0,0.8162841409999999,0.158249199,7.94256213,0.354105,6.0877099999999995,0.926743,-0.57,-0.346445,0.050503,0.8744870000000001,0.9268709999999999,2.700781,-0.385567,-0.5097520000000001,-0.31696599999999997,0.944708,-0.532507,1.568196,0.285139,-2.652866
23,39.0,73.5044,0.0733223,68.4379,14.189,0.169416,0.312212,0.23062800000000003,0.0,0.0265708,0.0672155,0.0,0.0,0.0,0.435617685,0.0,-0.358025,8.298445999999998,0.671513,-0.4,-0.5713813200000001,-0.9134632600000002,-1.2274583899999996,-0.875467,-0.42131063,-0.7973221600000001,0.574404,-0.22006779000000004,0.942147,-0.657327,-2.0985407300000003,-6.6438559999999995,-0.6921974099999999
24,112.0,194.54546000000002,16.8404,37.2952,12.3467,20.1664,15.4911,14.5849,9.58868,15.024000000000001,10.7652,0.0,0.0,0.0,0.75617367,9.41746522,-0.192889,7.010089999999999,0.13111099999999998,0.13,0.24996100000000002,0.056083,-0.077848,-0.48562,-0.219034,0.08164,0.097961,0.160341,0.453982,-0.36657,0.473762,0.8457020000000001,0.194477
25,251.0,3.6049599999999997,207.196,27.3746,84.4846,19.7748,236.486,17.0899,9.97282,51.8673,16.6229,0.8266041,0.0,0.957427108,0.6980452540000001,9.88631356,-0.125782,5.00635,0.492867,-0.27,1.469023,-0.530516,0.500749,-6.6438559999999995,-6.6438559999999995,0.223313,-1.6778220000000001,-0.42013100000000003,-1.030139,-3.573813,1.41396,-0.256048,0.740259
26,33.0,30.513209999999997,3.56339,0.158664,2.70811,1.59342,35.5194,6.42734,27.5602,0.302798,0.045492000000000005,0.0,0.0,0.0,0.572527647,11.75996628,-0.217793,7.63748,-6.6438559999999995,-0.2,0.251886,-0.37902399999999997,0.28918299999999997,0.418033,-0.19866099999999998,0.383115,-0.232386,0.5440520000000001,-0.518201,-0.218052,0.189573,-0.388974,0.656434
27,269.0,62.69651999999999,2.6754599999999997,4.6432,5.71468,0.807384,3.1208299999999998,0.527113,0.778696,0.0129655,0.20925300000000002,0.514240382,0.0,0.0,0.238498077,2.80622297,2.6821740000000003,3.2277,1.684791,-0.25,-6.6438559999999995,1.762535,0.5601619999999999,0.626748,0.8697090000000001,0.375199,-1.804823,0.680528,0.621135,-2.0800919999999996,-3.132977,0.471321,-5.868582
28,266.0,95.03749,0.358247,0.182195,1.20876,0.31352199999999997,1.23019,0.532266,3.85523,0.014750799999999998,0.6053,0.5706635320000001,0.0,0.0,0.5626169542400004,2.91936788,0.693304,4.69039,-3.1613119999999997,-0.6394000000000001,0.23556799999999997,-0.647004,-0.437346,-6.6438559999999995,-0.783462,-1.8162169999999997,-1.184796,-2.701629,-1.201365,0.359533,-0.366002,-6.6438559999999995,-0.605254
29,52.0,2513.68991,4.83225,3.4057800000000005,1.0662399999999999,0.46190200000000003,0.649181,0.356147,1.16925,0.918796,0.6728350000000001,0.8387322209999999,0.0,0.0,0.668925405,10.75900262,-0.32664299999999996,9.69708,1.313345,0.42,-6.6438559999999995,0.690348,0.254384,1.372258,0.9067780000000001,0.208875,0.7483770000000001,0.28018200000000004,0.956111,0.380619,-3.5856230000000004,-0.665428,-2.177262
30,198.0,587.2068,5.54074,1007.43,17.4583,27.320999999999998,10.2313,4.10149,207.47799999999998,0.869152,0.15193800000000002,0.905486233,0.0,0.957427108,0.172807097,4.7137448,0.657833,7.74970265,0.56415,0.49,-0.635085,-0.670928,1.241344,-2.811439,-0.907425,2.823387,-0.5147229999999999,-0.474817,1.6673310000000001,-0.634989,1.6434900000000001,1.260023,-1.932665
31,38.0,17.52078,27.0545,28.1895,43.5088,53.6259,43.5993,15.0371,12.5824,40.4128,46.2769,0.0,0.0,0.0,0.831385493,8.7600131,0.018661,9.28198,-0.21778699999999998,-0.65,-0.22937399999999997,0.006734,-0.055102,-0.083449,-0.254352,-0.10981300000000001,0.045959,0.043924,0.125809,0.049249,-0.21414,0.081136,0.11180599999999999
32,104.0,264.70005,49.7357568,54.68863318999999,53.96425649999999,67.59922649999999,57.75623990000002,21.9544557,32.11407260000001,97.1394544,63.74925160000001,0.037127471619999984,0.0,0.04125743363,0.146139458,3.6001235061,-0.05845269,13.87176,-0.038210990000000014,0.4976999999999999,-0.22797332,-0.23200743,-0.04711811999999999,-0.5920481699999997,-0.6213002300000001,-0.027009749999999992,-0.024931580000000002,-0.004043279999999996,-0.06387211999999998,-0.08481717,0.06902913000000004,-0.06316021999999999,-0.06198196000000005
33,98.0,722.18127,31.253184899999997,17.53742573,33.23845369999998,30.76830899999999,47.84963040000002,13.338948700000005,14.917422999999996,51.77053389999999,45.18903000000002,0.01853434899,0.0,0.0,0.63973827183,4.774740852000001,-0.006967190000000001,9.755545,-0.03765178999999999,-0.28259999999999985,0.03619375,0.03166041999999998,-0.03365704,0.03779326,-0.11179778999999992,-0.03959654999999999,0.04208053,-0.0004812099999999985,-0.0004213699999999988,0.03317306000000003,-0.046915,-0.003268830000000007,0.07172389
34,465.0,611.7661,39.99522410000001,16.775519769999992,40.40149119999999,46.05593400000001,54.38522256,17.108065400000008,21.064637099999988,62.28569189999998,50.43581380000001,0.05031031371999999,0.0,0.053871549199999993,0.6419591352699999,5.7117756682000005,0.02668304000000001,12.9831,-0.002388789999999997,-0.3880000000000001,-0.18031028999999996,-0.2532359699999999,-0.09604831999999996,-0.31923168,-0.3101275399999999,-0.008711849999999995,0.06952705,-0.035467559999999995,-0.004853309999999997,-0.19885493999999995,0.15327722999999996,-0.04217616,0.06081509999999996
35,48.0,21.642979999999998,31.572964000000002,18.506907649999995,32.81637999999998,30.2785975,47.0825229,14.9730818,16.183991799999998,53.277072800000006,45.69948320000002,0.030023596180000008,0.0,0.0,0.6849947714199998,5.109214862800001,-8.546999999999846e-05,8.20675915,-0.01666675,-0.29999999999999993,0.03807854000000002,0.03081804999999999,-0.026760580000000003,-0.01288334,-0.11158877999999997,-0.04681400999999999,0.053983510000000005,0.009132609999999996,-0.013545090000000008,0.02966729000000002,-0.02886975,0.04799681,0.06668398999999997
36,159.0,1286.8759699999998,32.3384649,16.12341305,31.800488699999992,33.13029050000001,47.5349866,13.431251600000007,15.494599299999996,48.8612236,42.003682,0.01339115962,0.0,0.0,0.6263189110299999,4.738737660800001,-0.032786840000000005,8.328330849999995,-0.03453545999999999,-0.17999923899999998,0.01686968,0.055317370000000005,-0.036468200000000006,0.02664138999999999,-0.12145598999999993,-0.04062054000000001,0.020259230000000003,0.00777472,0.011480799999999998,-0.0025878600000000035,0.021140579999999985,0.02214256,0.02365403000000001
37,56.0,169.84402,42.789924000000006,20.512824600000002,35.05750519999998,54.86453700000001,49.6132085,17.4780358,23.83610370000001,59.542013299999994,41.98158130000004,0.01881314257,0.0,0.0,0.237914741,3.6143347007999997,0.015528719999999987,7.628932499999999,-0.04064921999999999,0.3302000000000001,-0.03040461,0.06904391,-0.08814193999999999,0.038624230000000016,-0.09975355999999996,-0.051938470000000014,0.04478778000000001,-0.014833199999999987,0.01764005,0.06273951000000001,-0.053908850000000015,-0.2507092699999998,0.07320204999999996
38,27.0,11.5284,32.43252000000001,17.149830729999994,32.853412199999994,30.71781699999999,46.99908290000001,15.506603800000002,15.199834299999996,54.55338550000001,46.397198900000035,0.07046708444000001,0.0,0.0,0.6851691357299997,5.1066488031000015,-0.020695869999999998,8.560176549999998,-0.030253929999999988,-0.3006,0.040342800000000005,0.017797430000000017,-0.0217105,0.00989127,-0.09562405,-0.03767216,0.03587597,0.010179599999999995,-0.016092170000000003,-0.010123489999999985,-0.00869718999999999,0.004473809999999997,0.06394351000000001
39,122.0,94.57913,0.585551,0.38622,1.32344,13.5439,30.3377,1.24029,2.11553,0.849533,0.23048400000000002,0.0,0.0,0.0,0.21963588899999997,1.70705006,0.804471,5.8026800000000005,3.465179,-0.06530000000000002,2.761172,3.154977,3.8204910000000005,4.105542,2.481168,4.077557,2.207448,4.422732,4.056207,2.8769669999999996,2.257061,3.240065,3.8068760000000004
40,105.0,100.43916999999999,2.03188,0.279994,4.55846,0.612412,0.8377829999999999,0.207012,1.17954,0.198255,0.126609,0.363622861,0.0,0.0,0.824394882,4.92982383,-0.396753,9.11674,-0.562509,-0.42,-2.002064,0.8441870000000001,-0.194131,-6.6438559999999995,-0.6301439999999999,1.043081,-6.6438559999999995,-1.508263,-1.416701,0.907075,-6.6438559999999995,-0.482418,1.27615
41,262.0,826.5867400000001,27.9623,18.0789,6.58902,5.55724,14.9693,1.40715,0.559756,0.0437517,0.0713873,0.0,0.0,0.0,0.7359347340000001,4.94565415,-0.256961,8.113719999999999,0.32345300000000005,-1.52,-0.345333,-0.800556,-0.358302,1.8300319999999999,0.8890299999999999,0.193302,-2.064807,-0.232789,0.155375,0.77822,-0.8444959999999999,-1.395415,0.752969
42,14.0,13.905829999999998,43.03054500000002,26.68236600000001,41.50390219999999,58.14595199999999,66.75703440000005,19.0155432,24.451138700000016,58.41195339999997,60.08835460000002,0.029810809470000005,0.0,0.01632568282,0.179693475,3.2888467085999995,-0.009340140000000002,10.6066,-0.10154772999999996,0.2589,-0.07556675000000003,-0.024459900000000003,-0.03503307999999999,0.13233905999999993,-0.14985913999999995,-0.03319133,0.011994179999999995,0.010956900000000002,0.01838827,0.025286420000000004,-0.09856766999999997,-0.009877519999999994,0.06390843999999997
43,147.0,473.38615069999986,30.487094899999995,16.708015049999997,30.53391149999999,29.981596999999994,44.889019700000006,14.052727900000004,15.958714199999998,49.39068190000001,42.0262182,0.01853434899,0.0,0.0,0.6275521739,4.413885199000001,-0.0032326599999999987,7.766939999999999,-0.02483548,-0.2927992389999999,0.029890589999999988,0.04629521000000002,-0.03237334999999999,-0.011908099999999998,-0.11502033999999993,-0.04695073999999999,0.05207409000000003,0.00429245,0.007130380000000001,0.04527577,-0.020526319999999983,0.02595614999999999,0.05519426999999998
44,26.0,1533.8745199999998,63.8193,3181.76,150.055,103.448,191.285,13.4142,1154.31,37.2269,2.69857,0.578384088,0.0,0.0,0.460647643,25.5898132,0.949548,8.56601,0.5407109999999999,0.0026999999999999733,0.26157800000000003,0.26410500000000003,0.608191,0.29592399999999996,0.818733,-0.385999,-0.136219,0.868928,0.363099,2.259792,0.770278,1.222383,-0.49006000000000005
45,49.0,3332.8913,190.47,11.4668,357.401,27.6952,17.3382,150.779,29.576999999999998,5.11506,0.975289,0.557884944,0.0,0.0,0.13934290400000002,14.629165200000001,-0.997984,9.4829,1.502018,0.04,-3.149766,-0.5747770000000001,0.405443,2.908472,-0.854902,-0.213319,2.598586,-0.365122,-0.44715900000000003,-6.6438559999999995,1.345416,-0.793196,-1.353083
46,47.0,191.33923000000001,15.5675,2.1765,15.1651,38.8548,17.0841,3.9656800000000003,30.3722,13.5657,4.581230000000001,0.0,0.0,0.0,0.537733793,3.71537399,0.282597,8.01291,0.218957,-0.02,0.146726,-0.247548,0.24354099999999998,-0.352194,0.190617,0.186468,-0.333624,0.340043,0.237398,-0.13806500000000002,1.7913869999999998,0.257774,-0.19079400000000002
47,17.0,2588.6288,0.227021,0.153082,0.150173,0.901954,7.10049,0.04588830000000001,0.11439300000000001,0.155744,0.0,0.0,0.0,0.0,0.146139458,1.99024055,-1.564454,4.1391800000000005,1.933297,0.72,1.037917,1.335035,0.840067,1.45441,2.3976919999999997,1.423253,-0.09228651000000006,1.2719639999999999,0.95,0.3767205299999999,0.927747,1.9158509999999997,-1.34281
48,1.0,28.864590000000003,15.7573,12.4646,6.947030000000001,20.2189,16.1853,6.39285,7.24931,15.5881,11.7242,0.768817187,0.0,0.0,0.718624055,5.35980957,-0.087614,5.87758,-1.6986,-0.34,-0.20558099999999999,-2.690242,0.705136,0.198718,-0.133125,-0.125596,0.519407,-0.1511,-1.150809,-0.613794,0.280159,-3.735955,2.017593
49,516.0,2305.0631,16.569000000000003,10.3198,20.5796,36.2916,19.8891,6.13155,12.3718,1.42731,0.796268,0.0,0.0,0.919866211,0.713784814,5.85157295,-0.11673900000000001,10.6463,0.165161,-0.05,-0.462422,-0.12467,0.294703,0.32852,-0.150206,0.167311,-0.18998199999999998,-0.309342,-0.063113,-0.13836099999999998,-0.295011,-0.258615,-0.44319200000000003
50,229.0,162.29015,7.491219999999999,25.1198,10.5762,12.5933,15.6409,6.58825,7.148960000000001,6.63502,2.02104,0.0,0.0,0.0,0.30087763100000003,0.0,-0.24794699999999997,3.53689,-0.727564,0.55,-0.498221,-0.334215,-0.903789,-0.822623,-0.658817,-0.9688690000000001,-0.8894860000000001,-2.006993,-1.474394,-0.874367,-0.684801,-0.75466,-1.520809
51,97.0,1068.9112300000002,0.06891119999999999,0.023736,0.11664200000000001,60.4789,3.80648,0.038326599999999995,7.13668,0.070952,0.0530847,0.0,0.0,0.0,0.748623252,0.0,1.227835,11.9219,-0.22035,0.4,0.741769,-2.2157419999999997,0.431375,-1.069709,-6.6438559999999995,-1.077444,0.5284,-0.534611,-0.543357,-1.854598,0.56088,1.481008,-6.6438559999999995
