,IPA_Activity,IPA_BP_annotation,wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Minor Salivary Gland_GTExTPM,Pituitary_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,pLI_ExAC,HIPred,SDI,Testis_GTExFC
14,0.0,0.0,30.0,2440.91385,0.2594,42.3480957,72.04307899999995,31.62975831900001,0.00395367293,0.0,0.018010057660000002,0.34074005641755434,0.6213149014600003,5.911139269199997,-0.01668757
15,0.0,0.0,66.0,1631.4976900000001,0.1789,32.368264999999994,35.186221099999976,20.680294279999988,0.0,0.0,0.00957427108,0.29577949995829245,0.58379393033,4.458428305099999,0.0051161199999999974
16,0.0,0.0,105.0,86.29137,0.3539,30.2426013,28.49214569999999,29.443563730000008,0.013511320949999999,0.0,0.0,0.4438608661425468,0.6039250366499999,3.5555774008999985,0.04257547
17,0.0,0.0,176.0,10.46141,-0.4437,43.63122069999999,55.95378900000001,40.0954394,0.10215107376,0.0,0.00957427108,0.8606653305312699,0.7785025758799996,8.816590784999997,-0.005279800000000001
18,0.0,0.0,135.0,0.31035999999999997,1.0733,70.84333999999998,134.73426300000006,68.81086966000002,0.008741312270000001,0.0,0.08566286207999999,0.5965523863555531,0.6506800564399999,6.607487574099998,-0.07977496000000002
19,0.0,0.0,115.0,7.54913,-0.4311,43.3649027,56.309180000000005,44.63381661999999,0.03582790351,0.0,0.00957427108,0.4770665742453898,0.6788994481799996,6.830084484299997,-0.02029855
20,0.0,0.0,80.0,139.59497,0.5089,16.0221,23.8061,12.062000000000001,0.0,0.0,0.0,1.82643064951e-05,0.123297259,2.9476720511,0.19506700000000002
21,0.0,1.0,17.0,1006.9095,-0.433,8.69263,12.4842,0.157691,0.9306270059999999,0.0,0.8162841409999999,0.0,0.158249199,7.94256213,0.354105
22,0.0,1.0,269.0,62.69651999999999,-0.5859,2.6754599999999997,0.807384,0.20925300000000002,0.514240382,0.0,0.0,0.0002443685433979,0.238498077,2.80622297,2.6821740000000003
23,0.0,1.0,266.0,95.03749,0.2683,0.358247,0.31352199999999997,0.6053,0.5706635320000001,0.0,0.0,0.07224465333427157,0.37254921437000016,2.91936788,0.693304
24,0.0,1.0,52.0,2513.68991,-0.3705,4.83225,0.46190200000000003,0.6728350000000001,0.8387322209999999,0.0,0.0,0.476493104047244,0.668925405,10.75900262,-0.32664299999999996
25,0.0,1.0,198.0,587.2068,-0.284,5.54074,27.320999999999998,0.15193800000000002,0.905486233,0.0,0.957427108,1.5742948e-09,0.172807097,4.7137448,0.657833
26,0.0,0.0,38.0,17.52078,-0.4952,27.0545,53.6259,46.2769,0.0,0.0,0.0,0.9978162068559221,0.831385493,8.7600131,0.018661
27,0.0,0.0,104.0,264.70005,0.3519,54.81381580000003,57.94072050000001,40.366375949000016,0.00497331948,0.0,0.0,0.159467559569008,0.146139458,3.7161995609999994,0.04581711999999999
28,0.0,0.0,98.0,722.18127,0.2755,28.628681199999992,28.54138879999999,25.19332523000001,0.0,0.0,0.00957427108,0.2584760680431001,0.55192401891,3.329134770899998,0.08328020999999998
29,0.0,0.0,465.0,611.7661,-0.3,35.6868916,43.37507860000001,24.789743470000005,0.00960289494,0.0,0.09403498405,0.4202143803182842,0.5687515843100001,5.397177873099996,0.03023623
30,0.0,0.0,48.0,21.642979999999998,0.4095,43.95986150000001,57.22431699999999,43.73896573999998,0.01829014496,0.0,0.00957427108,0.4585527726656885,0.6156596417299999,4.6219741123999984,0.04438713
31,0.0,0.0,159.0,1286.8759699999998,-0.4258,33.98543110000001,43.0121031,28.660894660000004,0.02297425231,0.0,0.0,0.4422951804230792,0.6355914123800003,5.385143214799997,0.03212963999999999
32,0.0,0.0,56.0,169.84402,0.6414,57.70245990000003,88.86020049999996,40.875608279000026,0.00477882401,0.0,0.0076088591,0.17274564375050197,0.237914741,3.7606327509999975,-0.01965067
33,0.0,0.0,27.0,11.5284,0.2613,29.99895050000001,28.50031399999999,31.15925887,0.01746499388,0.0,0.0,0.3764672846658674,0.59636950837,4.254558547000002,-0.04148095999999999
34,0.0,0.0,122.0,94.57913,-0.3108,0.585551,13.5439,0.23048400000000002,0.0,0.0,0.0,4.89546934563e-05,0.21963588899999997,1.70705006,0.804471
35,2.0,1.0,105.0,100.43916999999999,0.4266,2.03188,0.612412,0.126609,0.363622861,0.0,0.0,0.454891016173085,0.824394882,4.92982383,-0.396753
36,0.0,0.0,14.0,13.905829999999998,-0.2705,61.022873800000035,91.60873099999992,51.594064910000036,0.00826392613,0.0,0.030896935150000002,0.0289831629951808,0.179693475,3.9463153479999984,-0.07417869000000002
37,0.0,0.0,147.0,237.70284409999996,0.4225,30.448880399999997,30.779237199999997,30.02017720000001,0.01268616987,0.0,0.0,0.5181371962091077,0.6160726373000002,3.7161590436999976,0.08691797999999995
38,1.0,1.0,26.0,1533.8745199999998,0.3577,63.8193,103.448,2.69857,0.578384088,0.0,0.0,0.0345335830833016,0.460647643,25.5898132,0.949548
39,0.0,1.0,49.0,3332.8913,0.5474,190.47,27.6952,0.975289,0.557884944,0.0,0.0,0.0499256381399427,0.13934290400000002,14.629165200000001,-0.997984
40,0.0,0.0,17.0,2588.6288,0.3004,0.227021,0.901954,0.0,0.0,0.0,0.0,0.0391826461982656,0.146139458,1.99024055,-1.564454
41,0.0,0.0,516.0,2305.0631,-0.5586,16.569000000000003,36.2916,0.796268,0.0,0.0,0.919866211,8.218392103e-07,0.713784814,5.85157295,-0.11673900000000001
42,0.0,0.0,229.0,162.29015,0.327,7.491219999999999,12.5933,2.02104,0.0,0.0,0.0,5.091379658e-07,0.30087763100000003,0.0,-0.24794699999999997
43,0.0,1.0,53.0,35.43011,-0.4331,8.43137,16.7378,38.9581,0.0,0.0,0.0,0.9999975421880649,0.767620981,11.67800063,-0.22292399999999998
44,0.0,0.0,256.0,7.942539999999999,-0.3397,0.0435507,0.07147289999999999,0.0855784,0.0,0.0,0.0,0.166948561167818,0.11190837599999999,2.8609055847000016,-1.3680974499999998
45,0.0,0.0,34.0,463.55580999999995,0.3715,3.5270099999999998,5.81123,49.6889,0.35893075700000004,0.0,0.0,0.337855763889345,0.79961127,12.578549699999998,0.395413
46,0.0,1.0,14.0,2261.17843,0.2663,0.16485999999999998,1.20793,0.056441899999999996,0.0,0.0,0.0,0.9467193084790179,0.7969835999999999,9.78859286,0.740153
47,0.0,0.0,49.0,1062.2239919000006,-0.1845,54.695478000000016,60.194974499999994,43.36990321900002,0.00396248826,0.0,0.13980027196999995,4.997676877e-06,0.17792584,4.7408122047999965,0.09203223999999996
48,0.0,0.0,202.0,676.9751083,0.5132,48.98404900000001,63.37449899999999,39.100098649,0.014336472030000002,0.0,0.00957427108,0.43356351129280496,0.6756567102899997,4.677497452199998,0.04577105999999997
49,0.0,0.0,241.0,636.7370593000003,-0.3624,31.2025958,31.081780499999986,32.61775481,0.003962488260000001,0.0,0.0,0.4176549240775129,0.5853144057199999,4.530268353999998,0.07791177999999997
50,1.0,1.0,528.0,5.07717,0.3445,0.0508212,0.14941500000000002,0.0,0.0,0.0,0.0,0.7753759738882099,0.8366215229999999,0.0,0.41888100000000006
51,0.0,1.0,22.0,257.23512,1.2559,1.20866,8.294139999999999,0.031055400000000004,0.49943406700000004,0.0,0.0,0.99999843310185,0.693781972,6.87689431,0.271914
