HIPred,Heart - Atrial Appendage_GTExTPM,Pituitary_GTExTPM,mousescore_Exomiser,SDI,pLI_ExAC
0.670620084,7.48648,2.3750299999999998,0.884429274,4.77784717,0.000700543
0.5655711728899999,1341.8102022000007,133.1013062200001,0.0,6.791642014699997,0.28791687794119986
0.6560531421900001,77.59044999999999,75.58920659999998,0.012444445860000002,14.681003757000003,0.6132644461773906
0.6599447707599999,80.67321399999999,129.45786900000007,0.03611527673,6.567246240399997,0.45860831020520004
0.6450661701199998,81.65141299999998,129.4933872,0.00395367293,7.115188591399998,0.5606243542249831
0.6911968647500001,74.46337799999998,54.092848,0.00477882401,6.911162560299999,0.5861822598133435
0.6483001619199997,85.95209999999996,100.84815619999998,0.0038962596200000006,15.24367251110001,0.6212117374550008
0.66080526931,68.89062099999997,73.86020799999999,0.01652501618,7.4651380846999995,0.5305219274210329
0.61504185375,79.85947099999997,106.565544,0.0,7.964124030299997,0.46257113761160035
0.6206855072099997,82.80666899999997,156.66852380000012,0.01911529604,8.832674553699999,0.6480663872740007
0.66824039001,70.685081,53.74063899999998,0.031045853830000008,7.293687043599999,0.5322295586836104
0.62952879723,74.13901599999997,105.73808760000001,0.05296995642,13.737043981099996,0.581004089939196
0.146139458,73.21598089999996,102.70762079999997,0.0,3.5332715493000006,0.050466464
0.6256197615699998,76.22545199999996,139.6646986000001,0.00792497652,14.760149508500003,0.6108126918548206
0.67316031294,80.07770999999998,111.02009899999999,0.00792497652,8.738761987400002,0.4292570470164524
0.6742293585099998,78.274172,104.10590699999997,0.016582429489999998,7.8695839466,0.5497610606829956
0.6895177776399999,77.25975999999999,74.15370879999999,0.008732496939999999,6.605260913799999,0.5509288611756006
0.6761442262999999,75.31163699999999,74.69622759999999,0.026044363870000004,10.084158483099996,0.6099803423433906
0.6504825807699998,83.26909499999998,132.24054360000005,0.01829014496,9.935324435599997,0.5858389393476005
0.6823322321199998,75.23930799999998,73.8908926,0.0251813869,9.873399671699998,0.6093285912633908
0.123297259,7.296530000000001,23.8061,0.0,2.800881714600002,1.82643e-05
0.158249199,2.9232299999999998,12.4842,0.9306270059999999,7.94256213,4.6328300000000005e-18
0.238498077,1.82702,0.807384,0.514240382,2.80622297,0.00024436900000000003
0.43410619704,14.5952,0.31352199999999997,0.5706635320000001,2.91936788,0.13292271656626986
0.668925405,3.47341,0.46190200000000003,0.8387322209999999,10.75900262,0.476493104
0.172807097,138.197,27.320999999999998,0.905486233,4.7137448,1.57429e-09
0.831385493,19.7588,53.6259,0.0,8.7600131,0.9978162070000001
0.146139458,73.91249889999999,105.45193080000001,0.0,3.9257459259000003,0.15946756
0.66323127199,73.677212,74.48575699999998,0.01268616987,6.763080382699999,0.4443738999711902
0.65938479724,80.16969399999999,53.87754399999998,0.0,7.4808553231999975,0.46890754335896306
0.6299671827700002,81.25144999999996,110.96506280000001,0.01829014496,7.233828620200001,0.40743764271360017
0.6596914991800001,64.12923999999997,54.63624949999999,0.03467198551,7.3439877996,0.5456439427202627
0.237914741,69.51640889999996,49.80958499999998,0.01433647203,4.1765599329,0.17274564399999998
0.68044277575,81.21147499999998,104.15594000000003,0.00395367293,9.1881352163,0.4603471527796002
0.21963588899999997,0.313994,13.5439,0.0,1.70705006,4.89547e-05
0.824394882,2.0908,0.612412,0.363622861,4.92982383,0.45489101600000004
0.179693475,57.07756189999997,53.692167499999975,0.0,4.599104527,0.028983163
0.67785245471,76.77500999999998,77.08105459999999,0.01268616987,6.385381520299998,0.5039322381668202
0.460647643,91.3071,103.448,0.578384088,25.5898132,0.034533583
0.13934290400000002,110.294,27.6952,0.557884944,14.629165200000001,0.049925638
0.146139458,0.039397,0.901954,0.0,1.99024055,0.039182646
0.713784814,10.2855,36.2916,0.0,5.85157295,8.218389999999999e-07
0.30087763100000003,18.9868,12.5933,0.0,0.0,5.09138e-07
0.767620981,4.43631,16.7378,0.0,11.67800063,0.999997542
0.11190837599999999,0.068652,0.07147289999999999,0.0,2.8139718601000014,0.166948561
0.79961127,1.9780799999999998,5.81123,0.35893075700000004,12.578549699999998,0.337855764
0.7969835999999999,0.0856405,1.20793,0.0,9.78859286,0.9467193079999999
0.17792584,55.49378306,51.790922999999964,0.0,4.7925794211999975,4.99768e-06
0.6413196759499997,80.37159099999997,121.03730580000003,0.03181028124,6.388817907099996,0.45007148056164004
0.6361207707299998,71.00384699999998,55.0349315,0.02084764233,7.351054381199998,0.4048050545350578
0.8366215229999999,0.0275618,0.14941500000000002,0.0,0.0,0.775375974
0.693781972,11.0358,8.294139999999999,0.49943406700000004,6.87689431,0.999998433
0.6933863159999999,0.5470189999999999,11.1441,0.49080455,3.74177141,1.0
0.622939706,8.652999999999999,16.2288,0.512173321,1.90066426,0.999693297
0.602114379,8.75035,23.9603,0.5706635320000001,3.49140794,0.001820338
0.638582647,0.162043,2.22282,0.0,3.8518008999999997,0.011363581999999999
0.736296356,28.8645,54.1038,0.431381082,9.88779187,0.468620194
0.669261694,5.49164,28.27,0.396248826,5.52376604,0.003193956
0.429466158,74.99,39.0108,0.0,2.93496915,1.55576e-06
0.7691657540000001,126.37799999999999,6.35668,0.788155246,23.41984427,0.018707972
0.186891869,1.6606599999999998,42.1044,0.0,3.994046870299999,1.16806e-05
0.42101231200000006,0.025012200000000002,1.0724,0.5283317679999999,1.98266541,9.67009e-05
0.830946863,27.3795,40.9923,0.0,8.79295894,0.23818636199999998
0.11190837599999999,0.164609,0.22978800000000002,0.0,1.98266541,0.000639118
0.48830753600000004,2.63192,5.2693900000000005,0.0,4.70997211,0.577650481
0.581228554,74.7343,127.376,0.0,8.44786072,0.027202551000000002
0.72829324,7.9695,24.9136,0.0,0.0,0.7870881470000001
0.575333595,10.8362,35.3001,0.0,2.93429059,0.163974191
0.13934290400000002,0.45387299999999997,29.3917,0.853179975,2.89489364,2.74928e-14
0.757599056,4.89891,10.7832,0.5040940970000001,6.46145605,0.9984796509999999
