HIPred,Heart - Atrial Appendage_GTExTPM,Pituitary_GTExTPM,mousescore_Exomiser,SDI,pLI_ExAC
0.513743401,13.5072,6.18395,0.0,0.0,0.00047434676858403095
0.392636538,1.71101,8.211160000000001,0.0,6.51060604,0.0029011075591039697
0.7714540959999999,1.51789,74.0619,0.0,3.63608214,3.938723405991529e-15
0.7470957640000001,17.1192,99.9986,0.0,0.0,0.9888825781330942
0.727348566,1.26609,7.67391,0.0,4.97276773,0.84082862967754
0.747748911,8.562660000000001,19.6398,0.0,5.70325574,0.953329215745317
0.33108294,20.3696,4.6391599999999995,0.0,3.47688016,3.9401554209396e-07
0.6005630245700001,1.9572,1.97373,0.05306485508,4.96173847,0.4078792031087902
0.4396851260500001,0.454788,1.97081,0.00842575573,1.4964571177000001,0.08822947057579926
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.37986078978000004,0.0958729,0.8081020000000001,0.0,1.8617711008000004,0.16984320705678693
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.35081390056999984,0.0492214,0.13685799999999998,0.0,2.7081869514000005,0.10744567732924258
0.38031763376000005,0.109464,0.799999,0.0,1.9918599550000005,0.17510173240386595
0.5094447356299997,5.73535,14.3729,0.01698548481,2.958887041300001,0.6560475915391984
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.4247921310100002,0.617321,2.49045,0.0,1.6187527301000002,0.1345488217152674
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.23124838254000013,0.030327800000000002,0.0731124,0.0,1.5706586865999992,0.10343699483408214
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.46833753473000006,0.16558399999999998,5.48375,0.0,2.0647528415,0.09102387433579615
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.2830723854200001,0.128023,0.0948564,0.0,2.6399543932,0.05726178828885554
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.1737316744400002,0.0,0.0,0.0,1.208551561099999,0.039902608190930604
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.38224057597000005,0.8997040000000001,3.07356,0.0,3.170166755699999,0.2967292400179255
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.3891630080999999,13.3128506,37.00346739999997,0.0,3.1963606324999994,0.5771680142004123
0.3375416628100001,0.24873,0.277512,0.0,3.724879947100001,0.07917970185422399
0.3510145093500001,0.683639,0.440162,0.0,2.3617553049,0.12201794877955432
0.563471615,32.288000000000004,159.535,0.0,4.976910340800001,0.0394309302206711
0.806311309,6.1643,10.9069,0.0,12.85116407,0.996674942122373
0.435617685,0.0208001,0.169416,0.0,0.0,1.98871537094846e-07
0.75617367,9.737110000000001,20.1664,0.0,9.41746522,0.0944353057008641
0.6980452540000001,339.31,19.7748,0.8266041,9.88631356,0.734223241103143
0.17333297171000023,0.0,0.0349288,0.0,0.32579865240000005,0.018941054860810543
0.824708164,2.43728,6.460380000000001,0.0,6.80405809,0.9939322617994909
0.711480618,10.8449,4.20763,0.0,2.99271554,0.0247363812211132
0.410673529,31.0029,1.7015,0.47450317700000005,2.99083178,2.98948787387487e-07
0.300067365,1.80823,0.6510279999999999,0.0,0.0,1.0556522196896e-08
