iter	Passed	Remaining
0	1	72
1	3	75
2	4	77
3	6	72
4	7	69
5	9	66
6	10	64
7	12	63
8	13	63
9	16	64
10	17	63
11	18	59
12	20	58
13	22	56
14	23	55
15	25	53
16	26	51
17	28	49
18	29	48
19	31	47
20	33	46
21	35	45
22	37	43
23	39	42
24	40	40
25	42	39
26	43	37
27	45	35
28	46	33
29	48	32
30	50	30
31	52	29
32	54	28
33	55	26
34	56	24
35	58	22
36	59	20
37	61	19
38	62	17
39	64	16
40	65	14
41	67	12
42	69	11
43	71	9
44	72	8
45	74	6
46	76	4
47	77	3
48	79	1
49	81	0
